,restaurant_name,avg_review_score,minimum_order_value,delivery_fee,pricyness,avg_delivery_time_clean,type_of_cuisine_categorized,street,zip_code,city_name,latitude,longitude,database
516,Hasir Kreuzberg,8.0,10.0,1.9,3.0,,middle eastern,Adalbertstraße 10,1099, Berlin,52.50087449999999,13.4192135,wolt
517,Rotisserie Weingrün,9.2,10.0,1.9,4.0,,european,Gertraudenstraße 10-12,10178,Berlin,52.51265623800703,13.402922865605952,wolt
518,Antonello's Cevicheria & StreetFood,9.6,10.0,,2.0,35.0,european,Nostitzstraße 22,10961,Berlin,52.4904993,13.3901334,wolt
519,Roji - Godai No Sekai,8.0,10.0,1.9,3.0,,asian,Oderberger Str 11,10435,Berlin,52.53903659999998,13.409143700000012,wolt
520,Don Sushi 15,8.4,10.0,1.9,2.0,,asian,Brückenstraße 15,10179,Berlin,52.5115758,13.4165275,wolt
521,Yokozuna Sushi,8.8,10.0,1.9,3.0,,asian, Torstraße 41,10119,Berlin,52.52865349523008,13.411356136938425,wolt
522,Lasan Restaurant,,10.0,,3.0,35.0,middle eastern,Adalbert Str. 96,10999,Berlin,52.5001055,13.4178492,wolt
523,At Home by ZENKICHI,9.6,,,4.0,,asian,Johannisstrasse 20,10117,Berlin,52.52471,13.38885,wolt
524,Pantry,10.0,10.0,1.9,4.0,,middle eastern,Friedrichstraße 120,10117,Berlin,52.5265902,13.3868778,wolt
525,Der blaue Fuchs,8.8,10.0,,3.0,50.0,european,Knaackstraße 43,10435,Berlin,52.5358917,13.4162625,wolt
526,Kuchi Mitte,8.8,10.0,,2.0,55.0,asian,Gipsstraße 3,10119,Berlin,52.5271845,13.3993081,wolt
527,Shiso Burger Mitte,8.4,10.0,,2.0,35.0,,Auguststrasse 29C,10119,Berlin,52.527281088490106,13.39881999755326,wolt
528,Kebap with attitude,8.2,10.0,,2.0,35.0,middle eastern,Gipsstraße 2,10119,Berlin,52.52724314420447,13.39913771682263,wolt
529,Angry Chicken Kreuzberg,8.6,10.0,,1.0,55.0,snacks,Oranienstr 16,10999,Berlin,52.5006148,13.4229027,wolt
530,NORDSEE - Berlin Spandauer Straße,8.2,10.0,,1.0,45.0,seafood,Spandauer Str. 4,10178,Berlin,52.52070579999999,13.4046972,wolt
531,Espresso House Friedrichstraße,7.6,10.0,,1.0,35.0,fastfood,Friedrichstraße 125,10117,Berlin,52.5258858,13.3868659,wolt
532,Burgermann,8.8,10.0,,1.0,35.0,american,Schönhauser Allee 173,10119,Berlin,52.532460231915074,13.412155674891162,wolt
533,Lemon Grass Scent,8.6,10.0,,1.0,50.0,asian,Schwedter Str. 12,10119,Berlin,52.53381212667559,13.409727515939093,wolt
534,Frittenwerk Berlin Friedrichstraße,8.6,10.0,,1.0,35.0,american,Friedrichstraße 69,10117,Berlin,52.51263669999999,13.3896904,wolt
535,Mizu Ramen,8.8,10.0,,2.0,35.0,asian,Friedrichstraße 115,10117,Berlin,52.5268053,13.3874491,wolt
536,PHO Noodlebar Mitte,8.2,10.0,,2.0,35.0,asian,Linienstraße 134,10115,Berlin,52.52645771339539,13.387788991402266,wolt
537,Dolores - Mitte,8.8,10.0,,2.0,50.0,mexican,Rosa – Luxemburg – Straße 7,10178,Berlin,52.5237938,13.4091964,wolt
538,Spagettini,7.4,10.0,,1.0,35.0,italian,This is a virtual venue,10178,Berlin,52.5238316,13.3985704,wolt
539,Cult Burger,8.4,10.0,,1.0,50.0,american,Kastanienallee 48,10119,Berlin,52.53482851866689,13.40565636967898,wolt
540,Esra,7.8,10.0,,1.0,50.0,middle eastern,Rosa-Luxemburg-Straße 5,10178,Berlin,52.523637,13.409156,wolt
541,Campus Suite - Food Factory Cube,8.8,10.0,,1.0,45.0,italian,Washingtonplatz 3,10557,Berlin,52.5236065,13.3691979,wolt
542,Asman,8.4,10.0,1.9,1.0,,middle eastern,Ackerstraße 20,10115,Berlin,52.53156796761646,13.39662193373002,wolt
543,Army Food,,10.0,,1.0,40.0,healthy,Mauerstraße 1,10117,Berlin,52.510943,13.3870163,wolt
544,Aapka Restaurant,8.8,10.0,,2.0,50.0,middle eastern,Kastanienallee 50,10119,Berlin,52.53398203689549,13.40478492929456,wolt
545,Sons of Mana x Royals & Rice,9.0,10.0,,2.0,35.0,poke,Friedrichstraße 67,10117,Berlin,52.51261539999999,13.3905721,wolt
546,Jabe Dine & Bar,8.8,10.0,,2.0,50.0,asian,Alte Schönhauser Str. 7,10119,Berlin,52.5274014094146,13.408137673016736,wolt
547,Shezan,8.6,10.0,,2.0,35.0,middle eastern,Neue Roßstraße 13,10179,Berlin,52.51217999072536,13.408207427139809,wolt
548,Gogi Boss Korean Grill Express,8.4,10.0,,1.0,45.0,asian,Mehringdamm 38,10961,Berlin,52.4933416,13.3875471,wolt
549,Cana Restaurant ,9.2,10.0,,2.0,35.0,middle eastern,Neue Roßstraße 11,10179,Berlin,52.512489901723086,13.408856382209862,wolt
550,Marubi Ramen,8.6,10.0,1.9,2.0,,asian,Schönhauser Allee 177,10119,Berlin,52.531405698496165,13.411769675463102,wolt
551,Wildes Fraeulein,9.2,10.0,,2.0,55.0,european,Hilda-Geiringer-Weg 6,10557,Berlin,52.52675619999999,13.3723415,wolt
552,Simela,8.6,10.0,,2.0,50.0,italian,Koppenplatz 1,10115,Berlin,52.5275297,13.3981443,wolt
553,Amici Amici,8.0,10.0,,2.0,45.0,european,Mehringdamm 40,10961,Berlin,52.4927042,13.3871858,wolt
554,Hito Falafel,9.0,10.0,,2.0,50.0,middle eastern,Chauseestraße 4,10115,Berlin,52.527779975720726,13.38692562524518,wolt
555,Chelany Mitte,8.6,10.0,,2.0,50.0,fastfood,Torstraße 221,10115,Berlin,52.5276532,13.38861,wolt
556,Choppaluna,9.0,10.0,,2.0,40.0,healthy,Rudi-Dutschke-Str. 17,10969,Berlin,52.5067797,13.3933877,wolt
557,momos - organic veggie dumplings,8.6,10.0,,2.0,50.0,vegetarian or vegan,Chausseestr.2 ,10115,Berlin,52.52756239232951,13.3870843374352,wolt
558,Hummus Company,8.0,10.0,,1.0,35.0,middle eastern,Leipziger Platz 12,10117,Berlin,52.5102491,13.3799541,wolt
559,Frittenwerk Mall of Berlin,8.4,10.0,,1.0,40.0,fastfood,Leipziger Pl. 12,10117, Berlin,52.5106200356328,13.379610784424187,wolt
560,90°C Bubble Tea & Cafe,9.2,10.0,,2.0,50.0,breakfast/dessert,Novalisstraße 1,10115,Berlin,52.52780391678912,13.389289793255063,wolt
561,Yakoolza,8.6,10.0,,2.0,45.0,asian,Wilhelmstraße 87,10117,Berlin,52.51309810543373,13.381989088118448,wolt
562,smartdeli - sushi & more,8.8,10.0,,2.0,50.0,asian,Novalisstr. 2,10115,Berlin,52.52817,13.3891001,wolt
563,Sehraya,,10.0,,1.0,40.0,middle eastern,Großbeerenstraße 79,10963, Berlin,52.49717729999999,13.38493329999999,wolt
564,Effe & Gold,,10.0,,1.0,45.0,american,Washingtonplatz 3,10557,Berlin,52.5236065,13.3691979,wolt
565,Ristorante Bella Vita,7.6,10.0,,2.0,45.0,italian,Mittelstraße 62,10117,Berlin,52.5179452,13.389358,wolt
566,Saravanaa Bhavan Berlin,8.6,10.0,,2.0,35.0,middle eastern,Potsdamer Platz 5,10785,Berlin,52.510509,13.3761878,wolt
567,Tuans Huette,9.0,10.0,,2.0,45.0,asian,Dircksenstraße 40,10178,Berlin,52.523608,13.4069478,wolt
568,Quy Nguyen Vegan Living ,8.8,10.0,,2.0,35.0,asian,Oranienburger Str. 7,10178,Berlin,52.52374380000001,13.4004558,wolt
569,PUFFLE BEES,9.2,10.0,,2.0,50.0,breakfast/dessert,Brunnenstraße 165,10119,Berlin,52.533995,13.3980013,wolt
570,Indian Village,8.2,10.0,,2.0,35.0,fastfood,Dircksenstraße 94,10178,Berlin,52.5181633,13.4153644,wolt
571,Daily Warteg,9.2,10.0,1.9,1.0,,,Döberitzer Straße 1,10557,Berlin,52.5296621,13.3684618,wolt
572,Nem&More,8.0,10.0,,2.0,45.0,asian,Brückenstraße 3,10179,Berlin,52.51209410680064,13.417184344174451,wolt
573,Viet Street - Sushi Bar,8.8,10.0,,2.0,35.0,asian,Dirckenstr. 93,10178,Berlin,52.5180296,13.4154194,wolt
574,Hempvizer Cafe,,10.0,1.9,1.0,,cafes,Brunnenstraße 35,10115,Berlin,52.5356883,13.3980538,wolt
575,KAIMUG - Foodfactory Cube,8.2,10.0,,2.0,40.0,asian,Washingtonpl. 3,10557,Berlin,52.52366857353486,13.369385654631834,wolt
576,Ristorante Trattoria Vesuvio,8.2,10.0,,2.0,35.0,european,Strausberger Pl. 8,10243,Berlin,52.51902636552151,13.429561362562596,wolt
577,Vegian,,10.0,,2.0,35.0,vegetarian or vegan,This is a virtual venue,10179,Berlin,52.5115059,13.4169483,wolt
578,OM Restaurant,,10.0,,2.0,45.0,middle eastern,Kirchstraße 16,10557, Berlin,52.52254860007056,13.349016623313084,wolt
579,Bites,8.8,10.0,,2.0,40.0,asian,Yorckstraße 22,10965,Berlin,52.49291059999999,13.3800294,wolt
580,MEATBALLERY,,10.0,,,35.0,european,Elisabeth-Schwarzhaupt-Platz 5,10115,Berlin,,,wolt
581,Hello Charge,8.0,10.0,,2.0,35.0,asian,Potsdamer Straße 148,10783,Berlin,52.49710719999999,13.361379,wolt
582,Neumann's,8.0,10.0,,2.0,45.0,european,Alt-Moabit 126,10557,Berlin,52.5230632,13.3583368,wolt
583,MIBAP,9.2,10.0,,2.0,45.0,asian,This is a virtual venue,10179,Berlin,52.5129513,13.4172072,wolt
584,Chaomin,8.8,10.0,,2.0,50.0,healthy,Prenzlauer Allee 27a,10405,Berlin,52.5328595,13.4209553,wolt
585,Amrit Mitte,8.4,10.0,,3.0,35.0,middle eastern,Oranienburger Straße 45,10117,Berlin,52.525917599997776,13.389576901189136,wolt
586,Hans im Glück Berlin Hauptbahnhof,8.2,10.0,,2.0,40.0,american,Europaplatz 1,10557,Berlin,52.5254009639078,13.369513069171637,wolt
587,Tasty India,8.2,10.0,,2.0,45.0,middle eastern,Metzer 21,10405,Berlin,52.5305501,13.4183242,wolt
588,Aloha Poke Berlin,,10.0,,2.0,40.0,poke,Washingtonplatz 3,10557,Berlin,52.523606500000014,13.369197899999994,wolt
589,Oez Inegoel Koefteci,8.4,10.0,,2.0,35.0,middle eastern,Potsdamer Straße 146,10783,Berlin,52.4973008,13.3613806,wolt
590,Izumi Restaurant-Sushi Bar,8.2,10.0,,3.0,45.0,asian,Kronenstraße 66,10117,Berlin,52.51128484392625,13.38877091446268,wolt
591,Ristorante Marea,7.4,10.0,,3.0,35.0,european,Leipziger Platz 10,10117,Berlin,52.50924990669846,13.37970100978669,wolt
592,Rosengarten am Engelbecken,9.0,10.0,,3.0,35.0,steak,Legiendamm 2,10179,Berlin,52.5063091,13.4171521,wolt
593,Rou Vegan,,10.0,,2.0,35.0,vegetarian or vegan,Brunnenstraße 152,10115, Berlin,52.5358944,13.3967998,wolt
594,The F.I.U.T.Y.,9.2,10.0,,2.0,50.0,vegetarian or vegan,Kastanienallee 62,10119,Berlin,52.5343708,13.4058112,wolt
595,Vedang - plant burger (Mall of Berlin),9.0,10.0,,3.0,35.0,american,Leipziger Pl. 12,10117,Berlin,52.5102491,13.3799541,wolt
596,Der neue Platzhirsch,,10.0,,2.0,50.0,european,Granseer Straße 6,10435,Berlin,52.5366387,13.4022051,wolt
597,Soul Sushi Berlin-Mitte,8.8,10.0,,1.0,35.0,asian,Oranienburger Str. 52,10117,Berlin,52.5259259,13.38825,wolt
598,Angry Chicken - Mitte,8.8,10.0,,1.0,50.0,snacks,Rosa-Luxemburg-Straße 7,10178,Berlin,52.5237938,13.4091964,wolt
599,YamYam,8.6,10.0,,2.0,50.0,asian,Alte Schönhauser Str. 6,10119,Berlin,52.5276072,13.4081676,wolt
600,Pizza Peppino,,10.0,,1.0,50.0,european,Tucholskystraße 13,10117,Berlin,52.52339332586772,13.391764043640274,wolt
601,Cowei,8.6,10.0,,1.0,35.0,asian,James-Simon-Park 152,10178,Berlin,52.5222596,13.3996438,wolt
602,Ming Dynastie Mitte,9.2,10.0,,2.0,35.0,asian,Brückenstrasse 6,10179,Berlin,52.5134234,13.4181172,wolt
603,Akito Sushi Express,8.8,10.0,,2.0,50.0,asian,Chausseestraße 116,10115,Berlin,52.5300273,13.3834134,wolt
604,Yada Yada Breakfast Club,9.0,10.0,1.9,2.0,,breakfast/dessert,Köpenicker Str. 93,10179,Berlin,52.5118344,13.4134833,wolt
605,Sons of Mana Mitte,8.6,10.0,1.9,2.0,,poke,Chausseestraße 19,10115,Berlin,52.53019931058914,13.383765637415303,wolt
606,Takumi'9 Sapporo,9.0,10.0,,2.0,35.0,asian,Chausseestraße 124,10115,Berlin,52.5290334,13.3846772,wolt
607,dean&david Quartier 205,8.2,10.0,,2.0,50.0,healthy,Mohrenstraße 50,10117,Berlin,52.51226659611019,13.390251283808636,wolt
608,Tiny's Pizza,8.2,10.0,,2.0,35.0,italian,Rosenthaler Straße 36,10178,Berlin,52.52467990421904,13.40214651380219,wolt
609,Terra,8.2,10.0,1.9,,,european,Grimmstraße 1,10967,Berlin,,,wolt
610,Thanh Nho,8.2,10.0,,2.0,50.0,asian,Potsdamer Straße 133,10783,Berlin,52.497117353971376,13.362054088845298,wolt
611,Sucre Et Sel,8.2,10.0,,3.0,50.0,european,Torstrasse 132,10119,Berlin,52.5294179,13.4000347,wolt
612,Golden Fleece,8.8,10.0,,3.0,35.0,european,Torstraße 69,10119,Berlin,52.52939139999999,13.4076279,wolt
613,Quchnia,8.0,,,,,european,Markgrafenstr. 35,10117,Berlin,,,wolt
614,Lasan Restaurant,,10.0,,3.0,50.0,middle eastern,Adalbert Str. 96,10999,Berlin,52.5001055,13.4178492,wolt
615,Q Burger Mitte,8.4,10.0,,1.0,50.0,american,Zimmerstraße 68,10117,Berlin,52.508031841694375,13.393314303705523,wolt
616,Army Food,,10.0,,1.0,50.0,healthy,Mauerstraße 1,10117,Berlin,52.510943,13.3870163,wolt
617,Momotaro Tavern,8.6,10.0,,1.0,50.0,asian,Panoramastraße 1A,10178,Berlin,52.52119813848951,13.409617039645097,wolt
618,Steel Vintage Bikes Café Auguststr.,9.0,10.0,,1.0,55.0,breakfast/dessert,Auguststraße 91,10117,Berlin,52.52602558141521,13.390530028241969,wolt
619,Hummus Company,8.0,10.0,,1.0,55.0,middle eastern,Leipziger Platz 12,10117,Berlin,52.5102491,13.3799541,wolt
620,Frittenwerk Mall of Berlin,8.4,10.0,,1.0,35.0,fastfood,Leipziger Pl. 12,10117, Berlin,52.5106200356328,13.379610784424187,wolt
621,Wildes Fraeulein,9.2,10.0,,2.0,35.0,european,Hilda-Geiringer-Weg 6,10557,Berlin,52.52675619999999,13.3723415,wolt
622,Choppaluna,9.0,10.0,,2.0,50.0,healthy,Rudi-Dutschke-Str. 17,10969,Berlin,52.5067797,13.3933877,wolt
623,Besh,8.8,10.0,,1.0,45.0,vegetarian or vegan,Brückenstraße 15,10179,Berlin,52.511594911272894,13.416638899619755,wolt
624,Mogg,9.0,10.0,,2.0,35.0,,Auguststr. 11- 13,10117,Berlin,52.5264862,13.3944418,wolt
625,NamPan,8.8,10.0,,2.0,50.0,asian,Oranienburger Straße 66,10117,Berlin,52.52507150722472,13.391728193152892,wolt
626,90°C Bubble Tea & Cafe,9.2,10.0,,2.0,35.0,breakfast/dessert,Novalisstraße 1,10115,Berlin,52.52780391678912,13.389289793255063,wolt
627,Burger Vision Torstraße,8.4,10.0,,2.0,45.0,american,Torstraße 128,10119,Berlin,52.5293856,13.4004516,wolt
628,Simela,8.6,10.0,,2.0,35.0,italian,Koppenplatz 1,10115,Berlin,52.5275297,13.3981443,wolt
629,Tuans Huette,9.0,10.0,,2.0,50.0,asian,Dircksenstraße 40,10178,Berlin,52.523608,13.4069478,wolt
630,Pinocchio Berlin,8.0,10.0,,2.0,45.0,european,Alexanderplatz 2,10178,Berlin,52.52082559999999,13.4144639,wolt
631,BURGERS BURGERS Mitte,8.6,10.0,,2.0,50.0,american,Brückenstraße 1A,10179,Berlin,52.51158751982628,13.416926842325902,wolt
632,Eat Culture,8.6,10.0,,2.0,50.0,healthy,Dircksenstraße 2,10178,Berlin,52.5216144,13.411286,wolt
633,mama trattoria,7.8,10.0,,2.0,35.0,european,Pariser Platz 6a,10117,Berlin,52.516929596762495,13.377739214551184,wolt
634,Com Viet Berlin,7.8,10.0,,2.0,50.0,asian,Münzstraße 3,10178,Berlin,52.5239938,13.408986,wolt
635,Hans im Glück Berlin Hauptbahnhof,8.2,10.0,,2.0,35.0,american,Europaplatz 1,10557,Berlin,52.5254009639078,13.369513069171637,wolt
636,Aloha Poke Berlin,,10.0,,2.0,55.0,poke,Washingtonplatz 3,10557,Berlin,52.523606500000014,13.369197899999994,wolt
637,KAIMUG - Foodfactory Cube,8.2,10.0,,2.0,55.0,asian,Washingtonpl. 3,10557,Berlin,52.52366857353486,13.369385654631834,wolt
638,PUFFLE BEES,9.2,10.0,,2.0,45.0,breakfast/dessert,Brunnenstraße 165,10119,Berlin,52.533995,13.3980013,wolt
639,Vedang - plant burger (Mall of Berlin),9.0,10.0,,3.0,50.0,american,Leipziger Pl. 12,10117,Berlin,52.5102491,13.3799541,wolt
640,Izumi Restaurant-Sushi Bar,8.2,10.0,,3.0,50.0,asian,Kronenstraße 66,10117,Berlin,52.51128484392625,13.38877091446268,wolt
641, Hofbräu Wirtshaus Berlin,8.4,10.0,,3.0,50.0,european,Karl-Liebknecht-Str. 30,10178,Berlin,52.5246416,13.4138208,wolt
642,Ristorante Marea,7.4,10.0,,3.0,50.0,european,Leipziger Platz 10,10117,Berlin,52.50924990669846,13.37970100978669,wolt
643,Vegian,,10.0,,2.0,50.0,vegetarian or vegan,This is a virtual venue,10179,Berlin,52.5115059,13.4169483,wolt
644,Hasir Burger,8.2,10.0,,1.0,35.0,fastfood,Chausseestr.30 ,10115,Berlin,52.5323728,13.3812135,wolt
645,Hoongy,8.6,10.0,,2.0,50.0,asian,Chausseestraße 5,10115,Berlin,52.5280788,13.3872605,wolt
646,Mama Cook,8.6,10.0,,1.0,35.0,asian,Hedemannstraße 10,10969,Berlin,52.50299,13.38859,wolt
647,Quà Phê,9.4,10.0,,1.0,35.0,asian,Schendelgasse 9,10119,Berlin,52.52679045899932,13.408479274123788,wolt
648,Vedang - plant burger (Alexa),8.8,,,3.0,35.0,american,"Grunerstraße 20 Alexa Foodcourt, 2. OG",10179,Berlin,52.51971747719034,13.415936597520494,wolt
649,Shiso Burger Mitte,8.4,10.0,,2.0,40.0,,Auguststrasse 29C,10119,Berlin,52.527281088490106,13.39881999755326,wolt
650,Kebap with attitude,8.2,10.0,,2.0,55.0,middle eastern,Gipsstraße 2,10119,Berlin,52.52724314420447,13.39913771682263,wolt
651,Momotaro Tavern,8.6,10.0,,1.0,35.0,asian,Panoramastraße 1A,10178,Berlin,52.52119813848951,13.409617039645097,wolt
652,Steel Vintage Bikes Café Auguststr.,9.0,10.0,,1.0,40.0,breakfast/dessert,Auguststraße 91,10117,Berlin,52.52602558141521,13.390530028241969,wolt
653,Campus Suite - Food Factory Cube,8.8,10.0,,1.0,35.0,italian,Washingtonplatz 3,10557,Berlin,52.5236065,13.3691979,wolt
654,Wildes Fraeulein,9.2,10.0,,2.0,45.0,european,Hilda-Geiringer-Weg 6,10557,Berlin,52.52675619999999,13.3723415,wolt
655,Simela,8.6,10.0,,2.0,40.0,italian,Koppenplatz 1,10115,Berlin,52.5275297,13.3981443,wolt
656,MA'LOA Poke Bowl Oberwallstr.,8.8,10.0,,2.0,40.0,american,Oberwallstraße 9,10117,Berlin,52.5134504,13.396947,wolt
657,Hummus Company,8.0,10.0,,1.0,40.0,middle eastern,Leipziger Platz 12,10117,Berlin,52.5102491,13.3799541,wolt
658,Mogg,9.0,10.0,1.9,2.0,,,Auguststr. 11- 13,10117,Berlin,52.5264862,13.3944418,wolt
659,smartdeli - sushi & more,8.8,10.0,,2.0,35.0,asian,Novalisstr. 2,10115,Berlin,52.52817,13.3891001,wolt
660,FECHTNER Berlin,8.8,10.0,1.9,2.0,,european,Torstraße 114,10119,Berlin,52.529583,13.4025829,wolt
661,Tuans Huette,9.0,10.0,,2.0,32.5,asian,Dircksenstraße 40,10178,Berlin,52.523608,13.4069478,wolt
662,PUFFLE BEES,9.2,10.0,,2.0,35.0,breakfast/dessert,Brunnenstraße 165,10119,Berlin,52.533995,13.3980013,wolt
663,Pinocchio Berlin,8.0,10.0,,2.0,40.0,european,Alexanderplatz 2,10178,Berlin,52.52082559999999,13.4144639,wolt
664,MIBAP,9.2,10.0,1.9,2.0,,asian,This is a virtual venue,10179,Berlin,52.5129513,13.4172072,wolt
665,Delhi 6,8.4,10.0,,3.0,40.0,middle eastern,Friedrichstraße 237,10969,Berlin,52.50193897290694,13.391047288360232,wolt
666,YamYam,8.6,10.0,1.9,2.0,,asian,Alte Schönhauser Str. 6,10119,Berlin,52.5276072,13.4081676,wolt
667,St. Oberholz,8.4,10.0,,2.0,35.0,cafes,Rosenthaler Str. 72a,10119,Berlin,52.52947318491223,13.401836958757409,wolt
668,dean&david Quartier 205,8.2,10.0,,2.0,40.0,healthy,Mohrenstraße 50,10117,Berlin,52.51226659611019,13.390251283808636,wolt
669,Marina Blu,7.8,10.0,,3.0,35.0,italian,Weinbergsweg 8A,10119,Berlin,52.53126551033871,13.40291421123817,wolt
670,Kuchi Mitte,8.8,10.0,,,55.0,asian,Gipsstraße 3,10119,Berlin,,,wolt
671,Stay Green,9.4,10.0,1.9,1.0,,poke,Leipziger Str. 51,10117,Berlin,52.5107206,13.4016645,wolt
672,beets&roots Grosse Hamburger Str.,8.4,,,2.0,,poke,Große Hamburger Str. 38,10115,Berlin,52.526624245310536,13.398531103669365,wolt
673,Frittenwerk Berlin Friedrichstraße,8.6,10.0,,1.0,32.5,american,Friedrichstraße 69,10117,Berlin,52.51263669999999,13.3896904,wolt
674,Steel Vintage Bikes Café Auguststr.,9.0,10.0,,1.0,32.5,breakfast/dessert,Auguststraße 91,10117,Berlin,52.52602558141521,13.390530028241969,wolt
675,SMASH! Mitte,8.6,10.0,,1.0,32.5,american,This is a virtual venue,10179,Berlin,52.5115059,13.4169483,wolt
676,CHICKEN POW ! Mitte,8.2,10.0,,1.0,32.5,fastfood,This is a virtual venue,10179,Berlin,52.5115059,13.4169483,wolt
677,Besh,8.8,10.0,,1.0,32.5,vegetarian or vegan,Brückenstraße 15,10179,Berlin,52.511594911272894,13.416638899619755,wolt
678,Dolores - Mitte,8.8,10.0,,2.0,32.5,mexican,Rosa – Luxemburg – Straße 7,10178,Berlin,52.5237938,13.4091964,wolt
679,Esra,7.8,10.0,,1.0,32.5,middle eastern,Rosa-Luxemburg-Straße 5,10178,Berlin,52.523637,13.409156,wolt
680,Army Food,,10.0,,1.0,55.0,healthy,Mauerstraße 1,10117,Berlin,52.510943,13.3870163,wolt
681,Sons of Mana x Royals & Rice,9.0,10.0,,2.0,32.5,poke,Friedrichstraße 67,10117,Berlin,52.51261539999999,13.3905721,wolt
682,Hito Falafel,9.0,10.0,,2.0,40.0,middle eastern,Chauseestraße 4,10115,Berlin,52.527779975720726,13.38692562524518,wolt
683,Chelany Mitte,8.6,10.0,,2.0,40.0,fastfood,Torstraße 221,10115,Berlin,52.5276532,13.38861,wolt
684,BURGERS BURGERS Mitte,8.6,10.0,,2.0,32.5,american,Brückenstraße 1A,10179,Berlin,52.51158751982628,13.416926842325902,wolt
685,90°C Bubble Tea & Cafe,9.2,10.0,,2.0,40.0,breakfast/dessert,Novalisstraße 1,10115,Berlin,52.52780391678912,13.389289793255063,wolt
686,smartdeli - sushi & more,8.8,10.0,,2.0,40.0,asian,Novalisstr. 2,10115,Berlin,52.52817,13.3891001,wolt
687,Effe & Gold,,10.0,,1.0,35.0,american,Washingtonplatz 3,10557,Berlin,52.5236065,13.3691979,wolt
688,Jabe Sushi Bar,8.8,,,2.0,55.0,asian,This is a virtual venue,10117,Berlin,52.51261539999999,13.3905721,wolt
689,Saravanaa Bhavan Berlin,8.6,10.0,,2.0,60.0,middle eastern,Potsdamer Platz 5,10785,Berlin,52.510509,13.3761878,wolt
690,Son Kitchen Foodtruck,8.6,10.0,,,35.0,asian,Varian-Fry-Straße ,10785,Berlin,,,wolt
691,Eat Culture,8.6,10.0,,2.0,32.5,healthy,Dircksenstraße 2,10178,Berlin,52.5216144,13.411286,wolt
692,NamPan,8.8,10.0,,2.0,60.0,asian,Oranienburger Straße 66,10117,Berlin,52.52507150722472,13.391728193152892,wolt
693,Com Viet Berlin,7.8,10.0,,2.0,32.5,asian,Münzstraße 3,10178,Berlin,52.5239938,13.408986,wolt
694,KAIMUG - Foodfactory Cube,8.2,10.0,,2.0,35.0,asian,Washingtonpl. 3,10557,Berlin,52.52366857353486,13.369385654631834,wolt
695,Mr. Vertigo,8.4,10.0,1.9,2.0,,breakfast/dessert,Chausseestraße 17,10115,Berlin,52.5300558,13.3842739,wolt
696,Izumi Restaurant-Sushi Bar,8.2,10.0,,3.0,32.5,asian,Kronenstraße 66,10117,Berlin,52.51128484392625,13.38877091446268,wolt
697,Sucre Et Sel,8.2,10.0,,3.0,32.5,european,Torstrasse 132,10119,Berlin,52.5294179,13.4000347,wolt
698,Vegan Bashi,8.2,10.0,,,35.0,asian,This is a virtual venue,10119,Berlin,,,wolt
699,Angry Chicken - Mitte,8.8,10.0,,1.0,32.5,snacks,Rosa-Luxemburg-Straße 7,10178,Berlin,52.5237938,13.4091964,wolt
700,Hoongy,8.6,10.0,,2.0,40.0,asian,Chausseestraße 5,10115,Berlin,52.5280788,13.3872605,wolt
701,Pizza Peppino,,10.0,,1.0,30.0,european,Tucholskystraße 13,10117,Berlin,52.52339332586772,13.391764043640274,wolt
702,Manngo,7.4,10.0,,1.0,35.0,asian,Mulackstraße 29,10119,Berlin,52.5273003,13.4056547,wolt
703,Spreegold Mitte,7.8,10.0,,2.0,32.5,breakfast/dessert,Rosa-Luxemburg-Straße 2,10178,Berlin,52.5231703,13.4092207,wolt
704,dean&david Quartier 205,8.2,10.0,,2.0,32.5,healthy,Mohrenstraße 50,10117,Berlin,52.51226659611019,13.390251283808636,wolt
705,Fam. Dang,8.0,10.0,,2.0,30.0,asian,Torstraße 125,10119,Berlin,52.52974381102301,13.400502548444754,wolt
706,Chopstix Mitte,9.0,10.0,,2.0,32.5,asian,Dircksenstraße 35,10178,Berlin,52.5228184,13.4095516,wolt
707,Shiso Burger Mitte,8.4,10.0,,2.0,32.5,,Auguststrasse 29C,10119,Berlin,52.527281088490106,13.39881999755326,wolt
708,Noumi,9.2,10.0,,2.0,30.0,asian,Jägerstr. 35,10117,Berlin,52.5143007,13.397416,wolt
709,Q Burger Mitte,8.4,10.0,,1.0,30.0,american,Zimmerstraße 68,10117,Berlin,52.508031841694375,13.393314303705523,wolt
710,Frittenwerk Berlin Friedrichstraße,8.6,10.0,,1.0,40.0,american,Friedrichstraße 69,10117,Berlin,52.51263669999999,13.3896904,wolt
711,Steel Vintage Bikes Café Auguststr.,9.0,10.0,1.9,1.0,,breakfast/dessert,Auguststraße 91,10117,Berlin,52.52602558141521,13.390530028241969,wolt
712,Dolores - Mitte,8.8,10.0,1.9,2.0,,mexican,Rosa – Luxemburg – Straße 7,10178,Berlin,52.5237938,13.4091964,wolt
713,Army Food,,10.0,,1.0,32.5,healthy,Mauerstraße 1,10117,Berlin,52.510943,13.3870163,wolt
714,Sons of Mana x Royals & Rice,9.0,10.0,,2.0,40.0,poke,Friedrichstraße 67,10117,Berlin,52.51261539999999,13.3905721,wolt
715,Cana Restaurant ,9.2,10.0,,2.0,32.5,middle eastern,Neue Roßstraße 11,10179,Berlin,52.512489901723086,13.408856382209862,wolt
