,restaurant_name,avg_review_score,minimum_order_value,delivery_fee,pricyness,avg_delivery_time_clean,type_of_cuisine_categorized,street,zip_code,city_name,latitude,longitude,database
1125,Soul Sushi Berlin-Mitte,8.8,10.0,1.9,1.0,,asian,Oranienburger Str. 52,10117,Berlin,52.5259259,13.38825,wolt
1126,La Gino,8.0,10.0,1.9,1.0,,european,Rudi-Dutschke-Straße 20,10969,Berlin,52.50697564217489,13.392174971759124,wolt
1127,NORDSEE - Berlin Spandauer Straße,8.2,10.0,1.9,1.0,,seafood,Spandauer Str. 4,10178,Berlin,52.52070579999999,13.4046972,wolt
1128,Mizu Ramen,8.8,10.0,1.9,2.0,,asian,Friedrichstraße 115,10117,Berlin,52.5268053,13.3874491,wolt
1129,Yumcha Heroes,9.0,10.0,1.9,2.0,,asian,Weinbergsweg 8,10119,Berlin,52.53116037652719,13.402767995750356,wolt
1130,PHO Noodlebar Mitte,8.2,10.0,1.9,2.0,,asian,Linienstraße 134,10115,Berlin,52.52645771339539,13.387788991402266,wolt
1131,Hito Falafel,9.0,10.0,1.9,2.0,,middle eastern,Chauseestraße 4,10115,Berlin,52.527779975720726,13.38692562524518,wolt
1132,Besh,8.8,10.0,1.9,1.0,,vegetarian or vegan,Brückenstraße 15,10179,Berlin,52.511594911272894,13.416638899619755,wolt
1133,Asia Gondel,8.8,10.0,1.9,1.0,,asian,Brückenstr 1-b,10179,Berlin,52.5116365,13.4171036,wolt
1134,Jigi Poke Mitte,8.8,10.0,1.9,2.0,,poke,Rosenthaler 69,10119,Berlin,52.52875640803166,13.402202582625035,wolt
1135,Simela,8.6,10.0,,2.0,32.5,italian,Koppenplatz 1,10115,Berlin,52.5275297,13.3981443,wolt
1136,Good Morning Vietnam,9.0,10.0,1.9,2.0,,asian,Alte Schönhauser Str. 60,10119,Berlin,52.52839669999999,13.409406,wolt
1137,Tuans Huette,9.0,10.0,1.9,2.0,,asian,Dircksenstraße 40,10178,Berlin,52.523608,13.4069478,wolt
1138,Nihombashi,7.8,10.0,,2.0,,asian,Weinbergsweg 4,10119,Berlin,52.5307021,13.4023004,wolt
1139,Tiger Ramen,7.4,10.0,,2.0,,asian,This is a virtual venue,10119,Berlin,52.5307021,13.4023004,wolt
1140,Bao Burger by District Mot,7.6,10.0,1.9,2.0,,asian,This is a virtual venue,10119,Berlin,52.527961,13.4030479,wolt
1141,Amrit Mitte,8.4,10.0,1.9,3.0,,middle eastern,Oranienburger Straße 45,10117,Berlin,52.525917599997776,13.389576901189136,wolt
1142,Viet Street - Sushi Bar,8.8,10.0,1.9,2.0,,asian,Dirckenstr. 93,10178,Berlin,52.5180296,13.4154194,wolt
1143,Babami,8.2,10.0,1.9,2.0,,asian,Zimmerstraße 23,10969,Berlin,52.5075736,13.3914197,wolt
1144,Vedang - plant burger (Mall of Berlin),9.0,,,3.0,,american,Leipziger Pl. 12,10117,Berlin,52.5102491,13.3799541,wolt
1145,Ristorante Marea,7.4,10.0,,3.0,32.5,european,Leipziger Platz 10,10117,Berlin,52.50924990669846,13.37970100978669,wolt
1146,Vegan Bashi,8.2,10.0,,3.0,,asian,This is a virtual venue,10119,Berlin,52.5307021,13.4023004,wolt
1147,Angry Chicken - Mitte,8.8,10.0,1.9,1.0,,snacks,Rosa-Luxemburg-Straße 7,10178,Berlin,52.5237938,13.4091964,wolt
1148,CHIMNEYS,8.4,10.0,1.9,1.0,,breakfast/dessert,Brunnenstraße 173,10119,Berlin,52.53288560000001,13.3984218,wolt
1149,Spreegold Mitte,7.8,10.0,,2.0,40.0,breakfast/dessert,Rosa-Luxemburg-Straße 2,10178,Berlin,52.5231703,13.4092207,wolt
1150,FACTORY GIRL,8.8,,,2.0,,breakfast/dessert,Auguststraße 29c,10119,Berlin,52.5272762,13.3987744,wolt
1151,Rotes Kamel,8.6,10.0,,2.0,45.0,steak, Hannah-Arendt-Str. 4,10117,Berlin,52.5140041,13.3811706,wolt
1152,Atame,9.2,,,2.0,,mediterranean,Dircksenstraße 40,10178,Berlin,52.52355832952749,13.40683685030174,wolt
1153,Chopstix Mitte,9.0,10.0,1.9,2.0,,asian,Dircksenstraße 35,10178,Berlin,52.5228184,13.4095516,wolt
1154,Aitme ,,,,2.0,,mediterranean,This is a virtual venue,10119,Berlin,52.5273961,13.3981992,wolt
1155,Good n Vegan Kreuzberg,9.0,,,2.0,,vegetarian or vegan,This is a virtual venue,10963,Berlin,52.5038107,13.3804042,wolt
1156,Marina Blu,7.8,10.0,,3.0,32.5,italian,Weinbergsweg 8A,10119,Berlin,52.53126551033871,13.40291421123817,wolt
1157,Vedang - plant burger (Alexa),8.8,,,3.0,,american,"Grunerstraße 20 Alexa Foodcourt, 2. OG",10179,Berlin,52.51971747719034,13.415936597520494,wolt
1158,District Mot,8.2,10.0,,1.0,,asian,Rosenthaler Str. 62,10119,Berlin,52.527961,13.4030479,wolt
1159,Chicken Buzz,8.8,10.0,1.9,1.0,,snacks,Rosenthaler Str. 71,10119,Berlin,52.5290313,13.4020603,wolt
1160,Van Anh Quan,,10.0,,1.0,32.5,asian,Brunnenstrasse 182,10119,Berlin,52.5315687,13.3993977,wolt
1161,beets&roots Grosse Hamburger Str.,8.4,,,2.0,,poke,Große Hamburger Str. 38,10115,Berlin,52.526624245310536,13.398531103669365,wolt
1162,Chen Che,8.0,10.0,1.9,1.0,,asian,Rosenthaler Str. 62,10119,Berlin,52.527961,13.4030479,wolt
1163,Momotaro Tavern,8.6,10.0,1.9,1.0,,asian,Panoramastraße 1A,10178,Berlin,52.52119813848951,13.409617039645097,wolt
1164,HaiCoffee,8.6,10.0,1.9,2.0,,asian,Wallstraße 2,10179,Berlin,52.5111832,13.4036668,wolt
1165,Co-Chu,8.8,,,2.0,,asian,"Invalidenstraße, 29",10115,Berlin,52.5312198,13.3844848,wolt
1166,Jabe Dine & Bar,8.8,10.0,1.9,2.0,,asian,Alte Schönhauser Str. 7,10119,Berlin,52.5274014094146,13.408137673016736,wolt
1167,Shezan,8.6,10.0,1.9,2.0,,middle eastern,Neue Roßstraße 13,10179,Berlin,52.51217999072536,13.408207427139809,wolt
1168,Chelany Mitte,8.6,10.0,,2.0,32.5,fastfood,Torstraße 221,10115,Berlin,52.5276532,13.38861,wolt
1169,Saravanaa Bhavan Berlin,8.6,10.0,1.9,2.0,,middle eastern,Potsdamer Platz 5,10785,Berlin,52.510509,13.3761878,wolt
1170,VietBowl Potsdamer Platz,8.6,10.0,1.9,2.0,,asian,Marlene-Dietrich-Platz 1,10785,Berlin,52.5070442,13.3720023,wolt
1171,Quy Nguyen Vegan Living ,8.8,10.0,1.9,2.0,,asian,Oranienburger Str. 7,10178,Berlin,52.52374380000001,13.4004558,wolt
1172,Bar Internazionale,8.2,10.0,1.9,2.0,,european,Rosa-Luxemburg-Str. 31,10178, Berlin,52.52628499999999,13.4109594,wolt
1173,Aiko Sushi,8.4,10.0,1.9,3.0,,asian,Brunnenstraße 193,10119,Berlin,52.53053882332101,13.400382578829037,wolt
1174,Vegian,,10.0,1.9,2.0,,vegetarian or vegan,This is a virtual venue,10179,Berlin,52.5115059,13.4169483,wolt
1175,Sucre Et Sel,8.2,10.0,1.9,3.0,,european,Torstrasse 132,10119,Berlin,52.5294179,13.4000347,wolt
1176,cafe camaleon,8.4,10.0,1.9,3.0,,cafes,Rosenthalerstraße 53,10178,Berlin,52.5258247,13.4038859,wolt
1177,Hoongy,8.6,10.0,,2.0,65.0,asian,Chausseestraße 5,10115,Berlin,52.5280788,13.3872605,wolt
1178,Spreegold Mitte,7.8,10.0,,2.0,65.0,breakfast/dessert,Rosa-Luxemburg-Straße 2,10178,Berlin,52.5231703,13.4092207,wolt
1179,Pizza Point Zimmerstr.,8.2,10.0,1.9,1.0,,italian,Zimmerstraße 10,10969,Berlin,52.5073228,13.3878867,wolt
1180,Tacco Point,7.4,10.0,,,35.0,mexican,Zimmerstr. 19,10969,Berlin,,,wolt
1181,Five Guys Mitte,7.8,10.0,1.9,2.0,,american,Alexanderpl. 2,10178,Berlin,52.5205493482613,13.41422543051924,wolt
1182,Cana Restaurant ,9.2,10.0,1.9,2.0,,middle eastern,Neue Roßstraße 11,10179,Berlin,52.512489901723086,13.408856382209862,wolt
1183,Simela,8.6,10.0,1.9,2.0,,italian,Koppenplatz 1,10115,Berlin,52.5275297,13.3981443,wolt
1184,Chelany Mitte,8.6,10.0,1.9,2.0,,fastfood,Torstraße 221,10115,Berlin,52.5276532,13.38861,wolt
1185,Huong Que - Mitte,9.0,10.0,1.9,2.0,,asian,Weinbergsweg 27,10119,Berlin,52.53032327108959,13.401492579761,wolt
1186,Indian Village,8.2,10.0,1.9,2.0,,fastfood,Dircksenstraße 94,10178,Berlin,52.5181633,13.4153644,wolt
1187,Burgerzimmer X,7.8,10.0,1.9,2.0,,american,Heinrich-Heine-Straße 36,10179,Berlin,52.5057895,13.4121294,wolt
1188,Com Viet Berlin,7.8,10.0,1.9,2.0,,asian,Münzstraße 3,10178,Berlin,52.5239938,13.408986,wolt
1189,Pinocchio Berlin,8.0,10.0,,2.0,30.0,european,Alexanderplatz 2,10178,Berlin,52.52082559999999,13.4144639,wolt
1190,Ristorante Marea,7.4,10.0,1.9,3.0,,european,Leipziger Platz 10,10117,Berlin,52.50924990669846,13.37970100978669,wolt
1191,Hoongy,8.6,10.0,1.9,2.0,,asian,Chausseestraße 5,10115,Berlin,52.5280788,13.3872605,wolt
1192,Aplo Greek Kitchen & Foods,7.8,10.0,1.9,1.0,,mediterranean,Torstraße 118,10119,Berlin,52.5295128,13.4021367,wolt
1193,Standard Serious Pizza - Mitte,7.4,,,2.0,,italian,Torstraße 102,10119,Berlin,52.5294757,13.4039167,wolt
1194,Fam. Dang,8.0,10.0,1.9,2.0,,asian,Torstraße 125,10119,Berlin,52.52974381102301,13.400502548444754,wolt
1195,Burgermeister Potsdamer Platz,8.6,10.0,,1.0,30.0,american,Potsdamer Platz 1 ,10785,Berlin,52.50911563386791,13.374227434253475,wolt
1196,Rosenburger,8.8,10.0,1.9,1.0,,american,Brunnenstraße 196,10119,Berlin,52.5300812,13.4006739,wolt
1197,Curry Mitte,9.0,10.0,1.9,1.0,,fastfood,Torstraße 122 ,10119,Berlin,52.52947949164066,13.401082658763467,wolt
1198,Van Anh Quan,,10.0,,1.0,30.0,asian,Brunnenstrasse 182,10119,Berlin,52.5315687,13.3993977,wolt
1199,SMASH! Mitte,8.6,10.0,1.9,1.0,,american,This is a virtual venue,10179,Berlin,52.5115059,13.4169483,wolt
1200,CHICKEN POW ! Mitte,8.2,10.0,1.9,1.0,,fastfood,This is a virtual venue,10179,Berlin,52.5115059,13.4169483,wolt
1201,Tacco Point,7.4,10.0,1.9,1.0,,mexican,Zimmerstr. 19,10969,Berlin,52.5075063,13.3895957,wolt
1202,Capvin,8.2,10.0,,,35.0,italian,Weinbergsweg 24,10119,Berlin,,,wolt
1203,BURGERS BURGERS Mitte,8.6,10.0,1.9,2.0,,american,Brückenstraße 1A,10179,Berlin,52.51158751982628,13.416926842325902,wolt
1204,Mundo,8.4,10.0,1.9,2.0,,mediterranean,Zimmerstr. 19,10969,Berlin,52.5075063,13.3895957,wolt
1205,BrewDog Berlin Mitte,8.0,10.0,1.9,2.0,,bars,Ackerstraße 29,10115,Berlin,52.532829205434375,13.395768525794836,wolt
1206,Delhi 6,8.4,10.0,1.9,3.0,,middle eastern,Friedrichstraße 237,10969,Berlin,52.50193897290694,13.391047288360232,wolt
1207,Burgermeister Potsdamer Platz,8.6,10.0,1.9,1.0,,american,Potsdamer Platz 1 ,10785,Berlin,52.50911563386791,13.374227434253475,wolt
1208,Van Anh Quan,,10.0,1.9,1.0,,asian,Brunnenstrasse 182,10119,Berlin,52.5315687,13.3993977,wolt
1209,Capvin,8.2,10.0,1.9,2.0,,italian,Weinbergsweg 24,10119,Berlin,52.53074110000001,13.401757,wolt
1210,Food Brother Mitte,8.0,10.0,1.9,2.0,,middle eastern,Rosenthaler Straße 67,10119,Berlin,52.52856269999999,13.402465,wolt
1211,Burger Vision Torstraße,8.4,10.0,1.9,2.0,,american,Torstraße 128,10119,Berlin,52.5293856,13.4004516,wolt
1212,Da Vinci Ristorante,8.0,10.0,1.9,2.0,,italian,Georgenstraße 192,10117,Berlin,52.5201646,13.3913112,wolt
1213,BURGERS BURGERS Mitte,8.4,10.0,1.9,2.0,,american,Brückenstraße 1A,10179,Berlin,52.51158751982628,13.416926842325902,wolt
1214,Paulaner Wirtshaus Berlin Potsdamer Platz,8.2,10.0,1.9,2.0,,european,Alte Potsdamer Str. 1,10785,Berlin,52.508671,13.3753261,wolt
1215,Mr. Vertigo,8.6,10.0,1.9,2.0,,breakfast/dessert,Chausseestraße 17,10115,Berlin,52.5300558,13.3842739,wolt
1216,Bar Internazionale,8.0,10.0,1.9,2.0,,european,Rosa-Luxemburg-Str. 31,10178, Berlin,52.52628499999999,13.4109594,wolt
1217,Gaststätte Sophieneck,9.0,10.0,1.9,3.0,,european,Große Hamburger Str. 37,10115,Berlin,52.52640873826283,13.398569722683622,wolt
1218,Soul Sushi Berlin-Mitte,8.6,10.0,1.9,1.0,,asian,Oranienburger Str. 52,10117,Berlin,52.5259259,13.38825,wolt
1219,Jinbu Sushi,8.6,10.0,1.9,2.0,,asian,Bertolt-Brecht-Platz 2,10117,Berlin,52.52243060340517,13.386233377523824,wolt
1220,momos - organic veggie dumplings,8.8,10.0,1.9,2.0,,vegetarian or vegan,Chausseestr.2 ,10115,Berlin,52.52756239232951,13.3870843374352,wolt
1221,Asia Gondel,8.6,10.0,1.9,1.0,,asian,Brückenstr 1-b,10179,Berlin,52.5116365,13.4171036,wolt
1222,Simela,8.8,10.0,1.9,2.0,,italian,Koppenplatz 1,10115,Berlin,52.5275297,13.3981443,wolt
1223,BrewDog Berlin Mitte,8.2,10.0,1.9,2.0,,bars,Ackerstraße 29,10115,Berlin,52.532829205434375,13.395768525794836,wolt
1224,Restaurant Mittmann's,8.8,10.0,1.9,2.0,,european,Rungestraße 11,10179,Berlin,52.5123151,13.4167629,wolt
1225,Burgermeister Potsdamer Platz,8.8,10.0,1.9,1.0,,american,Potsdamer Platz 1 ,10785,Berlin,52.50911563386791,13.374227434253475,wolt
1226,Espresso House DomAquarée,8.8,10.0,1.9,1.0,,fastfood,Karl-Liebknecht-Str. 5,10178,Berlin,52.5199169,13.4040187,wolt
1227,dean&david Potsdamer Platz,8.8,10.0,1.9,2.0,,healthy,Potsdamer Platz 8,10117,Berlin,52.50895057981979,13.37713306296172,wolt
1228,Espresso House DomAquarée,8.8,10.0,,1.0,35.0,fastfood,Karl-Liebknecht-Str. 5,10178,Berlin,52.5199169,13.4040187,wolt
1229,Haferkater Mitte,8.6,10.0,,2.0,65.0,breakfast/dessert,Friedrichstraße 141 / S-Bahnhof,10117,Berlin,52.5202894,13.3869776,wolt
1230,Da Vinci Ristorante,8.0,10.0,,2.0,65.0,italian,Georgenstraße 192,10117,Berlin,52.5201646,13.3913112,wolt
1231,Da Vinci Ristorante,8.0,10.0,,2.0,35.0,italian,Georgenstraße 192,10117,Berlin,52.5201646,13.3913112,wolt
1232,Burgermeister Potsdamer Platz,8.8,10.0,,1.0,35.0,american,Potsdamer Platz 1 ,10785,Berlin,52.50911563386791,13.374227434253475,wolt
1233,Jinbu Sushi,8.6,10.0,,2.0,35.0,asian,Bertolt-Brecht-Platz 2,10117,Berlin,52.52243060340517,13.386233377523824,wolt
1234,dean&david Potsdamer Platz,8.8,10.0,,2.0,35.0,healthy,Potsdamer Platz 8,10117,Berlin,52.50895057981979,13.37713306296172,wolt
1235,Asia Gondel,8.6,10.0,,1.0,35.0,asian,Brückenstr 1-b,10179,Berlin,52.5116365,13.4171036,wolt
1236,Campus Suite - Food Factory Cube,8.8,10.0,,1.0,32.5,italian,Washingtonplatz 3,10557,Berlin,52.5236065,13.3691979,wolt
1237,BURGERS BURGERS Mitte,8.4,10.0,,2.0,35.0,american,Brückenstraße 1A,10179,Berlin,52.51158751982628,13.416926842325902,wolt
1238,momos - organic veggie dumplings,8.8,10.0,,2.0,35.0,vegetarian or vegan,Chausseestr.2 ,10115,Berlin,52.52756239232951,13.3870843374352,wolt
1239,Sushi Miyabi Mitte,8.0,10.0,,2.0,32.5,asian,Georgenstraße 195,10117,Berlin,52.52005035643261,13.39064903068943,wolt
1240,Paulaner Wirtshaus Berlin Potsdamer Platz,8.2,10.0,,2.0,35.0,european,Alte Potsdamer Str. 1,10785,Berlin,52.508671,13.3753261,wolt
1241,Bar Internazionale,8.0,10.0,,2.0,32.5,european,Rosa-Luxemburg-Str. 31,10178, Berlin,52.52628499999999,13.4109594,wolt
1242,KAIMUG - Foodfactory Cube,8.2,10.0,,2.0,32.5,asian,Washingtonpl. 3,10557,Berlin,52.52366857353486,13.369385654631834,wolt
1243,Babami,8.2,10.0,,2.0,32.5,asian,Zimmerstraße 23,10969,Berlin,52.5075736,13.3914197,wolt
1244,Amrit Mitte,8.4,10.0,,3.0,32.5,middle eastern,Oranienburger Straße 45,10117,Berlin,52.525917599997776,13.389576901189136,wolt
1245,Hans im Glück Berlin Hauptbahnhof,8.2,10.0,,2.0,32.5,american,Europaplatz 1,10557,Berlin,52.5254009639078,13.369513069171637,wolt
1246,Aloha Poke Berlin,,10.0,,2.0,32.5,poke,Washingtonplatz 3,10557,Berlin,52.523606500000014,13.369197899999994,wolt
1247,Delhi 6,8.4,10.0,,3.0,32.5,middle eastern,Friedrichstraße 237,10969,Berlin,52.50193897290694,13.391047288360232,wolt
1248,CRACKBUNS,9.0,10.0,,1.0,32.5,american,Auguststrasse 63,10117,Berlin,52.527203,13.3971057,wolt
1249,Umami Prenzlauer Berg,8.8,10.0,,2.0,32.5,asian,Knaackstraße 16-18,10405,Berlin,52.53461799999999,13.4197911,wolt
1250,Soul Sushi Berlin-Mitte,8.6,10.0,,1.0,32.5,asian,Oranienburger Str. 52,10117,Berlin,52.5259259,13.38825,wolt
1251,Angry Chicken - Mitte,8.8,10.0,,1.0,40.0,snacks,Rosa-Luxemburg-Straße 7,10178,Berlin,52.5237938,13.4091964,wolt
1252,beets&roots Grosse Hamburger Str.,8.4,10.0,,2.0,45.0,poke,Große Hamburger Str. 38,10115,Berlin,52.526624245310536,13.398531103669365,wolt
1253,La Gino,8.0,10.0,,1.0,40.0,european,Rudi-Dutschke-Straße 20,10969,Berlin,52.50697564217489,13.392174971759124,wolt
1254,Bombay,8.4,10.0,,2.0,40.0,middle eastern,Friedrichstraße 106c,10117, Berlin,52.5232743,13.3884602,wolt
1255,Go!Fish - Spandauer Strasse,7.0,10.0,,1.0,35.0,seafood,This is a virtual venue,10178,Berlin,52.5206084,13.404795,wolt
1256,Tacco Point,7.4,10.0,,1.0,40.0,mexican,Zimmerstr. 19,10969,Berlin,52.5075063,13.3895957,wolt
1257,Esra,7.8,10.0,,1.0,40.0,middle eastern,Rosa-Luxemburg-Straße 5,10178,Berlin,52.523637,13.409156,wolt
1258,Café Journale ,7.8,10.0,,1.0,40.0,italian,Lindenstraße 37,10969,Berlin,52.5068558,13.3984213,wolt
1259,Hito Falafel,9.0,10.0,,2.0,45.0,middle eastern,Chauseestraße 4,10115,Berlin,52.527779975720726,13.38692562524518,wolt
1260,Chelany Mitte,8.6,10.0,,2.0,45.0,fastfood,Torstraße 221,10115,Berlin,52.5276532,13.38861,wolt
1261,momos - organic veggie dumplings,8.8,10.0,,2.0,45.0,vegetarian or vegan,Chausseestr.2 ,10115,Berlin,52.52756239232951,13.3870843374352,wolt
1262,Mundo,8.4,10.0,,2.0,40.0,mediterranean,Zimmerstr. 19,10969,Berlin,52.5075063,13.3895957,wolt
1263,BrewDog Berlin Mitte,8.2,10.0,,2.0,35.0,bars,Ackerstraße 29,10115,Berlin,52.532829205434375,13.395768525794836,wolt
1264,Amrit Mitte,8.4,10.0,,3.0,45.0,middle eastern,Oranienburger Straße 45,10117,Berlin,52.525917599997776,13.389576901189136,wolt
1265,Bar Internazionale,8.0,10.0,,2.0,35.0,european,Rosa-Luxemburg-Str. 31,10178, Berlin,52.52628499999999,13.4109594,wolt
1266,Babami,8.2,10.0,,2.0,40.0,asian,Zimmerstraße 23,10969,Berlin,52.5075736,13.3914197,wolt
1267, Hofbräu Wirtshaus Berlin,8.4,10.0,,3.0,45.0,european,Karl-Liebknecht-Str. 30,10178,Berlin,52.5246416,13.4138208,wolt
1268,Gaststätte Sophieneck,9.0,10.0,,3.0,45.0,european,Große Hamburger Str. 37,10115,Berlin,52.52640873826283,13.398569722683622,wolt
1269,Caphe HOA,9.2,10.0,,2.0,45.0,vegetarian or vegan,Stallschreiberstrasse 15,10179,Berlin,52.5064966,13.4082134,wolt
1270,CHIMNEYS,8.4,10.0,,1.0,40.0,breakfast/dessert,Brunnenstraße 173,10119,Berlin,52.53288560000001,13.3984218,wolt
1271,Ming Dynastie Mitte,9.2,10.0,,2.0,50.0,asian,Brückenstrasse 6,10179,Berlin,52.5134234,13.4181172,wolt
1272,Golden Fleece,8.8,10.0,,3.0,45.0,european,Torstraße 69,10119,Berlin,52.52939139999999,13.4076279,wolt
1273,CRACKBUNS,9.0,10.0,,1.0,40.0,american,Auguststrasse 63,10117,Berlin,52.527203,13.3971057,wolt
1274,Umami Prenzlauer Berg,8.8,10.0,,2.0,45.0,asian,Knaackstraße 16-18,10405,Berlin,52.53461799999999,13.4197911,wolt
1275,Soul Sushi Berlin-Mitte,8.6,10.0,,1.0,45.0,asian,Oranienburger Str. 52,10117,Berlin,52.5259259,13.38825,wolt
1276,La Gino,8.0,10.0,,1.0,50.0,european,Rudi-Dutschke-Straße 20,10969,Berlin,52.50697564217489,13.392174971759124,wolt
1277,NORDSEE - Berlin Spandauer Straße,8.2,10.0,,1.0,50.0,seafood,Spandauer Str. 4,10178,Berlin,52.52070579999999,13.4046972,wolt
1278,Yumcha Heroes,9.0,10.0,,2.0,45.0,asian,Weinbergsweg 8,10119,Berlin,52.53116037652719,13.402767995750356,wolt
1279,Pizza Point Zimmerstr.,8.2,10.0,,1.0,50.0,italian,Zimmerstraße 10,10969,Berlin,52.5073228,13.3878867,wolt
1280,Go!Fish - Spandauer Strasse,7.0,10.0,,1.0,50.0,seafood,This is a virtual venue,10178,Berlin,52.5206084,13.404795,wolt
1281,Shezan,8.6,10.0,,2.0,45.0,middle eastern,Neue Roßstraße 13,10179,Berlin,52.51217999072536,13.408207427139809,wolt
1282,Royals & Rice,8.8,10.0,,3.0,45.0,asian,Torstraße 164,10115,Berlin,52.5288602,13.3959879,wolt
1283,Café Journale ,7.8,10.0,,1.0,45.0,italian,Lindenstraße 37,10969,Berlin,52.5068558,13.3984213,wolt
1284,Effe & Gold,,10.0,,1.0,40.0,american,Washingtonplatz 3,10557,Berlin,52.5236065,13.3691979,wolt
1285,O'Tacos Berlin Spandauer Str.,7.4,10.0,,2.0,50.0,european,This is a virtual venue,10178,Berlin,52.5206084,13.404795,wolt
1286,Ristorante Pizzeria Roma,8.4,10.0,,2.0,40.0,italian,Friedrichstraße 129,10117,Berlin,52.52504113280851,13.387145586434125,wolt
1287,Good Morning Vietnam,9.0,10.0,,2.0,45.0,asian,Alte Schönhauser Str. 60,10119,Berlin,52.52839669999999,13.409406,wolt
1288,Mundo,8.4,10.0,,2.0,45.0,mediterranean,Zimmerstr. 19,10969,Berlin,52.5075063,13.3895957,wolt
