restaurant_name,pricyness,delivery_fee,street,city_name,latitude,longitude,coordinates,link,database
Amici Amici,2,2.90,Mehringdamm 40,berlin,52.4927042,13.3871858,"52.4927042,13.3871858",https://wolt.com/en/deu/berlin/restaurant/amici-amici,wolt
Sushi Miyabi Mitte,2,1.90,Georgenstraße 195,berlin,52.52005035643261,13.39064903068943,"52.52005035643261,13.39064903068943",https://wolt.com/en/deu/berlin/restaurant/sushi-miyabi-mitte,wolt
Cai Kitchen Berlin,1,2.90,Schönhauser Allee 177A,berlin,52.5313228,13.4116342,"52.5313228,13.4116342",https://wolt.com/en/deu/berlin/restaurant/cai-kitchen-berlin,wolt
Hummus Company,1,1.90,Leipziger Platz 12,berlin,52.5102491,13.3799541,"52.5102491,13.3799541",https://wolt.com/en/deu/berlin/restaurant/hummus-company,wolt
Frittenwerk Mall of Berlin,1,1.90,Leipziger Pl. 12,berlin,52.5106200356328,13.379610784424187,"52.5106200356328,13.379610784424187",https://wolt.com/en/deu/berlin/restaurant/frittenwerk-of-mall-berlin,wolt
90°C Bubble Tea & Cafe,2,2.90,Novalisstraße 1,berlin,52.52780391678912,13.389289793255063,"52.52780391678912,13.389289793255063",https://wolt.com/en/deu/berlin/restaurant/90c-bubble-tea-cafe,wolt
Yakoolza,2,1.90,Wilhelmstraße 87,berlin,52.513098105433734,13.381989088118447,"52.513098105433734,13.381989088118447",https://wolt.com/en/deu/berlin/restaurant/yakoolza,wolt
Restaurant Aposto,2,2.90,Monbijouplatz 12,berlin,52.52256,13.39942,"52.52256,13.39942",https://wolt.com/en/deu/berlin/restaurant/restaurant-aposto,wolt
Babami,2,2.90,Zimmerstraße 23,berlin,52.5075736,13.3914197,"52.5075736,13.3914197",https://wolt.com/en/deu/berlin/restaurant/babami,wolt
smartdeli - sushi & more,2,2.90,Novalisstr. 2,berlin,52.52817,13.3891001,"52.52817,13.3891001",https://wolt.com/en/deu/berlin/restaurant/smartdeli-sushi-more,wolt
Café Journale ,1,2.90,Lindenstraße 37,berlin,52.5068558,13.3984213,"52.5068558,13.3984213",https://wolt.com/en/deu/berlin/restaurant/caf-journale,wolt
Haferkater Mitte,2,1.90,Friedrichstraße 141 / S-Bahnhof,berlin,52.5202894,13.3869776,"52.5202894,13.3869776",https://wolt.com/en/deu/berlin/restaurant/haferkater-mitte,wolt
Cult Burger,1,2.90,Kastanienallee 48,berlin,52.53482851866689,13.40565636967898,"52.53482851866689,13.40565636967898",https://wolt.com/en/deu/berlin/restaurant/cult-burger,wolt
Da Vinci Ristorante,2,1.90,Georgenstraße 192,berlin,52.5201646,13.3913112,"52.5201646,13.3913112",https://wolt.com/en/deu/berlin/restaurant/da-vinci-ristorante,wolt
Hayal Grill,2,2.90,Charlottenstraße 13,berlin,52.50701122999866,13.393112483191135,"52.50701122999866,13.393112483191135",https://wolt.com/en/deu/berlin/restaurant/hayal-bistro,wolt
Little Green Rabbit Unter den Linden,2,1.90,Unter den Linden 21,berlin,52.5166207,13.3897757,"52.5166207,13.3897757",https://wolt.com/en/deu/berlin/restaurant/little-green-rabbit-unter-den-linden,wolt
Restaurant Nisk,1,2.90,Yorckstraße 25,berlin,52.492401030391875,13.378391985564388,"52.492401030391875,13.378391985564388",https://wolt.com/en/deu/berlin/restaurant/restaurant-nisk,wolt
Ristorante Bella Vita,2,1.90,Mittelstraße 62,berlin,52.5179452,13.389358,"52.5179452,13.389358",https://wolt.com/en/deu/berlin/restaurant/ristorante-bella-vita,wolt
Anand,2,1.90,Albrechtstraße 12,berlin,52.5211654,13.384961,"52.5211654,13.384961",https://wolt.com/en/deu/berlin/restaurant/anand,wolt
Royals & Rice,3,2.90,Torstraße 164,berlin,52.5288602,13.3959879,"52.5288602,13.3959879",https://wolt.com/en/deu/berlin/restaurant/royals-rice,wolt
Sehraya,1,2.90,Großbeerenstraße 79,berlin,52.49717729999999,13.38493329999999,"52.49717729999999,13.38493329999999",https://wolt.com/en/deu/berlin/restaurant/sehraya,wolt
Yuna,2,2.90,Oranienburger Straße 22,berlin,52.52435000000001,13.39617,"52.52435000000001,13.39617",https://wolt.com/en/deu/berlin/restaurant/yuna,wolt
Pizzeria Verdura,1,2.90,Karl-Heinrich-Ulrichs-Straße 2 ,berlin,52.500281,13.3543754,"52.500281,13.3543754",https://wolt.com/en/deu/berlin/restaurant/pizzeria-verdura,wolt
St. Oberholz,2,2.90,Rosenthaler Str. 72a,berlin,52.52947318491223,13.401836958757409,"52.52947318491223,13.401836958757409",https://wolt.com/en/deu/berlin/restaurant/st-oberholz,wolt
Effe & Gold,1,2.90,Washingtonplatz 3,berlin,52.5236065,13.3691979,"52.5236065,13.3691979",https://wolt.com/en/deu/berlin/restaurant/effe-gold,wolt
ROU Vegetarian,1,2.90,Schwedter Straße 25,berlin,52.5351763,13.4072986,"52.5351763,13.4072986",https://wolt.com/en/deu/berlin/restaurant/rou-vegetarian,wolt
Creasian,2,2.90,Große Hamburger Straße 21,berlin,52.52424725298764,13.399283277399833,"52.52424725298764,13.399283277399833",https://wolt.com/en/deu/berlin/restaurant/creasian,wolt
KAFFEEMITTE,2,2.90,Weinmeisterstraße 9a,berlin,52.52521369999999,13.4061021,"52.52521369999999,13.4061021",https://wolt.com/en/deu/berlin/restaurant/kaffeemitte,wolt
The Fresh Seeds Mitte,2,2.90,Invalidenstraße 90,berlin,52.52847877045469,13.37654596785234,"52.52847877045469,13.37654596785234",https://wolt.com/en/deu/berlin/restaurant/the-fresh-seeds,wolt
Eden - Vietnamese Restaurant,2,2.90,Rosenstraße 19,berlin,52.5216976,13.4049481,"52.5216976,13.4049481",https://wolt.com/en/deu/berlin/restaurant/eden-vietnamese-restaurant,wolt
Atame,2,2.90,Dircksenstraße 40,berlin,52.52355832952749,13.40683685030174,"52.52355832952749,13.40683685030174",https://wolt.com/en/deu/berlin/restaurant/atame,wolt
Yada Yada Breakfast Club,2,2.90,Köpenicker Str. 93,berlin,52.5118344,13.4134833,"52.5118344,13.4134833",https://wolt.com/en/deu/berlin/restaurant/yada-yada-breakfast-club,wolt
Taverna Athene,2,2.90,Tempelhofer Ufer 12,berlin,52.498285700664034,13.38538217790999,"52.498285700664034,13.38538217790999",https://wolt.com/en/deu/berlin/restaurant/taverna-athene,wolt
Jabe Sushi Bar,2,0.00,This is a virtual venue,berlin,52.51261539999999,13.3905721,"52.51261539999999,13.3905721",https://wolt.com/en/deu/berlin/restaurant/jabe-sushi-bar,wolt
WILD & RAW,2,2.90,Weinbergsweg 5,berlin,52.5307281,13.402446,"52.5307281,13.402446",https://wolt.com/en/deu/berlin/restaurant/wild-raw,wolt
Khushi,2,2.90,Kollwitzstr. 37,berlin,52.5340394,13.4149747,"52.5340394,13.4149747",https://wolt.com/en/deu/berlin/restaurant/khushi-berlin,wolt
The Eatery by Smash'd,2,2.90,Fehrbelliner Str. 5,berlin,52.530929506712155,13.409962194922134,"52.530929506712155,13.409962194922134",https://wolt.com/en/deu/berlin/restaurant/theeatery,wolt
Shezan,2,2.90,Neue Roßstraße 13,berlin,52.51217999072536,13.408207427139807,"52.51217999072536,13.408207427139807",https://wolt.com/en/deu/berlin/restaurant/shezan,wolt
Saravanaa Bhavan Berlin,2,2.90,Potsdamer Platz 5,berlin,52.510509,13.3761878,"52.510509,13.3761878",https://wolt.com/en/deu/berlin/restaurant/saravanaa-bhavan-berlin,wolt
Good Morning Vietnam,2,2.90,Alte Schönhauser Str. 60,berlin,52.52839669999999,13.409406,"52.52839669999999,13.409406",https://wolt.com/en/deu/berlin/restaurant/good-morning-vietnam,wolt
Habba Habba,2,2.90,Kastanienallee 15,berlin,52.538843374472115,13.409717444178945,"52.538843374472115,13.409717444178945",https://wolt.com/en/deu/berlin/restaurant/habba-habba,wolt
Sons of Mana Mitte,2,2.90,Chausseestraße 19,berlin,52.53019931058914,13.383765637415303,"52.53019931058914,13.383765637415303",https://wolt.com/en/deu/berlin/restaurant/sons-of-mana,wolt
Tuans Huette,2,2.90,Dircksenstraße 40,berlin,52.523608,13.4069478,"52.523608,13.4069478",https://wolt.com/en/deu/berlin/restaurant/tuans-hutte,wolt
Ristorante Pizzeria Roma,2,1.90,Friedrichstraße 129,berlin,52.52504113280851,13.387145586434123,"52.52504113280851,13.387145586434123",https://wolt.com/en/deu/berlin/restaurant/ristorante-pizzeria-roma,wolt
Jigi Poke Mitte,2,2.90,Rosenthaler 69,berlin,52.52875640803166,13.402202582625035,"52.52875640803166,13.402202582625035",https://wolt.com/en/deu/berlin/restaurant/jigi-poke-mitte,wolt
Pizzeria Marienkaefer,2,1.90,Marienstraße 18 ,berlin,52.522317889043265,13.383895084656176,"52.522317889043265,13.383895084656176",https://wolt.com/en/deu/berlin/restaurant/pizzeria-marienkaefer,wolt
Mundo,2,2.90,Zimmerstr. 19,berlin,52.5075063,13.3895957,"52.5075063,13.3895957",https://wolt.com/en/deu/berlin/restaurant/mundo,wolt
Burger Vision Torstraße,2,2.90,Torstraße 128,berlin,52.5293856,13.4004516,"52.5293856,13.4004516",https://wolt.com/en/deu/berlin/restaurant/burger-vision-torstr,wolt
Spreegold Mitte,2,2.90,Rosa-Luxemburg-Straße 2,berlin,52.5231703,13.4092207,"52.5231703,13.4092207",https://wolt.com/en/deu/berlin/restaurant/spreegold-mitte,wolt
Ryong,2,2.90,Torstraße 59,berlin,52.52907725886125,13.40893395582038,"52.52907725886125,13.40893395582038",https://wolt.com/en/deu/berlin/restaurant/ryong,wolt
Huong Que - Mitte,2,2.90,Weinbergsweg 27,berlin,52.530323271089586,13.401492579761001,"52.530323271089586,13.401492579761001",https://wolt.com/en/deu/berlin/restaurant/huong-que,wolt
Goodtime,3,1.90,Hausvogteiplatz 11a ,berlin,52.512719989573846,13.396920166606986,"52.512719989573846,13.396920166606986",https://wolt.com/en/deu/berlin/restaurant/goodtime,wolt
Dunkin’ Donuts Friedrichsstraße,2,1.90,Bhf. Friedrichstr Bahnhof Friedrichstraße,berlin,52.52052444659835,13.386710500133292,"52.52052444659835,13.386710500133292",https://wolt.com/en/deu/berlin/restaurant/dunkin-donuts-friedrichsstrae,wolt
Simela,2,2.90,Koppenplatz 1,berlin,52.5275297,13.3981443,"52.5275297,13.3981443",https://wolt.com/en/deu/berlin/restaurant/simela,wolt
MS Marone,2,2.90,Kastanienallee 64,berlin,52.5346256,13.406179,"52.5346256,13.406179",https://wolt.com/en/deu/berlin/restaurant/ms-marone,wolt
H2- Be Veggie,2,2.90,Möckernstraße 48,berlin,52.4930738,13.3793401,"52.4930738,13.3793401",https://wolt.com/en/deu/berlin/restaurant/h2-be-veggie,wolt
Cafe Fleury,2,2.90,Weinbergsweg 20,berlin,52.53117446073856,13.402212173018816,"52.53117446073856,13.402212173018816",https://wolt.com/en/deu/berlin/restaurant/cafe-fleury,wolt
Yogi Moabit,2,2.90,Rathenower Str. 6,berlin,52.52500000000001,13.35716,"52.52500000000001,13.35716",https://wolt.com/en/deu/berlin/restaurant/yogi-moabit,wolt
Nihombashi,2,0.00,Weinbergsweg 4,berlin,52.5307021,13.4023004,"52.5307021,13.4023004",https://wolt.com/en/deu/berlin/restaurant/nihombashi,wolt
Falafel Sababa,2,2.90,Kastanienallee 50,berlin,52.533927902035074,13.404771546033777,"52.533927902035074,13.404771546033777",https://wolt.com/en/deu/berlin/restaurant/sababa-berlin,wolt
Takumi'9 Sapporo,2,2.90,Chausseestraße 124,berlin,52.5290334,13.3846772,"52.5290334,13.3846772",https://wolt.com/en/deu/berlin/restaurant/takumi9-sapporo,wolt
Djimalaya,2,2.90,Invalidenstraße 159,berlin,52.5323523,13.3973485,"52.5323523,13.3973485",https://wolt.com/en/deu/berlin/restaurant/djimalaya,wolt
"YADA YADA baked potatoes,salads...and more",2,2.90,Kommandantenstraße 71,berlin,52.5086018,13.4033065,"52.5086018,13.4033065",https://wolt.com/en/deu/berlin/restaurant/yada-yada-baked-potatoes,wolt
Burger World ,1,2.90,Oderberger Str. 16,berlin,52.5393494,13.4082694,"52.5393494,13.4082694",https://wolt.com/en/deu/berlin/restaurant/burger-world,wolt
Chopstix Mitte,2,2.90,Dircksenstraße 35,berlin,52.5228184,13.4095516,"52.5228184,13.4095516",https://wolt.com/en/deu/berlin/restaurant/chopstix-mitte,wolt
Daily Warteg,1,2.90,Döberitzer Straße 1,berlin,52.5296621,13.3684618,"52.5296621,13.3684618",https://wolt.com/en/deu/berlin/restaurant/daily-warteg,wolt
PUFFLE BEES,2,2.90,Brunnenstraße 165,berlin,52.533995,13.3980013,"52.533995,13.3980013",https://wolt.com/en/deu/berlin/restaurant/croffle-bees,wolt
Humble vegan Burger & Bowls,2,2.90,Lützowstraße 19,berlin,52.5029538,13.3671836,"52.5029538,13.3671836",https://wolt.com/en/deu/berlin/restaurant/humble,wolt
BrewDog Berlin Mitte,2,2.90,Ackerstraße 29,berlin,52.532829205434375,13.395768525794837,"52.532829205434375,13.395768525794837",https://wolt.com/en/deu/berlin/restaurant/brewdog-berlin-mitte,wolt
Quy Nguyen Vegan Living ,2,2.90,Oranienburger Str. 7,berlin,52.52374380000001,13.4004558,"52.52374380000001,13.4004558",https://wolt.com/en/deu/berlin/restaurant/quy-nguyen-vegan-living,wolt
Pizza-Scheune,2,2.90,Rosa-Luxemburg-Straße 49 ,berlin,52.5280443,13.4099983,"52.5280443,13.4099983",https://wolt.com/en/deu/berlin/restaurant/pizza-scheune,wolt
Restaurant Mittmann's,2,2.90,Rungestraße 11,berlin,52.5123151,13.4167629,"52.5123151,13.4167629",https://wolt.com/en/deu/berlin/restaurant/restaurant-mittmanns,wolt
Vegang Prenzlauerberg,2,2.90,Oderberger Str. 51-52,berlin,52.53873088658537,13.408752428603922,"52.53873088658537,13.408752428603922",https://wolt.com/en/deu/berlin/restaurant/vegang-prenzlauerberg,wolt
NamPan,2,1.90,Oranienburger Straße 66,berlin,52.52507150722472,13.391728193152892,"52.52507150722472,13.391728193152892",https://wolt.com/en/deu/berlin/restaurant/nampan,wolt
Akito Sushi Bar,2,1.90,Reinhardtstraße 6,berlin,52.5239124,13.3867527,"52.5239124,13.3867527",https://wolt.com/en/deu/berlin/restaurant/akito-sushi-bar,wolt
dean&david Quartier 205,2,1.90,Mohrenstraße 50,berlin,52.51226659611019,13.390251283808636,"52.51226659611019,13.390251283808636",https://wolt.com/en/deu/berlin/restaurant/deandavid-friedrichstrae,wolt
Chef's,2,2.90,Weinbergsweg 5,berlin,52.5307281,13.402446,"52.5307281,13.402446",https://wolt.com/en/deu/berlin/restaurant/chefs,wolt
Burgerzimmer X,2,2.90,Heinrich-Heine-Straße 36,berlin,52.5057895,13.4121294,"52.5057895,13.4121294",https://wolt.com/en/deu/berlin/restaurant/burgerzimmer-x,wolt
Kong Vegan 385,2,2.90,Kollwitzstraße 48,berlin,52.53441198306828,13.416226655820267,"52.53441198306828,13.416226655820267",https://wolt.com/en/deu/berlin/restaurant/kong-vegan-385,wolt
La Santa Lucha Mitte,1,2.90,Holzmarktstraße 10,berlin,52.5142564,13.4210671,"52.5142564,13.4210671",https://wolt.com/en/deu/berlin/restaurant/la-santa-lucha-mitte,wolt
Rises Deliciacies,2,2.90,Veteranenstraße 25,berlin,52.53302849816972,13.400146279167359,"52.53302849816972,13.400146279167359",https://wolt.com/en/deu/berlin/restaurant/rises-deliciacies,wolt
Mirika,2,2.90,Prinzenstraße 103,berlin,52.49998919999999,13.4073533,"52.49998919999999,13.4073533",https://wolt.com/en/deu/berlin/restaurant/mirika,wolt
Neumann's,2,2.90,Alt-Moabit 126,berlin,52.5230632,13.3583368,"52.5230632,13.3583368",https://wolt.com/en/deu/berlin/restaurant/neumanns,wolt
mama trattoria,2,1.90,Pariser Platz 6a,berlin,52.516929596762495,13.377739214551184,"52.516929596762495,13.377739214551184",https://wolt.com/en/deu/berlin/restaurant/mama-trattoria,wolt
Tiger Ramen,2,0.00,This is a virtual venue,berlin,52.5307021,13.4023004,"52.5307021,13.4023004",https://wolt.com/en/deu/berlin/restaurant/tiger-ramen,wolt
Com Viet Berlin,2,2.90,Münzstraße 3,berlin,52.5239938,13.408986,"52.5239938,13.408986",https://wolt.com/en/deu/berlin/restaurant/com-viet-berlin,wolt
Mr. Vertigo,2,2.90,Chausseestraße 17,berlin,52.5300558,13.3842739,"52.5300558,13.3842739",https://wolt.com/en/deu/berlin/restaurant/mr-vertigo,wolt
Namu Sushi,2,2.90,Oranienburger Str. 17,berlin,52.5240721,13.3975879,"52.5240721,13.3975879",https://wolt.com/en/deu/berlin/restaurant/namu-sushi,wolt
SIIO,2,2.90,Spandauer Str. 3,berlin,52.5200252,13.4037884,"52.5200252,13.4037884",https://wolt.com/en/deu/berlin/restaurant/siio,wolt
Nem&More,2,2.90,Brückenstraße 3,berlin,52.51209410680064,13.417184344174453,"52.51209410680064,13.417184344174453",https://wolt.com/en/deu/berlin/restaurant/nemmore,wolt
Vegan Plant Based Burger,2,2.90,This is a virtual venue,berlin,52.5029538,13.3671836,"52.5029538,13.3671836",https://wolt.com/en/deu/berlin/restaurant/vegan-plant-based-burger,wolt
Happy Buddha,2,2.90,Schlegel Straße 22,berlin,52.53034265713895,13.38685159671559,"52.53034265713895,13.38685159671559",https://wolt.com/en/deu/berlin/restaurant/happy-buddha,wolt
Rotes Kamel,2,1.90, Hannah-Arendt-Str. 4,berlin,52.5140041,13.3811706,"52.5140041,13.3811706",https://wolt.com/en/deu/berlin/restaurant/rotes-kamel,wolt
Nuovo Firenze,2,2.90,Invalidenstraße 6,berlin,52.5322276,13.3930809,"52.5322276,13.3930809",https://wolt.com/en/deu/berlin/restaurant/nuovo-firenze,wolt
Hempvizer Cafe,1,2.90,Brunnenstraße 35,berlin,52.5356883,13.3980538,"52.5356883,13.3980538",https://wolt.com/en/deu/berlin/restaurant/hempvizer-cafe,wolt
Hauptstadtburger,2,1.90,Leipziger Pl. 12,berlin,52.5102491,13.3799541,"52.5102491,13.3799541",https://wolt.com/en/deu/berlin/restaurant/hauptstadtburger,wolt
Thai Huong Snack,2,2.90,Heinrich-Heine-Platz 12,berlin,52.5060648,13.4162217,"52.5060648,13.4162217",https://wolt.com/en/deu/berlin/restaurant/thai-huong-snack,wolt
KAIMUG - Foodfactory Cube,2,2.90,Washingtonpl. 3,berlin,52.52366857353486,13.369385654631834,"52.52366857353486,13.369385654631834",https://wolt.com/en/deu/berlin/restaurant/kaimug-foodfactory-cube,wolt
Florya's Burger House,2,2.90,Potsdamer Straße 69,berlin,52.503222,13.3662007,"52.503222,13.3662007",https://wolt.com/en/deu/berlin/restaurant/floryas-burger-house,wolt
GOOD BANK - Invalidenstrasse,2,2.90,Invalidenstrasse 65,berlin,52.5254884,13.3670035,"52.5254884,13.3670035",https://wolt.com/en/deu/berlin/restaurant/good-bank-invalidenstrasse,wolt
Prego,1,2.90,This is a virtual venue,berlin,52.514266,13.4210784,"52.514266,13.4210784",https://wolt.com/en/deu/berlin/restaurant/pregoberlin,wolt
Pizzeria Little Italy,1,2.90,Schönhauser Allee 156,berlin,52.53740999999999,13.41181,"52.53740999999999,13.41181",https://wolt.com/en/deu/berlin/restaurant/pizzeria-little-italy,wolt
Wrapublic Mitte,2,2.90,Torstraße 118,berlin,52.5295128,13.4021367,"52.5295128,13.4021367",https://wolt.com/en/deu/berlin/restaurant/wrapublic-mitte,wolt
pao pao Modern Tea,2,2.90,Rosenthaler Str. 66,berlin,52.5284291,13.40252,"52.5284291,13.40252",https://wolt.com/en/deu/berlin/restaurant/pao-pao-modern-tea,wolt
Italofritzen,2,1.90,Friedrichstraße 105,berlin,52.5227282,13.3881445,"52.5227282,13.3881445",https://wolt.com/en/deu/berlin/restaurant/italofritzen,wolt
VietBowl Mitte,2,2.90,Zimmerstraße 69,berlin,52.5080041,13.3928408,"52.5080041,13.3928408",https://wolt.com/en/deu/berlin/restaurant/vietbowl-mitte,wolt
Ristorante Bonfini,2,2.90,Chausseestraße 15,berlin,52.5295285,13.3848003,"52.5295285,13.3848003",https://wolt.com/en/deu/berlin/restaurant/ristorante-bonfini,wolt
Weltwirtschaft am HKW,2,2.90,John Foster Dulles Allee 10,berlin,52.51928550268709,13.364887312045054,"52.51928550268709,13.364887312045054",https://wolt.com/en/deu/berlin/restaurant/weltwirtschaft-am-hkw,wolt
Mövenpick Restaurant Berlin,2,2.90,Schöneberger Str. 3,berlin,52.5038107,13.3804042,"52.5038107,13.3804042",https://wolt.com/en/deu/berlin/restaurant/mvenpick-restaurant-berlin,wolt
Good n Vegan Kreuzberg,2,2.90,This is a virtual venue,berlin,52.5038107,13.3804042,"52.5038107,13.3804042",https://wolt.com/en/deu/berlin/restaurant/good-n-vegan-kreuzberg,wolt
Berliner Marcus Bräu,2,2.90,"Münzstraße 1-3,",berlin,52.523971877722374,13.409258666270404,"52.523971877722374,13.409258666270404",https://wolt.com/en/deu/berlin/restaurant/berliner-marcus-bru,wolt
BRLO BRWHOUSE,2,2.90,Schöneberger Str. 16,berlin,52.49989540667476,13.373862608005455,"52.49989540667476,13.373862608005455",https://wolt.com/en/deu/berlin/restaurant/brlo-brwhouse,wolt
BAM! Salads & Burgers,2,2.90,Prinzenstr. 84,berlin,52.5033064,13.409112300000025,"52.5033064,13.409112300000025",https://wolt.com/en/deu/berlin/restaurant/bam-salads-burgers,wolt
Pacifico,2,2.90,Prinzenstraße 85d,berlin,52.50301779999999,13.4100016,"52.50301779999999,13.4100016",https://wolt.com/en/deu/berlin/restaurant/pacifico,wolt
Aiko Sushi,3,2.90,Brunnenstraße 193,berlin,52.53053882332101,13.400382578829035,"52.53053882332101,13.400382578829035",https://wolt.com/en/deu/berlin/restaurant/aiko-sushi,wolt
Babel,1,2.90,Kastanienallee 33,berlin,52.5367296,13.407461,"52.5367296,13.407461",https://wolt.com/en/deu/berlin/restaurant/babel,wolt
Vino e Basilico,3,2.90,Tucholskystraße 18/20,berlin,52.5252037,13.3932662,"52.5252037,13.3932662",https://wolt.com/en/deu/berlin/restaurant/vino-e-basilico,wolt
