,restaurant_name,avg_review_score,reviews,minimum_order_value,delivery_fee,pricyness,avg_delivery_time,type_of_cuisine_categorized,street,zip_code,city_name,latitude,longitude,database
37413,Haci Baba,8.6,199,0.0,0.0,724,35,american,Karl-Marx-Straße 228,10965,Berlin,52.4695221,13.4413532,lieferando
37416,Sieben Gewürze,9.2,274,15.0,0.0,0,40,italian,Glasower Straße 52,10965,Berlin,52.4644024,13.4378733,lieferando
37418,Snack Pasticcini,7.4,44,0.0,0.0,0,35,italian,Kranoldstraße 14,10965,Berlin,52.46575,13.43311,lieferando
37431,Tiba Orientalische Küche,7.2,745,0.0,1.99,1034,35,american,Karl-Marx-Straße 175,10965,Berlin (Neukölln),52.474597,13.4403735,lieferando
37479,Spoonful BERLIN,0.0,0,0.0,1.99,0,30,middle eastern,Karl-Marx-Platz 17,10965,Berlin,52.4740697,13.4426273,lieferando
37484,Weinbar Restaurant DocG,8.4,30,10.0,2.99,1513,35,italian,Emser Straße 120,10965,Berlin,52.4688285,13.4348611,lieferando
37487,Pan Africa - Berlin,8.8,293,10.0,2.99,1014,35,vegetarian or vegan,Kirchhofstraße 41,10965,Berlin,52.4723803,13.4427572,lieferando
37506,Cigkoftem,0.0,0,0.0,1.99,0,40,middle eastern,Hermannstraße 152,10965,Berlin,52.46608,13.43248,lieferando
37509,Schäfer's,8.6,12,0.0,1.99,0,60,fastfood,Tempelhofer Damm 181,10965,Berlin,52.46066,13.38505,lieferando
37655,Fadi Food Tempelhof,0.0,0,0.0,1.99,0,60,american,Ordensmeisterstraße 42B,10965,Berlin,52.4586934,13.3936758,lieferando
37732,Big Burger,8.8,65,12.0,0.0,0,30,american,Buschkrugallee 53,10967,Berlin,52.4589488,13.4478506,lieferando
37824,4 Cinar Pizzeria,8.6,13,10.0,1.99,0,35,italian,Lahnstraße 92,10967,Berlin,52.4680002,13.4433082,lieferando
38079,Babu Restaurant,9.8,856,0.0,0.0,889,40,indian,Treptower Straße 95,10967,Berlin,52.4782119,13.4480908,lieferando
38097,Hua Li Du,9.2,4302,20.0,0.0,822,50,asian,Sonnenallee 164,10967,Berlin,52.477881,13.447645,lieferando
38114,Asia & Sushi Fan,9.0,738,20.0,0.0,831,30,asian,Mittelbuschweg 17,10967,Berlin,52.4689356,13.4471892,lieferando
38119,Mehana Balgaran,9.2,38,10.0,2.99,822,35,,Karl-Marx-Straße 266,10967,Berlin,52.4653452,13.4422607,lieferando
38130,Das Pi,8.4,436,0.0,0.0,0,30,italian,Saalestraße 39a,10967,Berlin,52.4732641,13.4552762,lieferando
38140,KFC,6.8,583,0.0,1.99,1238,30,american,Grenzallee 37,10967,Berlin,52.4649296,13.4548917,lieferando
38141,Steakhaus El Toro,9.0,190,0.0,0.0,0,30,italian,Britzer Damm 63-65,10967,Berlin,52.4568707,13.437509,lieferando
38149,Pizzeria La Mia,8.2,1474,0.0,0.0,810,40,italian,Wussowstraße 2-4,10967,Berlin,52.4556972,13.4368311,lieferando
38155,Mondo Della Pizza,8.2,30,0.0,0.0,0,25,italian,Britzer Damm 81,10967,Berlin,52.4555863,13.437634,lieferando
38450,Die Fliegende Pizza,8.0,7,25.0,5.0,906,30,vegetarian or vegan,Düne 13,10969,Helgoland,54.18712,7.91503,lieferando
40872,taste&soul - powered by eatclever,6.8,25,12.0,0.0,0,50,vegetarian or vegan,Karl-Marx-Straße 241,12043,Berlin,52.4676133,13.4422651,lieferando
40883,Pizza La Gabbia,8.4,191,12.0,0.0,0,30,italian,Britzer Damm 105,12043,Berlin,52.4536011,13.4385725,lieferando
40927,McDonald's®,6.6,820,10.0,0.0,991,40,american,Sonnenallee 254,12043,Berlin,52.4708077,13.4612166,lieferando
40958,Mundo,6.8,1036,30.0,2.0,1311,60,american,Alt-Mariendorf 32,12043,Berlin,52.4405198,13.38748,lieferando
41218,Miras Döner,7.2,13,15.0,0.0,0,40,american,Hermannstrasse 149,12043,Berlin,52.4652854,13.4328844,lieferando
41226,Pizza Max,0.0,0,0.0,0.0,0,30,italian,Goldhähnchenweg 2,12043,Berlin,52.443129,13.4572975,lieferando
41231,Lekkerino,9.6,387,0.0,0.0,0,50,italian,Tempelhofer Weg 64 (Seitenflüge,12043,Berlin,52.453276,13.4313159,lieferando
41236,Hol! Cow - Pakistan Street Food,8.6,21,10.0,1.99,0,35,vegetarian or vegan,Kienitzerstraße 22,12043,Berlin,52.47738,13.43544,lieferando
41237,China Restaurant Reuter Terrassen,9.2,2692,0.0,0.0,1042,40,asian,Buschkrugallee 226,12043,Berlin,52.445,13.4547,lieferando
41240,Atila's Kebab Haus,8.4,1894,0.0,0.0,840,50,middle eastern,Parchimer Allee 33,12043,Berlin,52.44524,13.45444,lieferando
41246,Asia Haus Sushi Bar,8.4,4872,0.0,0.0,774,40,asian,Baumschulenstraße 65,12043,Berlin,52.46122,13.48125,lieferando
41247,Steakhaus Barbecue,8.2,95,15.0,0.0,0,30,italian,Britzer Damm 209,12043,Berlin,52.4446054,13.4338765,lieferando
41249,Serrano Mexikanische & Italienische Spezilitäten,7.0,991,0.0,0.0,892,40,italian,Ligusterweg 44,12043,Berlin,52.4489721,13.4731192,lieferando
41250,Asia Wok Thai-China-Viet-Küche,9.2,570,0.0,0.0,746,35,asian,Baumschulenstr. 27,12043,Berlin,52.4645899,13.4861859,lieferando
41251,Sushi For You,9.0,1535,0.0,0.0,1420,30,asian,Fritz-Reuter-Allee 179,12043,Berlin,52.437672,13.4476417,lieferando
41252,Atiliano Pizza&Pasta,7.4,129,0.0,0.0,724,50,italian,Parchimer Allee 33,12043,Berlin,52.44524,13.45444,lieferando
41254,Goldhähnchen Bistro,8.4,533,0.0,0.0,0,40,italian,Rudower Straße 7,12043,Berlin,52.4425377,13.4574319,lieferando
41255,Deniz Grillhaus,9.0,853,0.0,0.0,870,30,american,Buckower Damm 50,12043,Berlin,52.4402077,13.4339665,lieferando
41258,Huy Long Asia Food & Sushi,8.6,704,0.0,0.0,871,40,asian,Fritz-Reuter-Allee 182b,12043,Berlin,52.4374102,13.4458054,lieferando
41260,Pizzeria Isobella,8.2,4975,0.0,0.0,771,40,italian,Baumschulenstraße 88,12043,Berlin,52.4653803,13.4865878,lieferando
41263,Thuy Asia,0.0,0,10.0,1.99,0,30,asian,Karl-Marx-Straße 231-235,12043,Berlin,52.4687366,13.4438297,lieferando
41266,Huy Phat Asiaspezialitäten,7.2,2084,0.0,0.0,740,50,asian,Buckower Damm 50,12043,Berlin,52.44004,13.43427,lieferando
42730,Linden Garten Indisches Restaurant,9.2,54,25.0,1.0,0,35,vegetarian or vegan,Alt-Buckow 15a,12049,Berlin,52.4228699,13.4341771,lieferando
43061,KARMA,7.8,1496,14.9,0.0,2050,40,indian,Eisenacherstraße 57,12049,Berlin-Mariendorf,52.4473759,13.3968057,lieferando
43193,Thai-Nippon Sushi-Bar,8.2,528,35.0,0.0,872,70,asian,Gutschmidtstr. 19,12051,Berlin,52.43682,13.44702,lieferando
43204,Sole d'Oro Pizzeria,8.6,3674,20.0,0.0,937,50,italian,Johannisthaler Chaussee 398,12051,Berlin,52.42606,13.44365,lieferando
43217,Pizza Friday,9.0,1503,20.0,0.0,784,40,italian,Buckower Damm 188,12051,Berlin,52.4266737,13.4349746,lieferando
43222,Backbaron,8.2,275,16.0,1.5,0,60,italian,Johannisthaler Chaussee 326,12051,Berlin,52.4301055,13.4535364,lieferando
43254,Call to Eat,8.8,3929,15.0,0.0,1031,40,italian,Friedenstr. 7,12051,Berlin,52.4381577,13.3834439,lieferando
43265,Haus des Burgers,8.4,1396,15.0,0.0,713,40,american,Buckower Damm 232,12051,Berlin,52.4229676,13.4370007,lieferando
43272,Conte's Pizza & Pasta,9.2,481,35.0,0.0,0,40,italian,Attilastraße 14-16,12051,Schönefeld,52.4072923,13.4389934,lieferando
43394,BURGER KING ®,8.0,4548,12.0,0.0,962,75,american,Buckower Damm 11,12051,Berlin,52.44333,13.43475,lieferando
43447,Majhe Wale,9.8,638,20.0,0.0,1014,40,indian,Johannisthaler Chaussee 399,12051,Berlin,52.4255539,13.4440564,lieferando
43633,Mango Lassi- indische Küche,9.0,1381,28.0,2.0,1120,40,indian,Alt-Rudow 57,12053,Berlin,52.4180585,13.4955299,lieferando
44219,Restaurant Phoenicia,9.4,157,12.0,0.0,0,35,italian,Johannisthaler Chaussee 183,12055,Berlin,52.4365662,13.472435,lieferando
44244,BURGER KING ®,4.2,3982,12.0,0.0,951,90,american,Michael-Brückner-Straße 24,12055,Berlin,52.4525309,13.5148446,lieferando
44292,Taverna Odyssee,9.8,447,40.0,0.0,0,40,mediterranean,Sterndamm 59,12055,Berlin,52.44802,13.50775,lieferando
44388,Call a Pizza,7.6,5523,7.0,0.0,1298,60,italian,Schnellerstraße 44,12057,Berlin,52.45385,13.51971,lieferando
44398,Pizza Man,9.4,265,40.0,2.0,0,30,italian,Herzblattweg 19,12057,Berlin,52.42139,13.5034988,lieferando
46010,Yogi Indischer Lieferservice,9.6,2041,15.0,0.0,1057,30,indian,Kamenzer Damm 31,12099,Berlin,52.4342997,13.3582528,lieferando
46021,Burger Hütte,9.2,396,12.9,0.0,0,50,american,Mariendorfer Damm 61,12099,Berlin,52.4472368,13.3857973,lieferando
46028,Miu Sushi,9.2,122,20.0,0.0,0,40,asian,Dederingstraße 10,12099,Berlin,52.4354199,13.3724873,lieferando
46036,Ristorante Roma,8.6,5276,9.0,0.0,945,40,italian,Gersdorfstraße 65,12099,Berlin,52.4449997,13.3745323,lieferando
46039,Burger City,9.4,214,15.9,0.0,0,40,american,Großbeerenstraße 35,12099,Berlin,0.0,0.0,lieferando
46047,Streetfood Burgerhouse,9.0,1591,12.0,0.0,856,40,american,Alt-Mariendorf 30,12099,Berlin,52.4405643,13.3878937,lieferando
46054,Funa Sushi,9.0,498,13.9,0.0,0,40,asian,Attilastraße 18,12099,Schönefeld,52.4070529,13.4395987,lieferando
46061,Apne Indisches Restaurant,9.4,810,14.0,0.5,993,50,indian,Schlierbacher Weg 7-9,12099,Berlin,52.4161431,13.4042534,lieferando
46072,Apne 2,9.0,387,14.0,1.0,1169,40,indian,Marktplatz 8,12099,Mahlow,52.3663728,13.4091216,lieferando
46073,Rice and More,9.4,2340,24.0,2.0,818,40,asian,Großbeerenstr. 51,12099,Berlin,52.4345973,13.3785427,lieferando
46079,KFC,6.8,1434,15.0,0.0,1412,90,american,Mariendorfer Damm 292,12099,Berlin,52.4267883,13.3933796,lieferando
46089,Ariston Villa Christina,8.4,574,40.0,0.0,1751,40,mediterranean,Alt-Mariendorf 33,12099,Berlin,52.4400021,13.3879147,lieferando
46094,China Snack,8.4,1077,15.0,1.0,769,30,asian,Forddamm 7-9,12099,Berlin,52.43864,13.38317,lieferando
46096,Piccola Roma,8.2,549,9.0,0.0,945,35,italian,Kaiserstraße 5,12099,Berlin,52.44497,13.3747,lieferando
46097,Castello,8.2,681,15.0,1.0,909,45,italian,Lankwitzer Str. 1-2,12099,Berlin,52.435279,13.3692745,lieferando
46099,Nuova Roma,8.4,631,9.0,0.0,1310,40,italian,Großbeerenstr. 49,12099,Berlin,52.434902,13.3786534,lieferando
46143,Maras Eis Frühstückshaus,0.0,0,15.0,0.0,888,30,italian,Buckower Damm 106,12099,Berlin,52.4341171,13.433853,lieferando
46196,Rivado Steakhaus,8.2,1846,18.0,3.0,1042,50,italian,Gerlinger Str. 64,12099,Berlin,52.413375,13.4215026,lieferando
46330,Restaurant Split,8.4,600,7.0,0.0,1417,40,european,Rixdorfer Straße 89,12099,Berlin,52.4465008,13.4021818,lieferando
46337,Tasty Beef,9.4,746,17.0,0.5,672,40,american,Marienfelder Chaussee 142,12099,Berlin,52.4162002,13.4063989,lieferando
46340,Bistoun,8.4,24,10.0,1.99,0,60,vegetarian or vegan,Mariendorfer Damm 30,12099,Berlin,52.4503457,13.384598,lieferando
46348,Bennys Döner,8.4,64,17.0,0.0,744,25,italian,Rathausstraße 77,12099,Berlin,52.4457169,13.379695,lieferando
46355,Pizza Tiamo,7.8,1190,12.0,0.0,775,40,italian,Kaiserstrasse 112,12099,Berlin,52.4457173,13.384207,lieferando
46449,Simit Evi Frühstückshaus,0.0,0,12.5,0.0,991,30,breakfast/dessert,Mariendorfer Damm 49,12099,Berlin,52.448491,13.3855173,lieferando
46515,Ristorante La Piccola Cantina,8.4,176,10.0,2.99,1096,60,italian,Eisenacher Straße 8,12099,Berlin,52.4476294,13.3890516,lieferando
46517,Döner Burger House,8.2,49,10.0,2.99,0,60,american,Mariendorfer Damm 135,12099,Berlin,52.4397058,13.3878851,lieferando
46518,Kebaphaus 21,8.4,12,10.0,1.99,0,60,vegetarian or vegan,Mariendorfer Damm 103,12099,Berlin,52.4435695,13.386438,lieferando
46520,Restaurant Balkan Grillhaus,6.2,23,10.0,2.99,1258,60,steak,Mariendorfer Damm 90,12099,Berlin,52.4447339,13.385665,lieferando
46522,Gemüse Kebab,0.0,0,10.0,1.99,0,60,american,Reißeckstraße 2-6,12099,Berlin,52.4388571,13.3884991,lieferando
46523,By Miran,0.0,0,10.0,2.99,683,60,italian,Mariendorfer Damm 101,12099,Berlin,52.4437536,13.3864489,lieferando
46675,Delhi 1,9.4,1837,60.0,0.0,1088,30,indian,Marienfelder Allee 197b,12101,Berlin,52.40866,13.3594599,lieferando
47289,La Ronda Steakhaus,8.8,439,12.0,0.0,1115,50,italian,Steglitzer Damm 90,12103,Berlin,52.4491099,13.3523574,lieferando
47380,Yogi Haus,9.2,909,20.0,0.0,1613,40,indian,Lankwitzer Straße 5,12103,Berlin,52.4289456,13.3301076,lieferando
47412,Pizzeria Il Forno,7.8,7180,30.0,2.0,830,40,italian,Buckower Chaussee 162,12103,Berlin,52.4142072,13.400895,lieferando
47508,Pizza Max,8.4,56,0.0,0.0,0,40,italian,Buhrowstraße 1,12103,Berlin,52.4489343,13.352887,lieferando
47510,Hami Restaurant Sushi & Vietnamese Cuisine,9.8,409,0.0,0.0,1133,60,asian,Reißeckstrasse 2-4,12103,Berlin,52.439,13.38813,lieferando
47517,burgerme,9.2,112,0.0,0.0,0,25,american,Lankwitzer Straße 4,12103,Berlin,52.4364801,13.3717427,lieferando
47529,Unser Kebap,8.4,3170,13.0,0.0,745,40,italian,Albrechtstraße 55,12103,Berlin,52.4470569,13.3416131,lieferando
47560,Asian Deli,8.0,406,20.0,0.0,798,35,asian,Lankwitzer Straße 19-24,12103,Berlin,52.42924,13.3296646,lieferando
47586,Happy Mini Pizza,8.2,30,0.0,1.99,833,60,italian,Alt-Mariendorf / U-Bahnhof - Staßenland - Ausgang Reißeckestraße 2Y,12103,Berlin,52.4403768,13.3879678,lieferando
47600,BrewDog,7.2,152,10.0,2.99,918,45,italian,Im Marienpark 22-23,12103,Berlin,52.4385828,13.3681949,lieferando
47644,Funa Sushi Zehlendorf,9.6,99,14.9,0.0,0,40,asian,Brümmerstraße 40,12105,Berlin,52.4532141,13.2864961,lieferando
47664,Domino's Pizza,8.8,2414,9.9,0.0,1001,25,italian,Mariendorfer Damm 103,12105,Berlin,52.4435681,13.3864246,lieferando
47726,Pizza & Burger Bulls,8.2,1838,15.0,0.0,1043,40,italian,Kaiser-Wilhelm-Strasse 38,12105,Berlin,52.4326426,13.3390422,lieferando
47731,Sushi For You,9.2,4339,7.0,0.0,1410,50,asian,Marienfelder Allee 24a,12105,Berlin,52.42315,13.37094,lieferando
47734,Haifa Burger,8.2,1061,8.0,0.0,798,30,american,Belßstraße 42,12105,Berlin,52.427301,13.3665047,lieferando
47737,MMC Steinofen Pizzeria,9.4,325,10.0,0.0,0,40,italian,Mariendorfer Damm 337,12105,Berlin,52.4239564,13.3962985,lieferando
47749,Dönerbox Lankwitz,9.0,127,10.0,2.99,0,35,middle eastern,Kaiser-Wilhelm-Straße 76,12105,Berlin,52.4362999,13.3453001,lieferando
47750,Pizzeria La Vado,8.6,126,15.0,2.0,932,40,italian,Wünsdorfer Str. 107,12105,Berlin,52.3886436,13.3945144,lieferando
47757,Pizza Baron,8.8,1382,18.0,2.0,835,50,italian,Fahrenheitstraße 28,12105,Berlin,52.4133,13.31393,lieferando
47758,Kebap Club,8.0,1186,25.0,0.0,893,50,italian,Hildburghauser Strasse 29,12105,Berlin,52.4132659,13.3536639,lieferando
47767,Cafe Backstage,9.4,228,12.0,0.0,0,40,italian,Kranoldplatz 4,12105,Berlin,52.4284409,13.3273004,lieferando
47769,Restaurant Bellissimo,8.8,174,20.0,0.0,0,30,italian,Töpchiner Weg 144,12105,Berlin,52.4068955,13.4153063,lieferando
47781,Phoco Vietnam Thai und Sushi,8.2,2205,30.0,2.0,845,60,asian,Lichtenrader Damm 269,12105,Berlin,52.388008,13.4091602,lieferando
47782,Thai-Nippon Sushi-Bar,8.0,272,20.0,2.0,828,65,asian,Buckower Chaussee 100,12105,Berlin,52.410474,13.3817438,lieferando
47803,Ristorante Nuova Masseria,9.2,377,25.0,0.0,1203,35,italian,Marienfelder Allee 20,12105,Berlin,52.42403,13.3716099,lieferando
47806,Feng Yuan,9.0,4688,15.0,0.0,851,40,asian,Kaiser-Wilhelm-Str. 8,12105,Berlin,52.4304355,13.3343018,lieferando
47864,AHIAH,9.0,635,25.0,0.0,780,40,asian,Kaiser-Wilhelm-Straße 53,12105,Berlin,52.4338015,13.3416956,lieferando
47867,Il Ponte,9.4,146,15.0,0.0,1322,30,italian,Großbeerenstraße 198,12105,Berlin,52.4265646,13.3737674,lieferando
47877,Yumi Sushi,9.6,2268,20.0,0.0,1170,30,asian,Lichtenrader Damm 61,12105,Berlin,52.4084406,13.4050362,lieferando
47883,McDonald's®,7.0,1248,10.0,0.0,991,50,american,Großbeerenstraße 22,12105,Berlin,52.4373894,13.3797021,lieferando
47885,Asia Food & Yaku Sushi,7.4,46,15.0,0.0,0,60,asian,Neuköllner Str. 259 links,12105,Berlin,52.4259349,13.4837092,lieferando
47893,Viet Cocos,8.8,104,10.0,2.99,707,60,asian,Mariendorfer Damm 292-296,12105,Berlin,52.4267883,13.3933796,lieferando
47929,Birkbusch Imbiss,9.4,41,10.0,2.99,743,50,american,Birkbuschstraße 30,12105,Berlin,52.4469644,13.3261385,lieferando
47937,BURGER KING ®,6.0,2560,12.0,0.0,984,75,american,Nahmitzer Damm 12,12107,Berlin,52.409392,13.3684146,lieferando
47961,Burger Area,8.6,3180,15.0,0.0,713,30,american,Buckower Damm 189,12107,Berlin,52.4266501,13.4359346,lieferando
47975,Mr. Pizza,8.4,5853,10.0,2.0,791,30,american,Alt-Buckow 51,12107,Berlin,52.4209205,13.4287349,lieferando
47980,Pho 36,9.2,188,20.0,0.0,1218,30,asian,Lichtenrader Damm 10 - 12,12107,Berlin,52.4133033,13.401539,lieferando
47982,Call a Pizza,6.8,2345,8.0,0.0,1316,60,italian,Mariendorfer Damm 430,12107,Berlin,52.4166802,13.399484,lieferando
47988,Panda Chicken,8.4,66,14.99,1.0,0,50,american,Hossauerweg 34,12107,Berlin,52.4177205,13.3811124,lieferando
47990,Sushi Yana,9.6,270,12.0,0.0,0,30,asian,Bahnhofstraße 29,12107,Berlin,52.3869574,13.3987937,lieferando
47992,Restaurant My friends,8.6,67,18.0,0.0,0,40,asian,Lichtenrader Damm 42,12107,Berlin,52.4101768,13.4032116,lieferando
47993,McDonald's®,9.0,704,15.0,0.0,975,30,american,Buckower Chausee 100-102,12107,Berlin,52.4104838,13.3818036,lieferando
48004,Sushi Yana,8.6,3914,15.0,0.0,1147,50,asian,Groß-Ziethener-Chaussee 43,12107,Berlin,52.4118,13.49126,lieferando
48024,21 Club-Devil Burger - Pasta & More,9.8,588,11.5,1.5,733,30,american,John-Locke-Straße 21,12107,Berlin,52.3916385,13.4020943,lieferando
48033,Valentino,8.2,2667,20.0,2.0,819,40,italian,Schichauweg 1,12107,Berlin,52.39812,13.38857,lieferando
48055,Barbekü 62,7.0,56,12.0,2.0,0,40,italian,Karl-Marx-Straße 117,12107,Schönefeld,52.4009765,13.4405921,lieferando
48066,Cuernavaca Mexican Steakhouse,9.2,631,20.0,1.5,1309,30,american,Lichtenrader Damm 93,12107,Berlin,52.4052262,13.4067743,lieferando
48090,Karabella,8.8,491,22.0,2.0,801,50,italian,Buckower Damm 86,12107,Berlin,52.435828,13.4346753,lieferando
48102,Curry and me,9.4,38,0.0,0.0,836,30,american,Marienfelder Chaussee 147,12107,Berlin,52.4153332,13.4052908,lieferando
48103,Pizzeria Benvenuti,9.0,47,0.0,0.0,0,25,italian,Marienfelder Chaussee 145,12107,Berlin,52.415351,13.4056787,lieferando
48106,Gyros King,9.0,1119,20.0,0.0,955,40,mediterranean,Lichtenrader Damm 45a,12107,Berlin,52.4100676,13.4040984,lieferando
48115,Mini Pizza Ciao,8.8,58,10.0,2.99,0,30,vegetarian or vegan,Marienfelder Allee 144-146,12107,Berlin,52.4134901,13.3624845,lieferando
48121,Dream's Pizza,8.6,883,14.0,1.5,899,40,italian,Am Schulzenpfuhl 1a,12107,Schönefeld,52.4077096,13.4412501,lieferando
48124,Asia Food,9.2,1060,20.0,0.0,902,50,asian,John-Locke-Straße 19,12107,Berlin,52.3919066,13.4027084,lieferando
48127,Mangali,8.8,2421,15.0,3.0,871,30,italian,Hildburghauser Str. 110,12107,Berlin,52.41689,13.33902,lieferando
48132,Dream's Grill,7.4,203,19.0,1.5,882,60,american,Am Schulzenpfuhl 1,12107,Berlin,52.4077826,13.4409847,lieferando
49135,Naya-Jouly Imbiss,0.0,0,25.0,0.0,0,30,healthy,Thielallee 34,12157,Berlin,0.0,0.0,lieferando
49169,Tele Pizza,8.4,607,7.9,0.0,1077,30,italian,Hindenburgdamm 78,12157,Berlin,52.4472285,13.3149396,lieferando
49175,Indisches Restaurant Chirag,9.0,964,23.0,0.0,1262,40,indian,Unter den Eichen 42-43,12157,Berlin,52.4495443,13.3027598,lieferando
49178,Sunny Saigon,8.8,11,20.0,0.0,0,30,asian,Unter den Eichen 108,12157,Berlin,0.0,0.0,lieferando
49179,Ceesers,8.6,6661,14.9,0.0,1368,30,italian,Birkbuschstr. 47,12157,Berlin,52.442803,13.331854,lieferando
49186,Indisches Restaurant Lakshmi,9.2,519,15.0,1.5,1135,40,indian,Hindenburgdamm 79,12157,Berlin,52.4464773,13.3150234,lieferando
49190,Noasushi,9.0,1578,10.0,0.0,1272,30,asian,Hindenburgdamm 54,12157,Berlin,52.44561,13.31605,lieferando
49228,taste&soul - powered by eatclever,8.2,67,12.0,0.0,0,35,vegetarian or vegan,Steglitzer Damm 29,12157,Berlin,52.45101,13.34088,lieferando
49325,Cape Curry Pot,9.8,157,12.0,1.5,1100,40,vegetarian or vegan,Schildhornstraße 18,12157,Berlin,52.4639336,13.3183904,lieferando
49365,Pimado,7.4,66,10.0,1.99,0,55,american,Albrechtstraße 34,12157,Berlin,52.452351,13.332396,lieferando
49381,Bisan Bistro,8.4,196,10.0,1.99,712,45,italian,Bergstraße 93,12157,Berlin,52.4583011,13.327628,lieferando
49416,Khoi Viet BBQ,7.6,12,30.0,0.0,0,40,asian,Gardeschützenweg 139,12157,Berlin,52.4427454,13.2978062,lieferando
49641,China Restaurant Fu Li Lai,9.0,419,10.0,2.99,1169,50,asian,Erlenstraße 19,12157,Berlin,52.4505323,13.3215199,lieferando
50304,Baba Döner,8.4,271,15.0,0.0,909,40,middle eastern,Unter den Eichen 96,12161,Berlin,52.4452765,13.2933908,lieferando
50448,Ristorante Pizzeria Matera,9.4,144,0.0,0.0,937,25,italian,Birkbuschstraße 7,12161,Berlin,52.4524189,13.3200077,lieferando
50464,Miu Sushi,9.2,849,0.0,0.0,1137,40,asian,Unter den Eichen 97,12161,Berlin,52.445669,13.2948393,lieferando
50469,Call a Pizza,7.4,1204,0.0,0.0,1316,60,italian,Birkbuschstraße 39,12161,Berlin,52.44554,13.32949,lieferando
50471,Yoko Sushi,9.0,636,0.0,0.0,1228,35,asian,Hindenburgdamm 92,12161,Berlin,52.443479,13.3153023,lieferando
50474,Alter Krug Dahlem,9.6,115,0.0,0.0,0,90,european,Königin-Luise-Straße 52,12161,Berlin,52.4578909,13.2881955,lieferando
50584,Restaurant Enzian,7.6,9,10.0,2.99,0,50,italian,Enzianstraße 5,12161,Berlin,52.447702,13.3055751,lieferando
50741,Sushi Yana,9.2,5007,15.0,0.0,1229,30,asian,Berliner Straße 67,12163,Berlin,52.4398938,13.2751899,lieferando
50792,Crispy's,8.2,612,17.5,0.0,1229,40,american,Teltower Damm 19,12163,Berlin,52.4331349,13.2598333,lieferando
50796,MAI Linh's,7.4,1814,25.0,0.0,696,50,asian,Osdorferstr. 19,12163,Berlin,52.41709,13.31411,lieferando
50893,"Artigiani, das natürliche Eis",9.8,28,15.0,0.0,0,20,breakfast/dessert,Unter den Eichen 94b,12163,Berlin,52.44503,13.29294,lieferando
50894,S1 Burger,9.2,790,19.9,0.0,725,60,american,Hans-Sachs-Straße 4D,12163,Berlin,52.44248,13.29379,lieferando
50900,San Martin- Argentinisches Steakhouse,8.4,354,15.0,0.0,1441,45,steak,Habelschwerdter Allee 1,12163,Berlin,52.4463074,13.2934928,lieferando
50939,Asia Sushi MJ,6.0,2741,15.0,0.0,806,40,asian,Teltower Damm 38,12163,Berlin,52.43054,13.25916,lieferando
50970,Oh My Bap,9.4,106,10.0,2.99,0,45,middle eastern,U-Bahnhof Thielplatz ,12163,Berlin,52.45211,13.28332,lieferando
51063,Domino's Pizza,7.6,1817,7.9,0.0,999,40,italian,Hindenburgdamm 3,12165,Berlin,52.4322933,13.3109677,lieferando
51068,Nammi,9.2,1667,18.0,0.0,957,40,asian,Oberhofer Weg 12,12165,Berlin,52.426533,13.3267567,lieferando
51090,Madame Dung,9.8,335,25.0,2.0,0,30,asian,Lindenstraße 27,12165,Berlin,52.4180026,13.3057809,lieferando
51092,Thai-Nippon Sushi-Bar,8.4,785,20.0,1.0,786,60,asian,Ostpreußendamm 60,12165,Berlin,52.4232653,13.3121793,lieferando
51102,Burgerzimmer,8.0,2176,14.0,0.0,974,60,american,Berliner Straße 8a,12165,Berlin,52.4348125,13.2628302,lieferando
51121,Sumak Imbiss,9.2,713,14.99,0.0,700,40,american,Teltower Damm 35,12165,Berlin,52.4315941,13.2596133,lieferando
51125,C&D Asiafood,8.8,341,25.0,1.5,660,30,asian,Teltower Damm 283,12165,Berlin,52.4082683,13.268627,lieferando
51137,Hussel,0.0,0,10.0,2.99,0,40,breakfast/dessert,Lankwitzer Straße 1,12165,Berlin-Lichterfelde,52.4284129,13.3280997,lieferando
51155,Zeus,9.8,243,40.0,0.0,1283,40,mediterranean,Finckensteinallee 62,12165,Berlin,52.4326465,13.2995946,lieferando
51205,Schlosspark-Grill,10.0,136,0.0,0.0,1591,30,european,Bäkestraße 9,12165,Berlin,52.435131,13.313444,lieferando
51209,Ristorante Il Mulino,9.2,24,0.0,0.0,0,30,italian,Adolf-Martens-Straße 2,12165,Berlin,52.4437804,13.2932962,lieferando
51221,Osteria 33,8.6,292,20.0,0.0,1082,60,italian,Goerzallee 33,12165,Berlin,52.4282777,13.3065047,lieferando
51240,Bapu,9.0,513,50.0,1.5,1172,40,indian,Stahnsdorfer Damm 19,12165,Kleinmachnow,52.3966564,13.2072814,lieferando
51294,BURGER KING ®,4.8,2630,15.0,0.0,962,75,american,Ostpreußendamm 61a,12167,Berlin,52.42234,13.31209,lieferando
51389,McDonald's®,7.2,1092,15.0,0.0,991,45,american,Osdorfer Straße 125a,12167,Berlin,52.4198027,13.3131932,lieferando
51852,Asia Hot Wok Lieferservice,8.4,1021,25.0,3.0,685,45,asian,Ruhlsdorfer Str. 138,12169,Teltow,52.3823497,13.2629004,lieferando
51920,Sushi For You,8.8,17,8.0,0.0,0,40,asian,Karl-Marx-Straße 20,12203,Kleinmachnow,52.4167943,13.2258964,lieferando
