,restaurant_name,avg_review_score,reviews,minimum_order_value,delivery_fee,pricyness,avg_delivery_time,type_of_cuisine_categorized,street,zip_code,city_name,latitude,longitude,database
678,HaiCoffee & Asian Food and Sushi,8.8,72,10.0,2.99,0,45,asian,Wallstraße 1-2,10115,Berlin,52.5110852,13.4030565,lieferando
679,Grindhouse - Homemade Burgers,8.2,963,10.0,2.99,1087,50,american,Kollwitzstraße 50,10115,Berlin,52.5344959,13.4165304,lieferando
680,Rausch Schokoladenhaus (Café),9.6,22,10.0,2.99,0,45,breakfast/dessert,Mohrenstr. 20,10115,Berlin,52.51198,13.3908001,lieferando
681,Mizu Ramen,6.8,113,10.0,1.99,0,45,asian,Friedrichstr. 115,10115,Berlin,52.5268053,13.3874491,lieferando
682,Minty's Fresh Food Bar,8.6,7,10.0,1.99,754,45,healthy,Torstraße 178,10115,Berlin,52.5284428,13.3944515,lieferando
683,Onkel Ho,8.4,491,10.0,2.99,1135,45,vegetarian or vegan,Gleimstraße 10A,10115,Berlin,52.5468717,13.405873,lieferando
684,Maothai Restaurant,8.2,496,10.0,2.99,1357,45,vegetarian or vegan,Wörther Straße 30,10115,Berlin,52.5364455,13.4198633,lieferando
685,Linh Linh Restaurant,8.6,109,10.0,2.99,829,45,asian,Stresemannstr. 105,10115,Berlin,52.50601,13.37999,lieferando
686,Ristorante Pizzeria Roma,6.8,443,10.0,1.99,1200,45,italian,Friedrichstraße 129,10115,Berlin,52.5251229,13.3871339,lieferando
687,Trattoria Zoe,7.6,658,10.0,2.99,1071,50,italian,Senefelderstraße 10,10115,Berlin,52.54183,13.42336,lieferando
688,'A Magica,7.6,514,10.0,2.99,1027,45,italian,Greifenhagener Straße 54,10115,Berlin,52.5478821,13.4152751,lieferando
689,Naan Indische Spezialitäten,8.0,292,10.0,1.99,886,45,vegetarian or vegan,Oderberger Straße 49,10115,Berlin,52.5388443,13.4083347,lieferando
690,Döner Center,8.8,37,10.0,2.99,0,35,vegetarian or vegan,Behmstraße 3,10115,Berlin,52.549911,13.3868892,lieferando
691,Antichi Aromi Trattoria,7.8,112,10.0,2.99,1379,45,italian,Greifenhagener Strasse 38,10115,Berlin,52.5520275,13.4187201,lieferando
692,Royals & Rice,9.0,505,10.0,1.99,1687,45,asian,Torstr. 164,10115,Berlin,52.5288602,13.3959879,lieferando
693,Restaurant Lichtburg,9.0,154,10.0,2.99,0,45,italian,Behmstraße 9,10115,Berlin,52.5503712,13.3882687,lieferando
694,Chupenga Burritos,7.8,63,10.0,1.99,944,50,mexican,Georgenstraße 200,10115,Berlin,52.5199177,13.3896258,lieferando
695,Burger Lane,8.2,37,10.0,2.99,795,45,american,Schönhauser Allee 123y,10115,Berlin,52.5479739,13.4129349,lieferando
696,Galetterie Café,7.8,23,10.0,2.99,983,60,healthy,Inselstraße 13,10115,Berlin,52.5115641,13.4131333,lieferando
697,Thuy Nga,7.6,39,10.0,1.99,912,45,middle eastern,Pappelallee 19,10115,Berlin,52.543861,13.4156209,lieferando
698,Vegano Flavors,7.6,98,10.0,2.99,1199,45,vegetarian or vegan,Raumerstraße 6,10115,Berlin,52.543095,13.4174511,lieferando
699,Bella Vita,7.6,16,10.0,1.99,1288,45,italian,Mittelstraße 62,10115,Berlin,52.5179452,13.389358,lieferando
700,McDonald's®,7.2,1688,10.0,0.0,991,45,american,Hanne-Sobek-Platz 1,10115,Berlin,52.5488074,13.3883591,lieferando
701,Jasper's Restaurant,9.6,151,10.0,1.99,1409,45,american,Anklamer Straße 27,10115,Berlin,52.536536,13.400759,lieferando
702,Vietnam Restaurant & Sushi Bar,8.0,18,10.0,1.99,1373,45,asian,Unter den Linden 12,10115,Berlin,52.5174559,13.3901561,lieferando
703,Hanoi Gourmet,7.4,9,10.0,2.99,0,45,asian,Leipziger Platz 12,10115,Berlin,52.5104461,13.3800834,lieferando
704,Curry at the Wall Berlin Mitte,9.4,10,10.0,2.99,950,45,,Zimmerstraße 100,10115,Berlin,52.50752,13.3858099,lieferando
705,BRGRS BRGRS - Organic Burgers,6.6,1248,10.0,2.99,905,45,american,Brückenstr. 1A,10115,Berlin,52.5115059,13.4169483,lieferando
706,Chef's - by Butterbrot,9.8,29,10.0,1.99,1107,45,italian,Weinbergsweg 5 (links),10115,Berlin,52.5307281,13.402446,lieferando
707,The Small Garden,9.6,10,10.0,2.99,0,55,vegetarian or vegan,Charlottenstraße 79-80,10115,Berlin,52.5080064,13.3918671,lieferando
708,Riad Marakkesch Restaurant Bar,8.0,5,10.0,1.99,0,40,middle eastern,Pappelallee 56,10115,Berlin,52.5467611,13.4181411,lieferando
709,Happy Asia,7.2,927,10.0,2.99,874,45,asian,Danzigerstr. 10,10115,Berlin,52.5406514,13.4138639,lieferando
710,Suppenfreunde,9.6,28,10.0,2.99,0,45,,Heinrich-Roller-Straße 10,10115,Berlin,52.5297,13.42455,lieferando
711,Taco love,7.0,49,10.0,2.99,650,45,vegetarian or vegan,U-Bhf Eberswalder Straße 00,10115,Berlin,52.5417209,13.4121977,lieferando
712,Planet Wein,9.4,69,10.0,2.99,1899,45,bars,Mohrenstraße 30,10115,Berlin,52.5121813,13.3926386,lieferando
713,Restaurant Aldente,7.4,62,10.0,2.99,918,45,italian,Schönhauser Allee 103,10115,Berlin,52.5529013,13.413843,lieferando
714,Nihombashi,7.0,166,10.0,1.99,1379,45,asian,Weinbergsweg 4,10115,Berlin,52.5307021,13.4023004,lieferando
715,Aiko - Sushi & Grillrestaurant,8.8,232,10.0,1.99,1186,45,asian,Brunnenstraße 193,10115,Berlin,52.5305539,13.4002445,lieferando
716,Cancún Restaurant Alexanderplatz,7.2,14,10.0,1.99,1312,50,mexican,Rathausstraße 5-13,10115,Berlin,52.5191327,13.410718,lieferando
717,Fellas Österreichische Küche,7.0,170,10.0,2.99,1654,45,middle eastern,Stargarder Straße 3,10115,Berlin,52.5474013,13.4143299,lieferando
718,AndaluZia,7.0,15,10.0,2.99,1405,45,healthy,Kopenhagener Straße 69,10115,Berlin,52.54875,13.40946,lieferando
719,Frittenwerk,8.0,135,10.0,1.99,0,45,middle eastern,Friedrichstraße 69,10115,Berlin,52.5127799,13.3897306,lieferando
720,Go!Fish,7.8,8,10.0,0.0,0,35,american,Badstraße 4,10115,Berlin,52.5496708,13.3876365,lieferando
721,Lee - Original Vietnamese Kitchen,9.0,18,10.0,1.99,0,50,asian,Große Hamburger Straße 21,10115,Berlin,52.524181,13.3992844,lieferando
722,Smokey Greens,8.8,90,10.0,1.99,1139,45,american,Oderberger Straße 41,10115,Berlin,52.5394031,13.4065609,lieferando
723,Pizza Pasta Tralala,8.0,191,10.0,2.99,910,45,italian,Badstraße 4,10115,Berlin,52.549678,13.3879517,lieferando
724,Sausalitos,6.4,21,10.0,1.99,1240,45,american,Oranienburger Straße 50,10115,Berlin,52.5261772,13.3886292,lieferando
725,NORDSEE,7.8,230,10.0,0.0,959,45,american,Badstraße 4,10115,Berlin,52.549678,13.3879516,lieferando
726,Bayram Grillhaus,8.2,55,10.0,1.99,0,50,vegetarian or vegan,Brunnenstraße 131,10115,Berlin,52.5391168,13.3949453,lieferando
727,Restaurant Aposto,8.6,124,10.0,1.99,1339,50,italian,Monbijouplatz 12,10115,Berlin,52.52256,13.39942,lieferando
728,Mozzarella Bar & Bottega,8.8,54,10.0,1.99,1593,45,italian,Auguststr. 34,10115,Berlin,52.5276355,13.4009231,lieferando
729,La Galleria Italiana,6.6,27,10.0,1.99,1396,45,vegetarian or vegan,Torstraße 182,10115,Berlin,52.5282535,13.3935637,lieferando
730,Subway,6.8,101,10.0,1.99,756,45,healthy,Behrenstraße 47,10115,Berlin,52.5159943,13.3897682,lieferando
731,Eden - Vietnamesisches Restaurant,8.6,43,10.0,1.99,0,60,middle eastern,Rosenstraße 19,10115,Berlin,52.5216976,13.4049481,lieferando
732,BACK-FACTORY,8.6,30,10.0,2.99,0,50,,Friedrichstraße 207,10115,Berlin,52.5073238,13.3901385,lieferando
733,Cat Tuong,9.2,596,10.0,1.99,1011,45,middle eastern,Kastanienallee 89,10115,Berlin,52.5380035,13.4094575,lieferando
734,Ben & Jerry's und Magnum,0.0,0,0.0,1.99,0,40,breakfast/dessert,Mierendorffplatz 3,10115,Berlin,52.5250526,13.3032363,lieferando
735,Namu Sushi Lounge,8.2,103,10.0,1.99,1088,50,asian,Oranienburger Straße 17,10115,Berlin,52.5241316,13.3975132,lieferando
736,KFC,7.4,408,10.0,2.99,1412,45,american,Badstraße 4,10115,Berlin,52.549678,13.3879517,lieferando
737,Café Fleury,9.4,147,10.0,1.99,1217,45,breakfast/dessert,Weinbergsweg 20,10115,Berlin,52.5312105,13.4022441,lieferando
738,Restaurant Marone,9.6,235,10.0,1.99,1061,50,italian,Kastanienallee 64,10115,Berlin,52.5346256,13.406179,lieferando
739,Caphe HOA,9.6,229,10.0,2.99,944,45,vegetarian or vegan,Stallschreiberstraße 15 /0102,10115,Berlin,52.5063589,13.4079823,lieferando
740,Ferrarino Pizza Delivery,8.8,26,10.0,1.99,0,50,italian,Garnisonkirchplatz 2,10115,Berlin,52.52183,13.40174,lieferando
741,McDonald's®,5.2,895,10.0,0.0,991,45,american,Friedrichstraße 141-142,10115,Berlin,52.520009,13.3880113,lieferando
742,Pizza Point Berlin Kreuzberg,7.6,10,10.0,2.99,1038,45,italian,Zimmerstraße 10,10115,Berlin,52.5073228,13.3878867,lieferando
743,Vegan Tiger,9.6,18,10.0,2.99,0,45,middle eastern,Lettestraße 5,10115,Berlin,52.5433297,13.4195241,lieferando
744,Buddha Indische Spezialitäten,6.2,33,10.0,1.99,997,45,vegetarian or vegan,Johannisstr. 9,10115,Berlin,52.5243178,13.3915981,lieferando
745,Funk You,9.0,7,10.0,1.99,803,45,healthy,Rosenthaler Straße 23,10115,Berlin,52.5263827,13.403329,lieferando
746,Pulcinella,7.8,40,10.0,1.99,1292,50,italian,Große Hamburger Str. 21,10115,Berlin,52.524181,13.3992844,lieferando
747,Alt-Berliner Gasthaus Julchen Hoppe,8.8,1046,10.0,2.99,1239,50,vegetarian or vegan,Rathausstraße 25,10115,Berlin,52.5172448,13.4048056,lieferando
748,tak tak - polish deli,8.4,30,10.0,1.99,840,45,european,Brunnenstraße 5,10115,Berlin,52.5305878,13.4007558,lieferando
749,Döner Point,8.6,36,10.0,2.99,0,40,middle eastern,Leipziger Straße 45,10115,Berlin,52.5104879,13.3966614,lieferando
750,Wrapublic - Schönhauser Allee,9.0,56,10.0,2.99,714,45,middle eastern,Schönhauser Allee 80,10115,Berlin,52.5494582,13.4157815,lieferando
751,Prinzen Falafel,9.0,58,10.0,1.99,625,45,middle eastern,Bernauer Straße 63-64,10115,Berlin,52.5419243,13.4018956,lieferando
752,MA'LOA - Poké Bowl,8.0,579,10.0,1.99,1042,45,asian,Oranienburger Straße 7,10115,Berlin,52.5237438,13.4004558,lieferando
753,Choppaluna,9.2,41,10.0,2.99,0,50,healthy,Rudi-Dutschke-Straße 17,10115,Berlin,52.5067797,13.3933877,lieferando
754,Falafel Sababa,8.8,27,10.0,1.99,939,50,middle eastern,Kastanienallee 50,10115,Berlin,52.5338888,13.4046428,lieferando
755,Schnitzelkönig,8.6,350,10.0,2.99,1779,45,european,Greifswalder Straße 50,10115,Berlin,52.5368339,13.4344199,lieferando
756,Der neue Platzhirsch,7.8,212,10.0,1.99,1176,45,vegetarian or vegan,Granseer Strasse 6,10115,Berlin,52.536641,13.402199,lieferando
757,The Fiuty,9.4,349,10.0,1.99,852,50,asian,Kastanienallee 62,10115,Berlin,52.5343708,13.4058112,lieferando
758,Houdini,9.0,551,10.0,2.99,1319,45,vegetarian or vegan,Lychener Straße 35,10115,Berlin,52.54331,13.41667,lieferando
759,MA'LOA - Poké Bowl,7.6,146,10.0,2.99,1031,45,asian,Oberwallstraße 9,10115,Berlin,52.5134504,13.396947,lieferando
760,Moloko,8.2,43,10.0,2.99,1350,45,american,Lettestraße 6,10115,Berlin,52.5435329,13.4190872,lieferando
761,Erdinger am Gendarmenmarkt,7.2,38,10.0,2.99,0,45,european,Jägerstraße 56,10115,Berlin,52.5142325,13.393535,lieferando
762,Peter Pane,8.0,217,10.0,1.99,1194,40,american,Neue Promenade 4,10115,Berlin,52.52315,13.40178,lieferando
763,Sushi Number 1,9.4,221,10.0,2.99,1277,45,asian,Stargarder Straße 13,10115,Berlin,52.5466222,13.4173774,lieferando
764,7 Dumpling,8.8,495,10.0,1.99,1111,60,vegetarian or vegan,Schönhauser Allee 122,10115,Berlin,52.5480357,13.4128595,lieferando
765,Café Journale,8.4,39,10.0,2.99,1000,50,italian,Lindenstraße 37,10115,Berlin,52.5068558,13.3984213,lieferando
766,Der Fischladen Schönhauser Allee,9.4,306,10.0,2.99,2074,50,italian,Schönhauser Allee 128,10115,Berlin,52.5460225,13.4120866,lieferando
767,Eispatisserie Hokey Pokey,9.4,471,10.0,2.99,813,45,breakfast/dessert,Stargarder Straße 73,10115,Berlin,52.54724,13.41761,lieferando
768,Pasta & Vino,9.2,172,10.0,2.99,1714,45,italian,Stargarder Straße 72,10115,Berlin,52.546973,13.417598,lieferando
769,Koempul Restaurant,8.6,139,10.0,2.99,0,50,vegetarian or vegan,Lychener Straße 6,10115,Berlin,52.5414986,13.415243,lieferando
770,Cana Restaurant & Catering,8.6,209,10.0,2.99,1262,45,vegetarian or vegan,Neue Roßstraße 11-12,10115,Berlin,52.5120785,13.4086173,lieferando
771,Izakaya Watapas,9.0,107,10.0,2.99,967,40,asian,Bötzowstrasse 33,10115,Berlin,52.5321446,13.4345215,lieferando
772,Vino e libri,8.6,58,10.0,1.99,1214,50,italian,Choriner Straße 72,10115,Berlin,52.5331602,13.4067346,lieferando
773,NORDSEE,9.2,355,10.0,0.0,970,45,american,Schönhauser Allee 80,10115,Berlin,52.5517268,13.4123013,lieferando
774,Vincent Vegan IV,9.0,192,10.0,2.99,847,45,american,Schönhauser Allee 79,10115,Berlin,52.5494582,13.4157815,lieferando
775,Shezan - Indisches Restaurant,8.6,949,10.0,1.99,1237,45,vegetarian or vegan,Neue Roßstraße 13,10115,Berlin,52.5121025,13.4082589,lieferando
776,Hako Prenzlauerberg,8.8,5,10.0,1.99,0,40,vegetarian or vegan,Kastanienallee 16/17,10115,Berlin,52.5381786,13.4091675,lieferando
777,Formidable,9.4,299,10.0,2.99,922,45,cafes,Schönhauser Allee 126,10115,Berlin,52.5471687,13.4126224,lieferando
778,Gate 57,8.8,79,10.0,2.99,0,45,vegetarian or vegan,Stargarder Str 14,10115,Berlin,52.5465209,13.4177859,lieferando
779,Lovely,9.2,65,10.0,2.99,0,50,indian,Immanuelkirchstraße 29a,10115,Berlin,52.5327775,13.4237252,lieferando
780,Oak & Ice,9.2,82,10.0,2.99,928,45,breakfast/dessert,Schönhauser Allee 52,10115,Berlin,52.5428914,13.4127189,lieferando
781,Schmuck's Restauration,8.8,205,10.0,2.99,869,45,european,Brückenstraße 13,10115,Berlin,52.5120669,13.4168464,lieferando
782,Chopstix,9.0,5,10.0,2.99,1280,50,asian,Dircksenstr. 35,10115,Berlin,52.5228184,13.4095516,lieferando
783,Chaomin-Congee Restaurant,9.4,82,10.0,2.99,1179,45,asian,Prenzlauer Allee 27A,10115,Berlin,52.5328595,13.4209553,lieferando
784,Curry 32,9.4,53,10.0,2.99,642,40,american,Greifswalder Str. 32,10115,Berlin,52.5326992,13.4297117,lieferando
785,Aftab Persische Safranreis Bowl II,8.8,140,10.0,1.99,922,45,vegetarian or vegan,Kastanienallee 90,10115,Berlin,52.5380962,13.4095875,lieferando
786,Wraps Wraps,9.4,347,10.0,1.99,794,45,middle eastern,Pappelallee 9,10115,Berlin,52.5424346,13.4140543,lieferando
787,Quantuan,8.8,52,10.0,2.99,0,45,middle eastern,Marienburger Str. 26B,10115,Berlin,52.5334209,13.4293424,lieferando
788,Bamboo's Hut Asiatische Küche & Sushi Bar,8.8,236,10.0,2.99,940,45,asian,Georgenkirchstraße 3,10115,Berlin,52.5265095,13.4236258,lieferando
789,MA'LOA - Poké Bowl,8.0,135,10.0,2.99,1031,45,asian,Zimmerstraße 68,10115,Berlin,52.5080188,13.3931641,lieferando
790,Creasian,7.2,39,10.0,1.99,926,45,middle eastern,Große Hamburger Straße 20,10115,Berlin,52.5243139,13.3992116,lieferando
791,Döner Inn,8.8,19,10.0,2.99,0,50,italian,Alexanderplatz 8,10115,Berlin,52.5229508,13.4127606,lieferando
792,Ben & Jerry's und Magnum,4.6,3,10.0,2.99,1202,45,breakfast/dessert,Greifswalder Straße 204,10115,Berlin,52.53347,13.4293,lieferando
793,Basil,9.2,90,10.0,2.99,970,50,vegetarian or vegan,Winsstraße 65,10115,Berlin,52.5325692,13.4234745,lieferando
794,Com Viet,8.6,21,10.0,1.99,772,50,asian,Münzstraße 3,10115,Berlin,52.5239938,13.408986,lieferando
795,Les Vignes,9.2,21,10.0,2.99,1772,45,fastfood,Lychener Strasse 4,10115,Berlin,52.5411838,13.4148949,lieferando
796,Bibi Mix,9.2,54,10.0,1.99,878,50,american,Rosa-Luxemburg-Straße 5,10115,Berlin,52.523219,13.408921,lieferando
797,A Cabana,9.0,50,10.0,2.99,1749,40,vegetarian or vegan,Hufelandstraße 15,10115,Berlin,52.5322,13.43195,lieferando
798,Trancina,8.8,148,10.0,2.99,747,50,italian,Stargarder Str. 39,10115,Berlin,52.54303,13.42551,lieferando
799,ROU Vegetarian,8.6,238,10.0,1.99,967,45,vegetarian or vegan,Schwedter Straße 25,10115,Berlin,52.5351763,13.4072986,lieferando
800,Raum Schwalbe,9.2,25,10.0,2.99,770,45,healthy,Winsstraße 9,10115,Berlin,52.5321792,13.4239918,lieferando
801,Zuckerberg - Traditional Candy Shop,9.4,6,10.0,2.99,1399,50,breakfast/dessert,Schönhauser Allee 128,10115,Berlin,52.5460225,13.4120866,lieferando
802,Mamay - vietnamesiche Küche und Teehaus,9.2,544,10.0,2.99,850,45,middle eastern,Schönhauser Allee 61,10115,Berlin,52.5455429,13.4133056,lieferando
803,Eat Culture,9.0,46,10.0,2.99,831,50,vegetarian or vegan,Dircksenstraße 2,10115,Berlin,52.5165549,13.4168142,lieferando
804,Besh,9.0,32,10.0,2.99,700,45,vegetarian or vegan,Brückenstraße 15,10115,Berlin,52.511513,13.416606,lieferando
805,Q Burger,8.4,183,10.0,2.99,653,50,american,Markgrafenstr. 58,10115,Berlin,52.5081566,13.3939132,lieferando
806,China - City,8.4,586,10.0,2.99,1383,45,asian,Leipziger Straße 46,10115,Berlin,52.5103859,13.3976361,lieferando
807,Mama Cook Restaurant,7.8,1135,10.0,2.99,744,45,vegetarian or vegan,Hedemannstraße 10,10115,Berlin,52.50299,13.38859,lieferando
808,BBQ Kitchen,8.0,10,10.0,1.99,0,40,american,Am Zwirngraben 5,10115,Berlin,52.5228928,13.4030367,lieferando
809,cookies and cream,8.0,8,10.0,1.99,2167,45,american,Kremmener Straße 8,10115,Berlin,52.5393779,13.4025196,lieferando
810,BRGRS BRGRS - Organic Burgers,8.0,2130,10.0,2.99,829,45,american,Greifswalder Straße 37,10115,Berlin,52.5336659,13.4306579,lieferando
811,Aapka,8.4,439,10.0,1.99,1302,50,vegetarian or vegan,Kastanienallee 50,10115,Berlin,52.5338678,13.4046789,lieferando
812,W-Der Imbiss,8.4,103,10.0,1.99,0,50,mexican,Kastanienallee 49,10115,Berlin,52.5342581,13.4049672,lieferando
813,Hofbräu Wirtshaus,7.0,415,10.0,2.99,1177,50,european,Karl-Liebknecht-Straße 30,10115,Berlin,52.5246416,13.4138208,lieferando
814,Chupenga Burritos & Salads,8.0,222,10.0,2.99,976,50,mexican,Charlottenstraße 4,10115,Berlin,52.5065747,13.3934657,lieferando
815,Masti Indian Food,4.4,3,10.0,2.99,887,45,vegetarian or vegan,Leipziger Platz 12,10115,Berlin,52.5104461,13.3800834,lieferando
816,NORDSEE,8.4,240,10.0,0.0,949,50,american,Spandauer Straße 4,10115,Berlin,52.52095,13.40434,lieferando
817,Cult Döner,8.4,79,10.0,1.99,846,50,american,Kastanienallee 48,10115,Berlin,52.5343654,13.4051412,lieferando
818,Ki Kuriya,8.4,554,10.0,2.99,1224,45,asian,Hufelandstraße 14,10115,Berlin,52.5320427,13.4311725,lieferando
819,MOC,8.4,421,10.0,2.99,833,45,asian,Lychener Str. 28,10115,Berlin,52.5428276,13.4170145,lieferando
820,Manhattan Slice Pizza,0.0,0,0.0,1.99,0,45,american,Hardenbergplatz 2,10115,Berlin,52.5063233,13.3335382,lieferando
821,KFC,7.0,756,10.0,2.99,1412,50,american,Dircksenstraße 117,10115,Berlin,52.5206493,13.4128278,lieferando
822,Marubi Ramen,8.4,789,10.0,1.99,713,60,asian,Schönhauser Allee 177,10115,Berlin,52.5314367,13.4117509,lieferando
823,Feel Seoul Good,8.0,489,10.0,2.99,1030,50,middle eastern,Husemannstr. 2,10115,Berlin,52.5369169,13.4176047,lieferando
824,PocoLoco,8.2,90,10.0,1.99,0,45,american,Oderberger Strasse 52,10115,Berlin,52.538662,13.4087159,lieferando
825,Hum Vegan Cuisine - Berlin,8.2,443,10.0,2.99,877,45,middle eastern,Raumerstraße 38,10115,Berlin,52.5437685,13.4166649,lieferando
826,Espresso House,7.8,38,10.0,2.99,1026,45,cafes,Schönhauser Allee 116,10115,Berlin,52.5391006,13.4240437,lieferando
827,Dada Falafel,0.0,0,10.0,1.99,0,40,vegetarian or vegan,Linienstraße 132 links,10115,Berlin,52.5264652,13.3879951,lieferando
828,Sveda,8.4,21,10.0,2.99,1397,45,middle eastern,Schwedter Straße 79,10115,Berlin,52.547708,13.4011664,lieferando
829,Kaplan Bistro Schönhauser,8.0,775,10.0,0.0,749,45,italian,Schönhauser Allee 118,10115,Berlin,52.5492218,13.4130494,lieferando
830,Asia Gondel,8.0,66,10.0,2.99,780,45,asian,Brückenstraße 1b,10115,Berlin,52.5116365,13.4171036,lieferando
831,Restaurant Massai,8.4,32,10.0,2.99,0,50,middle eastern,Lychener Str. 12,10115,Berlin,52.5419294,13.4158842,lieferando
832,San Marco,7.8,93,10.0,2.99,0,45,italian,Schönhauser Allee 102,10115,Berlin,52.553134,13.4139428,lieferando
833,Umami Sushi,8.4,280,10.0,2.99,1061,50,asian,Brückenstrasse 5a,10115,Berlin,52.5132373,13.4177761,lieferando
834,South Vietnam,7.8,202,10.0,2.99,937,45,asian,Schönhauser Allee 146 a,10115,Berlin,52.53989,13.41174,lieferando
835,GOA 2,8.4,88,10.0,2.99,0,45,indian,Gleimstraße 18,10115,Berlin,52.5471369,13.4090023,lieferando
836,Indian Village Berlin,8.4,13,10.0,1.99,0,35,vegetarian or vegan,Dircksenstraße 94,10115,Berlin,52.5181633,13.4153644,lieferando
837,Burgermann,7.8,101,10.0,1.99,642,50,american,Schönhauser Allee 173,10115,Berlin,52.53258,13.41192,lieferando
838,Nhat - Nguyet Quan,8.2,69,10.0,2.99,874,40,asian,Hufeland Straße 26,10115,Berlin,52.53127,13.4329399,lieferando
839,HOLY FLAT!,8.2,262,10.0,2.99,923,50,vegetarian or vegan,Eberswalder Straße 22,10115,Berlin,52.540904,13.4109774,lieferando
840,Suriya-Kanthi Der Sonnenschein,8.0,21,10.0,2.99,1113,50,indian,Prenzlauer Allee 224,10115,Berlin,52.53408,13.42073,lieferando
841,Koi 56,8.2,51,10.0,2.99,1157,45,asian,Kollwitzstraße 56,10115,Berlin,52.5350419,13.416897,lieferando
842,Betty'n Caty,7.8,53,10.0,2.99,1021,50,vegetarian or vegan,Knaackstraße 8,10115,Berlin,52.5341523,13.4202418,lieferando
843,China Restaurant Hua Ting,8.4,209,10.0,2.99,1067,45,asian,Strausberger Platz 13,10115,Berlin,52.5177753,13.428624,lieferando
844,Bäckerei Kollwitz,8.4,11,10.0,2.99,0,50,healthy,Sredzkistraße 51,10115,Berlin,52.5386,13.41978,lieferando
845,Vedang - plant burger Bikini,0.0,0,0.0,1.99,917,40,american,Budapester Straße 38-50,10115,Berlin,52.5055961,13.338308,lieferando
846,Five Guys,7.2,338,10.0,1.99,805,50,american,Alexanderplatz 2,10115,Berlin,52.5207838,13.4137908,lieferando
847,Ristorante Pizzeria Allegro,0.0,0,0.0,1.99,996,45,italian,Tauentzienstrasse 9-12,10115,Berlin,52.5044156,13.3379755,lieferando
848,Delabuu Ice Cream,7.2,12,10.0,1.99,0,35,breakfast/dessert,Gleimstraße 26,10115,Berlin,52.5473038,13.4118425,lieferando
849,Schiller Burger,7.4,131,10.0,1.99,688,60,american,Kastanienallee 24,10115,Berlin,52.5376951,13.4084503,lieferando
850,Burgerfabrik,7.2,57,10.0,2.99,697,45,american,Kastanienallee 102,10115,Berlin,52.5397574,13.4112536,lieferando
851,Babel Restaurant,7.4,44,10.0,1.99,0,45,vegetarian or vegan,Kastanienallee 33,10115,Berlin,52.5366556,13.4074675,lieferando
852,Restaurant Jalla Jalla,6.8,49,10.0,2.99,1197,45,middle eastern,Kopenhagenerstr. 4,10115,Berlin,52.5490418,13.4120551,lieferando
853,Italian Food Berlin,7.4,51,10.0,2.99,636,50,italian,Kastanienallee 4,10115,Berlin,52.5403891,13.4110258,lieferando
854,L'Osteria,5.6,580,10.0,2.99,1255,50,italian,Memhardstraße 3,10115,Berlin,52.52368,13.41031,lieferando
