restaurant_name,platform,reviews,avg_review_score,street,zip_code,city,latitude,longitude,type_of_cuisine,avg_delivery_time,pricyness,delivery_fee,minimum_order_value
Ho Lo,lieferando,478,4.1,Schwäbische Straße 16,14199,Berlin,52.49024,13.35226,"['asian_1864', 'thai_61', 'vietnamese_261']",40,1025,199,0
Pizza Peppino,lieferando,8,4.1,Tucholskystraße 13,14199,Berlin,52.5245208,13.3923952,"['italian-pizza_271', 'burgers_541', 'pasta_1614']",45,0,199,0
Italofritzen,lieferando,101,3.4,Friedrichstr. 105,14199,Berlin,52.5227282,13.3881445,"['italian-pizza_271', 'pasta_1614', 'salads_1456']",45,1111,199,0
Datscha,lieferando,74,4.0,Graefestraße 83,14199,Berlin,52.4939652,13.4187303,"['vegetarian_391', 'falafel_1215', 'russian_781']",50,1220,199,0
Arata- Sushi & More,lieferando,372,4.3,Torstr. 223,14199,Berlin,52.5276848,13.3883396,"['sushi_51', 'japanese_551', 'salads_1456']",40,1379,199,0
MA'LOA - Poké Bowl,lieferando,578,4.0,Oranienburger Straße 7,14199,Berlin,52.5237438,13.4004558,"['sushi_51', 'asian_1864', 'poke-bowl_2318']",45,1042,199,0
Doyuran Köfteci,lieferando,42,3.3,Oranienstraße 168,14199,Berlin,52.5017144,13.4174003,"['turkish_31', 'turkish-pizza_291', 'falafel_1256']",50,921,199,0
TSU TSU,lieferando,35,3.8,Graefestraße 2,14199,Berlin,52.4952967,13.4192085,"['japanese_551', 'falafel_1215', 'chicken_521']",55,0,199,0
Kamala,lieferando,29,4.0,Oranienburger Straße 69,14199,Berlin,52.5248421,13.3925536,"['vegetarian_391', 'falafel_1215', 'thai_61']",45,1289,199,0
Trattoria a' Muntagnola,lieferando,57,4.6,Fuggerstraße 27,14199,Berlin,52.4987782,13.344104,"['italian-pizza_271', 'pasta_1614', 'salads_1456']",45,1223,199,0
Bar Tolucci,lieferando,37,4.6,Eisenacher Straße 38,14199,Berlin,52.4902119,13.3488152,['italian_21'],45,0,199,0
Gaststätte Sophieneck,lieferando,73,4.4,Große Hamburger Straße 37,14199,Berlin,52.526368,13.3986636,"['german_431', 'schnitzel_1654', 'german_441']",45,1375,199,0
Cô Linh,lieferando,127,4.2,Crellestrasse 48,14199,Berlin,52.4869412,13.3577095,"['sushi_51', 'vegetarian_391', 'vietnamese_261']",45,914,199,0
Peter Pane,lieferando,217,4.0,Neue Promenade 4,14199,Berlin,52.52315,13.40178,"['burgers_541', 'falafel_1215', 'salads_1456']",45,1194,199,0
MIRCHI,lieferando,8,4.6,Oranienstraße 204 links,14199,Berlin,52.4995721,13.4249836,"['indian_71', 'asian_1864']",50,0,199,0
Umami Sushi,lieferando,280,4.2,Brückenstrasse 5a,14199,Berlin,52.5132373,13.4177761,"['sushi_51', 'japanese_551']",40,1061,199,0
Namu Sushi Lounge,lieferando,103,4.1,Oranienburger Straße 17,14199,Berlin,52.5241316,13.3975132,"['sushi_51', 'asian_1864', 'vietnamese_261']",45,1088,199,0
Hà Anh Quán,lieferando,66,4.1,Goltzstr. 51,14199,Berlin,52.49025,13.3529,"['sushi_51', 'vegetarian_391', 'vietnamese_261']",45,1011,199,0
Chopstix,lieferando,5,4.5,Dircksenstr. 35,14199,Berlin,52.5228184,13.4095516,"['sushi_51', 'asian_1864', 'vietnamese_261']",45,1280,199,0
Ustam Döner,lieferando,43,3.8,Kottbusser damm 1,14199,Berlin,52.4953595,13.4200989,"['doener_821', 'turkish_31', 'falafel_1256']",55,0,199,0
Suksan,lieferando,25,4.4,Ansbacher Straße 4,14199,Berlin,52.5042882,13.3424363,"['vegetarian_391', 'asian_1864', 'thai_61']",40,1419,199,0
Restaurant Elefant,lieferando,420,4.2,Fuggerstraße 18,14199,Berlin,52.4990266,13.3453486,"['falafel_1215', 'german_431', 'schnitzel_1654']",45,1355,199,0
PHO - Noodlebar,lieferando,783,4.0,Linienstraße 134,14199,Berlin,52.5264349,13.387848,"['asian_1864', 'vietnamese_261', 'homemade_451']",45,905,199,0
Viet Village,lieferando,74,4.3,Rosenthaler Straße 50,14199,Berlin,52.5253433,13.4036946,"['vegetarian_391', 'asian_1864', 'vietnamese_261']",45,709,199,0
Bibi Mix,lieferando,54,4.6,Rosa-Luxemburg-Straße 5,14199,Berlin,52.523219,13.408921,"['burgers_541', 'asian_1864', 'chicken_521']",40,878,199,0
BBQ Kitchen,lieferando,10,4.0,Am Zwirngraben 5,14199,Berlin,52.5228928,13.4030367,"['burgers_541', 'fries_1734']",45,0,199,0
Maroush,lieferando,83,3.5,Adalbertstraße 93,14199,Berlin,52.5009339,13.4186987,"['arab_1246', 'lebanese_491']",50,0,199,0
Esra Falafel,lieferando,184,4.1,Rosa-Luxemburg-Str. 5,14199,Berlin,52.523637,13.409156,"['turkish_31', 'falafel_1256', 'arab_1246']",40,792,199,0
Pulcinella,lieferando,40,3.9,Große Hamburger Str. 21,14199,Berlin,52.524181,13.3992844,"['italian-pizza_271', 'vegetarian_391', 'italian_21']",45,1292,199,0
7 Days finest fresh food,lieferando,44,3.9,Hauptstraße 21,14199,Berlin,52.4864318,13.356276,"['burgers_541', 'doener_821', 'turkish_31']",45,0,199,0
Yogi-Haus Indisches Restaurant,lieferando,535,4.4,Belziger Straße 42,14199,Berlin,52.48631,13.35055,"['indian_71', 'asian_1864', '100-halal_921']",45,1592,199,0
Carlos Tapas Bar,lieferando,43,4.5,Eisenacher Str. 69,14199,Berlin,52.4862102,13.3515818,"['spanish-and-tapas_11', 'fish_421', 'beef_1426']",45,1046,199,0
Sangam,lieferando,53,4.2,Akazienstrasse 19,14199,Berlin,52.48854,13.353605,"['indian_71', 'veal_1744', 'chicken_521']",45,1123,199,0
Wiesenstein,lieferando,195,4.1,Viktoria-Luise-Platz 12a,14199,Berlin,52.49554,13.34315,"['vegetarian_391', 'german_431', 'schnitzel_1654']",45,1560,199,0
Goldies,lieferando,176,3.8,Oranienstraße 6 rechts,14199,Berlin,52.4998607,13.4250679,"['american_381', 'fries_1734', 'chicken_521']",50,1029,199,0
Kebab Baba,lieferando,167,4.1,Linienstraße 133,14199,Berlin,52.5265051,13.3878453,"['doener_821', 'turkish_31', 'fries_1734']",45,700,199,0
Pizzeria Da Lucia,lieferando,273,4.3,Welserstr. 25,14199,Berlin,52.4989,13.3419,"['italian-pizza_271', 'italian_21', 'pasta_1614']",45,1061,199,0
Restaurant Graf,lieferando,85,4.2,Martin-Luther-Straße 6-10,14199,Berlin,52.49923,13.3455,['russian_781'],45,958,199,0
Com Viet,lieferando,21,4.3,Münzstraße 3,14199,Berlin,52.5239938,13.408986,"['asian_1864', 'vietnamese_261', 'soup_1406']",45,772,199,0
Mangia E Bevi,lieferando,64,4.5,Wartburgstraße 8,14199,Berlin,52.4874145,13.3493499,"['italian-pizza_271', 'italian_21', 'pasta_1614']",45,1782,199,0
Papaya Restaurant,lieferando,5,3.7,Luisenstraße 49,14199,Berlin,52.524083,13.3795816,"['sushi_51', 'vegetarian_391', 'asian_1864']",40,0,199,0
Tenur - Kurdische Küche,lieferando,10,4.5,Reichenberger Straße 147,14199,Berlin,52.4971324,13.4258939,"['salads_1456', 'turkish-pizza_291', 'arab_1246']",55,1575,199,0
Subway,lieferando,283,4.2,Friedrichstraße 114,14199,Berlin,52.5265278,13.3874635,"['sandwiches_671', 'wrap_1416']",45,777,199,0
Peter Pane,lieferando,898,3.6,Invalidenstraße 53,14199,Berlin,52.5243924,13.3694417,"['burgers_541', 'falafel_1215', 'salads_1456']",40,1189,199,0
Funk You,lieferando,7,4.5,Rosenthaler Straße 23,14199,Berlin,52.5263827,13.403329,"['salads_1456', 'wrap_1416', 'poke-bowl_2318']",45,803,199,0
Minty's Fresh Food Bar,lieferando,7,4.3,Torstraße 178,14199,Berlin,52.5284428,13.3944515,"['salads_1456', 'lunch_351', 'drinks-and-snacks_661']",45,754,199,0
Döner Inn,lieferando,19,4.4,Alexanderplatz 8,14199,Berlin,52.5229508,13.4127606,"['italian-pizza_271', 'doener_821', 'turkish-pizza_291']",40,0,199,0
Ristorante Pizzeria Roma,lieferando,443,3.4,Friedrichstraße 129,14199,Berlin,52.5251229,13.3871339,"['italian-pizza_271', 'italian_21', 'pasta_1614']",45,1200,199,0
KUCHI Mitte,lieferando,846,4.1,Gipsstr. 3,14199,Berlin (Mitte),52.5271845,13.3993081,"['sushi_51', 'asian_1864', 'salads_1456']",45,1310,199,0
momos - organic veggie dumplings,lieferando,371,3.9,Chausseestrasse 2,14199,Berlin,52.5276015,13.3870146,"['vegetarian_391', 'falafel_1215', 'dumplings_1814']",40,1315,199,0
Indian Village Berlin,lieferando,13,4.2,Dircksenstraße 94,14199,Berlin,52.5181633,13.4153644,"['vegetarian_391', 'indian_71', 'falafel_1215']",40,0,199,0
LuuKhanh Vietnamese Food & Sushi,lieferando,48,4.7,Grunewaldstraße 35,14199,Berlin,52.4893348,13.3463161,"['sushi_51', 'falafel_1215', 'vietnamese_261']",45,0,199,0
Freshdays Berlin,lieferando,130,4.4,Skalitzer Straße 103,14199,Berlin,52.4994787,13.4279238,"['vegetarian_391', 'asian_1864', 'vietnamese_261']",50,873,199,0
Mozzarella Bar & Bottega,lieferando,54,4.4,Auguststr. 34,14199,Berlin,52.5276355,13.4009231,"['italian_21', 'pasta_1614', 'salads_1456']",45,1593,199,0
Reva,lieferando,15,4.1,Bayreuther Straße 3,14199,Berlin,52.5036738,13.3439492,"['vegetarian_391', 'doener_821', '100-halal_921']",45,0,199,0
Das Pizzatrium,lieferando,7,3.0,Körtestraße 8,14199,Berlin,52.4913137,13.4112576,"['italian-pizza_271', 'vegetarian_391', 'pasta_1614']",50,0,199,0
Antique Kebab Haus,lieferando,19,4.3,Walther-Schreiber-Platz 1,14199,Berlin,52.4665727,13.328289,"['vegetarian_391', 'doener_821', 'falafel_1256']",35,0,299,1000
Vichin Gourmet Restaurant,lieferando,92,4.4,Walther-Schreiber-Platz 1,14199,Berlin,52.4652889,13.3278349,"['chinese_41', 'vegetarian_391', 'asian_1864']",35,780,199,1000
Subway,lieferando,46,2.9,Spandauer Straße 3,14199,Berlin,52.5200252,13.4037884,"['salads_1456', 'sandwiches_671', 'wrap_1416']",40,0,199,0
Frühstück / Breakfast,lieferando,6,4.1,Torstraße 205,14199,Berlin,52.52798,13.39013,"['baked-goods_2468', 'cake_251']",40,0,199,0
Mizu Ramen,lieferando,113,3.4,Friedrichstr. 115,14199,Berlin,52.5268053,13.3874491,['japanese_551'],45,0,199,0
Creasian,lieferando,39,3.6,Große Hamburger Straße 20,14199,Berlin,52.5243139,13.3992116,"['falafel_1215', 'asian_1864', 'soup_1406']",45,926,199,0
La Piadina,lieferando,267,4.1,Mariannenplatz 23,14199,Berlin,52.5041963,13.4266277,"['italian-pizza_271', 'italian_21', 'desserts_954']",50,1188,199,0
Sehraya,lieferando,0,0.0,Großbeerenstraße 79,14199,Berlin,52.4972055,13.384918,"['burgers_541', 'arab_1246', 'drinks-and-snacks_661']",45,0,199,0
7 Dumpling,lieferando,11,4.2,Ansbacher Straße 29,14199,Berlin,52.500796,13.3417993,"['chinese_41', 'vegetarian_391', 'asian_1864']",40,0,199,0
Five Guys,lieferando,338,3.6,Alexanderplatz 2,14199,Berlin,52.5207838,13.4137908,"['burgers_541', 'american_381', 'fries_1734']",45,805,199,0
Espresso House,lieferando,85,4.0,Albrechtstraße 131,14199,Berlin,52.4570056,13.3220651,"['cafe_2134', 'baked-goods_2468', 'breakfast_361']",35,940,299,1000
Slemani Grill,lieferando,10,3.6,Kottbusser Damm 98,14199,Berlin,52.49456,13.42151,"['sandwiches_671', 'arab_1246', 'chicken_521']",55,0,199,0
Buddha Indische Spezialitäten,lieferando,33,3.1,Johannisstr. 9,14199,Berlin,52.5243178,13.3915981,"['vegetarian_391', 'indian_71', 'chicken_521']",45,997,199,0
Coréen,lieferando,107,4.0,Torstraße 179,14199,Berlin,52.52879,13.39407,"['vegetarian_391', 'asian_1864', 'korean_1114']",45,1691,199,0
Carambar,lieferando,5,3.7,Rathausstraße 1,14199,Berlin,52.5202511,13.4121323,"['burgers_541', 'pasta_1614', 'steak_401']",45,854,199,0
Due Fratelli,lieferando,24,3.6,Chausseestraße 131A,14199,Berlin,52.5273175,13.3865372,"['italian-pizza_271', 'italian_21', 'pasta_1614']",40,0,199,0
La Femme,lieferando,79,4.1,Kottbusser Damm 77,14199,Berlin,52.49096,13.42375,"['salads_1456', 'turkish_31', 'other_101']",50,797,199,0
MA'LOA - Poké Bowl,lieferando,384,3.0,Oranienstraße 187,14199,Berlin,52.5003802,13.4214782,"['sushi_51', 'asian_1864', 'poke-bowl_2318']",50,1018,199,0
Nuovo Antica Roma,lieferando,218,3.4,Wittenbergplatz 5-6,14199,Berlin,52.5017886,13.3438852,"['italian-pizza_271', 'italian_21', 'pasta_1614']",45,1249,199,0
goodies deli,lieferando,13,4.2,Schloßstraße 20,14199,Berlin,52.4607996,13.3237589,"['falafel_1215', 'salads_1456', 'desserts_954']",35,710,199,1000
Zola Neapolitan Pizza,lieferando,842,3.1,Paul-Lincke-Ufer 39,14199,Berlin,52.4961292,13.4222048,"['italian-pizza_271', 'vegetarian_391', 'italian_21']",55,1083,199,0
Seven Days Finest Fresh Food,lieferando,73,3.7,Hauptstraße 30,14199,Berlin,52.4851178,13.353709,"['burgers_541', 'vegetarian_391', 'doener_821']",45,861,199,0
Sausalitos,lieferando,21,3.2,Oranienburger Straße 50,14199,Berlin,52.5261772,13.3886292,"['burgers_541', 'mexican_221', 'american_381']",45,1240,199,0
Fatih Servet,lieferando,0,0.0,Leipziger Platz 12 / Mall of Be,14199,Berlin,52.5105802,13.3812721,"['vegetarian_391', 'doener_821', 'arab_1246']",40,703,199,0
La Galleria Italiana,lieferando,27,3.3,Torstraße 182,14199,Berlin,52.5282535,13.3935637,"['vegetarian_391', 'italian_21', 'pasta_1614']",45,1396,199,0
Streuselbar,lieferando,0,0.0,Leipziger Platz 12,14199,Berlin,52.5102817,13.3792042,['drinks-and-snacks_661'],50,0,199,0
BAO BUN BURGER,lieferando,68,4.0,Stuttgarter Platz 2,14199,Berlin,52.5058354,13.3057562,"['burgers_541', 'asian_1864', 'poke-bowl_2318']",40,1279,299,1000
KooksKochen,lieferando,153,4.7,Wexstraße 29,14199,Berlin,52.478883,13.3299761,"['asian_1864', 'poke-bowl_2318', 'korean_1114']",40,1078,299,1000
Espresso House,lieferando,0,0.0,Potsdamer Platz 5,14199,Berlin,52.510509,13.3761878,"['cafe_2134', 'baked-goods_2468', 'breakfast_361']",50,0,199,0
Döner Time,lieferando,61,4.2,Bayerischer Platz 9,14199,Berlin,52.4881375,13.3406209,"['burgers_541', 'doener_821']",45,0,299,1000
Xia Tea,lieferando,41,4.8,Trautenaustraße 19,14199,Berlin,52.4928059,13.3291696,"['asian_1864', 'cafe_2134', 'ice-cream_1194']",40,590,299,1000
Hanoi Deli,lieferando,187,4.2,Kurfürstendamm 161-162,14199,Berlin,52.499561,13.3057467,"['japanese_551', 'asian_1864', 'vietnamese_261']",45,1042,299,1000
San Marino Ristorante,lieferando,6,4.3,Prager Platz 1-3,14199,Berlin,52.4933981,13.332398,"['italian-pizza_271', 'pasta_1614', 'salads_1456']",40,0,299,1000
Caffe Bar Italia,lieferando,0,0.0,Wilhelmstraße 86,14199,Berlin,52.5134142,13.3819273,"['italian-pizza_271', 'italian_21', 'pasta_1614']",50,1134,199,0
BERLINER KAFFEERÖSTEREI GIEST & COMPAGNON GMBH & CO. KG,lieferando,20,4.9,Uhlandstr. 173-174,14199,Berlin,52.5013377,13.325563,"['desserts_954', 'homemade_451']",45,0,299,1000
Mr. Gyros,lieferando,297,4.2,Grunewaldstraße 54,14199,Berlin,52.4881688,13.3377084,"['greek_91', 'gyros_1356']",45,1125,299,1000
Bonjour Ha Noi,lieferando,3,2.7,Sophienstraße 10,14199,Berlin,52.5250866,13.4025245,"['sushi_51', 'vietnamese_261']",45,0,199,0
Café Bistro Shaniu,lieferando,18,4.3,Pariser Straße 56,14199,Berlin,52.4960978,13.3278272,"['asian_1864', 'dumplings_1814', 'korean_1114']",45,0,299,1000
green tree,lieferando,115,4.8,Pfalzburgerstraße 83,14199,Berlin,52.4988567,13.3231234,"['vegetarian_391', 'falafel_1215', 'poke-bowl_2318']",45,1095,299,1000
Go!Fish,lieferando,0,0.0,Spandauer Straße 4,14199,Berlin,52.5206084,13.404795,"['burgers_541', 'salads_1456', 'fish_421']",45,0,0,0
Little Green Rabbit Gendarmenmarkt,lieferando,0,0.0,Jägerstraße 27,14199,Berlin,52.5139595,13.3956565,"['vegetarian_391', 'salads_1456', 'soup_1406']",40,917,199,0
El Chilenito,lieferando,0,0.0,Bergmannstraße 102,14199,Berlin,52.4899666,13.3894178,"['vegetarian_391', 'desserts_954', 'steak_401']",45,1057,199,0
Nepomuk,lieferando,27,4.3,Rothenburgstr.36/Grunewaldstraße 6 36/6,14199,Berlin,52.45813,13.31847,"['italian-pizza_271', 'italian_21', 'pasta_1614']",35,0,299,1000
Tian Fu Uhlandstraße,lieferando,234,4.6,Uhlandstrasse 142,14199,Berlin,52.4949189,13.3242146,"['chinese_41', 'vegetarian_391']",45,0,299,1000
Viet Bowl Charlottenburg,lieferando,313,4.3,Uhlandstraße 156,14199,Berlin,52.4983891,13.3247217,"['vegetarian_391', 'asian_1864', 'vietnamese_261']",45,1123,299,1000
I-Ke-Su Kaiten Sushi,lieferando,108,4.4,Uhlandstraße 157,14199,Berlin,52.4985568,13.3248688,"['sushi_51', 'japanese_551', 'asian_1864']",45,1768,299,1000
Taverna Hellas,lieferando,222,4.5,Güntzelstraße 19-20,14199,Berlin,52.49151,13.32609,"['greek_91', 'gyros_1356', 'lunch_351']",45,1435,299,1000
Russische Feinkost Avantgarde,lieferando,138,4.7,Uhlandstraße 42,14199,Berlin,52.4989805,13.3243244,"['fish_421', 'russian_781', 'chicken_521']",45,1398,299,1000
Windburger,lieferando,2444,3.8,Windscheidstraße 26,14199,Berlin,52.5062301,13.2997112,"['burgers_541', 'fries_1734', 'snacks_201']",40,690,299,1000
Namaste,lieferando,483,4.1,Pariser Str. 56,14199,Berlin,52.49611,13.32754,"['indian_71', 'curry_731', 'lunch_351']",45,1214,299,1000
La Cantina Rosso,lieferando,27,4.7,Lietzenburger Straße 83,14199,Berlin,52.4997003,13.3231648,['italian_21'],45,1365,299,1000
Black & White Istanbul,lieferando,37,4.0,Uhlandstraße 171/172,14199,Berlin,52.5012436,13.325671,"['turkish_31', 'steak_401', 'soup_1406']",45,1548,299,1000
Subway,lieferando,141,3.8,Walther-Schreiber-Platz 1,14199,Berlin,52.4653028,13.3277625,"['sandwiches_671', 'wrap_1416', 'chicken_521']",35,1039,299,1000
Meet You,lieferando,78,4.1,Fasanenstraße 41,14199,Berlin,52.4980606,13.3264764,"['chinese_41', 'vegetarian_391', 'asian_1864']",45,1275,299,1000
Tasty Cuisine,lieferando,35,3.7,Prager Platz 4,14199,Berlin,52.4929991,13.3323817,"['asian_1864', 'vietnamese_261']",40,1167,299,1000
Tian Fu Berliner Straße,lieferando,323,4.0,Berliner Straße 15,14199,Berlin,52.4872745,13.3295282,"['chinese_41', 'vegetarian_391', 'asian_1864']",45,1199,299,1000
Marjellchen,lieferando,82,4.1,Mommsenstraße 9,14199,Berlin,52.5032005,13.3173424,"['vegetarian_391', 'german_431', 'schnitzel_1654']",45,0,299,1000
Go!Fish,lieferando,14,4.0,Schloßstr. 23,14199,Berlin,52.460094,13.3234431,"['burgers_541', 'salads_1456', 'fish_421']",35,0,0,1000
MARDIA Lahmacun & Pide House,lieferando,15,4.2,Uhlandstraße 153,14199,Berlin,52.4976405,13.3247382,"['100-halal_921', 'turkish-pizza_291', 'soup_1406']",45,0,299,1000
Ben & Jerry's und Magnum,lieferando,37,3.8,Uhlandstraße 43,14199,Berlin,52.4987687,13.3243087,"['desserts_954', 'snacks_201', 'ice-cream_1194']",45,1302,299,1000
Parkcafe Pusteblume,lieferando,16,4.2,Durlacher Straße 2,14199,Berlin,52.480226,13.3364532,"['burgers_541', 'italian_21', 'asian_1864']",45,981,299,1000
Indisches Restaurant Calcutta,lieferando,19,4.7,Bleibtreustraße 17,14199,Berlin,52.5031823,13.3194442,"['indian_71', 'falafel_1215', 'curry_731']",40,1535,299,1000
Restaurant Samrat,lieferando,42,4.1,Güntzelstr. 19,14199,Berlin,52.49151,13.32609,"['indian_71', 'curry_731', 'chicken_521']",45,1142,299,1000
Trattoria Casa Lucariello,lieferando,20,4.7,Emser Str. 42,14199,Berlin,52.4971824,13.3198867,"['italian_21', 'pasta_1614', 'salads_1456']",45,1176,299,1000
Leo's,lieferando,42,4.3,Johann-Georg-Straße 10,14199,Berlin,52.4970911,13.2976913,['german_431'],40,1363,299,1000
Boujee,lieferando,7,4.6,Pariser Straße 18A,14199,Berlin,52.4983,13.31914,"['italian-pizza_271', 'italian_21', 'pasta_1614']",45,1090,299,1000
Monsun,lieferando,4,4.3,Pariser Straße 42,14199,Berlin,52.4979029,13.3189054,"['vegetarian_391', 'asian_1864', 'steak_401']",45,0,299,1000
Restaurant Cafe Bar SIDNEY,lieferando,61,4.5,Pariser Straße 19,14199,Berlin,52.4984818,13.3182274,"['burgers_541', 'vegetarian_391', 'schnitzel_1654']",45,0,299,1000
Capponcella,lieferando,7,4.1,Kurfürstendamm 202,14199,Berlin,52.5016349,13.3215227,"['italian-pizza_271', 'italian_21', 'pasta_1614']",45,708,299,1000
Damla Market Grill - Imbiss,lieferando,0,0.0,Karl-Heinrich-Ulrichs-Straße 4,14199,Berlin,52.5005141,13.354299,"['doener_821', 'turkish_31', 'desserts_954']",45,0,199,0
Café OLIVIA,lieferando,86,4.7,Kurfürstendamm 102,14199,Berlin,52.4981994,13.29552,"['italian_21', 'german_431', 'russian_781']",40,828,299,1000
Die Gute Stube,lieferando,58,4.1,Pfalzburger Straße 24,14199,Berlin,52.493525,13.3215868,"['german_431', 'schnitzel_1654']",45,1749,299,1000
Veloce Pizza e Pasta,lieferando,57,4.4,Berliner Straße 132,14199,Berlin,52.48617,13.32084,"['italian-pizza_271', 'italian_21', 'pasta_1614']",40,688,299,1000
NORDSEE,lieferando,201,3.2,Schloßstraße 23,14199,Berlin,52.460094,13.3234431,"['burgers_541', 'pasta_1614', 'fish_421']",35,979,0,1000
Miu Lunch,lieferando,0,0.0,Reinhardtstraße 47a,14199,Berlin,52.5221767,13.3781882,"['asian_1864', 'drinks-and-snacks_661', 'poke-bowl_2318']",45,0,199,0
Bier's Kudamm 195,lieferando,58,4.1,Kurfürstendamm 195,14199,Berlin,52.5011319,13.3184725,"['german_431', 'fries_1734', 'snacks_201']",45,2500,299,1000
Ben & Jerry's und Magnum,lieferando,8,5.0,Breite Straße 1,14199,Berlin,52.47348,13.29919,"['desserts_954', 'snacks_201', 'ice-cream_1194']",40,1202,199,1000
Panzerotto Italian easy food,lieferando,42,4.8,Stuttgarter Platz 1,14199,Berlin,52.50593,13.3065,"['italian_21', 'snacks_201']",40,0,299,1000
CousCous Schale,lieferando,127,4.9,Dahlmannstr. 17,14199,Berlin,52.49963,13.30347,"['arab_1246', 'wrap_1416', 'moroccan_341']",45,840,299,1000
Gohan Tokyo to go,lieferando,37,4.9,Wilmersdorfer Straße 70,14199,Berlin,52.5042318,13.3071309,"['vegetarian_391', 'japanese_551', 'falafel_1215']",40,950,299,1000
La Pizza di Russillo,lieferando,24,4.3,walther schreiber platz 1,14199,Berlin,52.4662196,13.3283264,"['italian-pizza_271', 'salads_1456']",35,979,299,1000
DALUMA,lieferando,118,4.2,Schlüterstraße 38,14199,Berlin,52.5020226,13.3165845,"['salads_1456', 'gluten-free_1556', 'poke-bowl_2318']",45,822,299,1000
Wex Cafe,lieferando,13,4.2,Wexstraße 29,14199,Berlin,52.478883,13.3299761,"['vegetarian_391', 'turkish_31', 'lunch_351']",40,700,299,1000
Lychee,lieferando,55,4.6,Bayerische Straße 9,14199,Berlin,52.4969759,13.3134729,"['chinese_41', 'vegetarian_391', 'asian_1864']",45,0,299,1000
OLLA,lieferando,0,0.0,James-Simon-Park / Monbijoupark 154 / 155,14199,Berlin,52.5217395,13.3992109,"['italian-pizza_271', 'italian_21', 'pasta_1614']",40,1015,199,0
C'yah,lieferando,235,4.4,Kantstraße 83,14199,Berlin,52.5070142,13.2963254,"['asian_1864', 'vietnamese_261', 'homemade_451']",40,970,299,1000
TTP Sushi,lieferando,189,4.2,Olivaer Platz 5,14199,Berlin,52.4988336,13.3148961,"['sushi_51', 'vegetarian_391', 'asian_1864']",45,1306,299,1000
India Express,lieferando,777,4.4,Kantstraße 74,14199,Berlin,52.5069519,13.2993544,['indian_71'],40,769,299,1000
Udagawa,lieferando,109,4.6,Kantstraße 118,14199,Berlin,52.50635,13.3094001,"['japanese_551', 'asian_1864']",40,838,299,1000
Falafelkantstraße,lieferando,96,4.6,Kantstraße 56a,14199,Berlin,52.50693,13.30712,"['falafel_1256', 'arab_1246']",40,830,299,1000
China Restaurant Do De Li,lieferando,108,4.7,Kantstraße 120,14199,Berlin,52.50613,13.30988,"['chinese_41', 'asian_1864']",40,1310,299,1000
Café Kredenz,lieferando,92,4.6,Kantstraße 81,14199,Berlin,52.50727,13.29686,"['desserts_954', 'cafe_2134', 'cake_251']",40,0,299,1000
Aftab Persische Safranreis Bowl,lieferando,270,4.7,Mecklenburgische Straße 89,14199,Berlin,52.4822877,13.3182506,"['vegetarian_391', 'falafel_1215', 'iranian_2324']",40,927,199,1000
Sagano,lieferando,257,4.2,Kurfürstendamm 182,14199,Berlin,52.50031,13.31358,"['sushi_51', 'asian_1864', 'vietnamese_261']",45,1084,299,1000
Sayuri,lieferando,100,4.4,Kurfürstendamm 137,14199,Berlin,52.4974867,13.2952617,"['sushi_51', 'japanese_551', 'asian_1864']",40,1232,299,1000
Viet'S,lieferando,128,4.6,Wilmersdorfer Straße 105,14199,Berlin,52.5042002,13.3077419,"['asian_1864', 'vietnamese_261']",40,908,299,1000
Alma Mia,lieferando,29,4.6,Giesebrechtstraße 19,14199,Berlin,52.5029236,13.3093234,"['italian_21', 'pasta_1614', 'noodles_2258']",45,1336,299,1000
Café 6 Spoons,lieferando,42,4.4,Waitzstraße 11,14199,Berlin,52.5009125,13.3053328,"['desserts_954', 'polish_1216', 'russian_781']",40,650,299,1000
Salhino Georgisches Restaurant,lieferando,64,4.5,Waitzstraße 1,14199,Berlin,52.5033455,13.3054309,"['beef_1426', 'other_101', 'chicken_521']",40,2161,299,1000
Café Reporter,lieferando,16,4.5,Suarezstraße 20,14199,Berlin,52.5062509,13.2941435,"['vegetarian_391', 'desserts_954', 'tarte_2424']",40,0,299,1000
Pizza Como,lieferando,12,3.6,Schlüterstr. 24a,14199,Berlin,52.5050386,13.3170758,"['italian-pizza_271', 'vegetarian_391', 'pasta_1614']",40,861,299,1000
MA'LOA - Poké Bowl,lieferando,608,4.0,Kantstraße 48,14199,Berlin,52.50672,13.31057,"['sushi_51', 'asian_1864', 'poke-bowl_2318']",45,1031,299,1000
Dada Falafel,lieferando,0,0.0,Linienstraße 132 links,14199,Berlin,52.5264652,13.3879951,"['vegetarian_391', 'falafel_1256']",45,0,199,0
Pinocchio,lieferando,0,0.0,Alexanderplatz 2,14199,Berlin,52.5207838,13.4137908,"['italian-pizza_271', 'vegetarian_391', 'italian_21']",45,804,199,0
Buongiorno,lieferando,14,4.0,Kantstraße 57,14199,Berlin,52.5069657,13.3058197,"['italian-pizza_271', 'pasta_1614', 'salads_1456']",40,0,299,1000
Hanok Restaurant,lieferando,44,4.0,Kurfürstendamm 134,14199,Berlin,52.4972443,13.2934842,"['asian_1864', 'lunch_351', 'korean_1114']",40,2038,299,1000
