Name,lat,lon
Cafe Pascha,52.44846,13.35689
Mc Curry,52.43591,13.3469
La Montanara,52.43884,13.34411
Dua do Restaurant,52.43591,13.3469
Dai Gemüse Kebap,52.43667,13.34565
Mobil Point Berlin Lankwitz,52.43591,13.3469
Bei Maria,52.44142,13.35357
La Ronda,52.44911,13.35243
Surf Inn,52.43672,13.34606
Kimchi Heim,52.4496,13.34854
Marco Polo,52.42939,13.35183
Villa Christina,52.43979,13.38806
Eiscafé Malibu,52.43896,13.34434
Il Pavone,52.44168,13.35395
Roden,52.43495,13.46945
Recke's Britzer Wiesen,52.442831,13.467868
Elvan Grillhaus,52.43141,13.4614
Villa Fellini,52.44071,13.45911
Panda,52.4322,13.47464
Pizza Max,52.44316,13.45727
Haci Baba,52.43236,13.46212
Giuseppe,52.44137,13.45906
Curry Schmidt,52.44205,13.45759
Da Capo,52.43715,13.463585
Hanabi,52.43271,13.47211
Tequila Steakhaus,52.43743,13.46265
Ristorante Il Monte,52.4322,13.47464
Natürlich&Schön,52.4395,13.46031
Asia Imbiss,52.44086,13.45956
Gyros Express,52.44205,13.45759
Wirtshaus Heide am Wasser,52.443737,13.484369
Gyros Express,52.43274,13.46083
Bei Lu,52.43223,13.46173
Eisbar,52.44186,13.45785
Pointoo Mexikanische Spezialitäten,52.444935,13.481515
Reckes Britzer Wiesen,52.44576,13.46142
Goldhähnchen,52.44236,13.45719
Pizza Goldammer,52.43233,13.46842
Ristorante Cuore Salentino,52.42695,13.48212
Coffee Fellows,52.42933,13.45527
Thai Imbiss Sawaddi,52.4248,13.4868
China Restaurant Reuter Terrassen,52.44497,13.45474
Café Cafeteria Wernicke,52.42933,13.45527
Immergrün,52.42933,13.45527
Jadera,52.43263,13.45392
Wawel,52.42695,13.48212
Kentucky Fried Chicken,52.42933,13.45527
Al Teatro,52.429643,13.45514
Sonnenblick,52.42784,13.46914
BURGER KING,52.43006,13.45569
Pizza Europa,52.42941,13.45733
Zum Hufeisen,52.44797,13.44963
BURGER KING,52.43026,13.45597
Pizzeria Bella Amore,52.43962,13.45346
Hofcafe Spaeth,52.45428,13.47322
Thai Nippon Bar,52.429142,13.456647
Waffle Brothers Gropius,52.43061,13.45513
Eiscafé Russillo,52.42941,13.45733
Wurst & Würstchen,52.429186,13.455206
Chidoba Mexican Grill,52.42933,13.45527
Pan,52.42933,13.45527
Vegan Berlin,52.43676,13.44743
Huy Long Sushi,52.44408,13.44961
Arno's Imbiss,52.437211,13.447727
KFC,52.42996,13.45607
Clubsmühle,52.42761,13.48116
Hue Snack,52.42982,13.45495
Pizza Hut,52.43026,13.45597
Lebkuchen Schmidt,52.42933,13.45527
Rigoletto,52.42745,13.48137
Atila's Kebabhaus,52.44521,13.45448
Ristorante Venezia,52.44176,13.4568
Wurst und Würstchen,52.429147,13.453435
ICE Café Mimoza Pizzeria,52.42389,13.46331
Trattoria Pane E Vino,52.4258,13.48725
Atrium Restaurant,52.42553,13.46246
Pizzeria Il Bene,52.4259,13.47839
Steakhaus Torero,52.42639,13.48279
Nokta,52.42588,13.48364
Dean&David B Schönhauser,52.42302,13.48314
Restaurant & Snack al Balad,52.42389,13.46331
Just 4 You,52.424133,13.485872
Lula Balkan Spezialitäten,52.42638,13.47726
Pizzeria Santa Lucia,52.42381,13.4855
Nokta Grillhaus,52.42588,13.48364
Thai Nippon Sushi Bar,52.43676,13.44743
Sumak,52.44558,13.44549
Samara,52.424133,13.485872
Clubsmühlen Gastronomie,52.42761,13.48116
Dartcafe Double Out,52.42854,13.48122
Diyar Simit Evi,52.423339,13.473327
Lipschitz Grill Berlin,52.42826,13.46835
Restaurant Maracas,52.43003,13.47804
Ali's Gemüse Kebap,52.442,13.45652
Verde's Pizza & Gelato,52.42294,13.47549
Vegansia,52.43676,13.44743
Curry-Paule,52.43042,13.49398
Südtiroler Stübl,52.45126,13.48793
Kropp,52.429291,13.456701
Magic Donuts,52.429812,13.456353
Laden und Bistro in den Gropius-Passagen,52.42938,13.45658
Kaiserpagode,52.38518,13.19603
Taj Mahal,52.38588,13.19847
Restaurant Schleusengarten,52.39281,13.21045
Castagno,52.39369,13.21338
Chopsticks,52.38283,13.24329
Eiscafe Castagno,52.39212,13.22144
Osteria Ballerino,52.39107,13.22564
Derbyklause II,52.37183,13.24318
Appartementvermietung Ebel,52.6023,13.61722
Domino's Pizza,52.59116,13.37669
Schaukelpferd,52.58654,13.37401
Curry Horschte,52.58713,13.36784
Asia Bistro Hoa,52.58601,13.36697
Dittmann's,52.59666,13.37455
Ristorante Siena,52.592869,13.382705
Astakos,52.59141,13.38485
Vegan Bio Snackbars by Attila Hildmann,52.58834,13.36201
Mexico,52.5852,13.36439
Berlin 26,52.59409,13.3613
Majesty-Grill,52.58523,13.36684
Zum Milchmann,52.58513,13.36596
Delicious,52.58475,13.36583
Orient Kitchen,52.59681,13.3535
The My Moon Restaurant & Lounge,52.57445,13.35862
Tini's Inn,52.60693,13.36404
Gaststätte Trabant,52.60311,13.36257
Fly-In,52.5744,13.35972
Stampedo,52.58404,13.39108
Restaurant Grüne Lampe,52.58649,13.39475
Agnes Neuhaus Cafe,52.59141,13.39942
Restaurant zum Torhaus,52.58844,13.38724
Gartenkuche,52.57901,13.37449
Spok,52.58898,13.39075
Gaststätte Einigkeit,52.60095,13.3923
Break,52.58898,13.39075
Dalmacija,52.59395,13.34739
Krystal Restaurant,52.5937,13.35699
Western Saloon,52.59681,13.3535
Ristorante Montana,52.59817,13.35524
China Box,52.597373,13.354745
Capitano,52.59735,13.34576
Cafè Blixen,52.59689,13.35385
Glaskasten,52.597336,13.35346
Taverna Orakel Berlin,52.59082,13.34785
Mv Pasta&Pizza,52.59637,13.34649
Restaurant Kar Yee Cheung,52.597762,13.355682
Siggi's Imbiss,52.59805,13.35456
Castell,52.5937,13.35699
Fatih Serve,52.59906,13.35561
Boboq Märkisches Centrum,52.59689,13.35385
Haus Schönwald,52.59576,13.39093
Trattoria Dolce Vita,52.59224,13.34932
KFC,52.59724,13.35454
Steakhaus El Dorando,52.57401,13.35855
Altenberg,52.58873,13.40145
Pizza Express,52.59774,13.35459
Sushi House,52.58258,13.39593
Marron,52.5916,13.39298
Altenburger,52.58873,13.40145
Christel Wirbitzki Restaurant,52.58844,13.38724
Ihr Koch on Tour,52.45481,13.59031
Pizzawerkköpenick,52.45481,13.59031
Pizzawerk,52.45481,13.59031
Veracruz,52.45268,13.59594
Pier 44,52.44606,13.58552
Taj Mahal Haus Köpenick,52.44759,13.59188
Tasty Waffle,52.46229,13.58212
Café Hdjk,52.45521,13.58288
TSV Eiche Köpenick,52.44857,13.59291
Aao Ji,52.44759,13.59188
El Loco,52.44732,13.57702
Gaststatte Vereinsheim Erpetal,52.460007,13.611314
Domino's Pizza,52.45415,13.57784
Hippokrates,52.45991,13.58036
Burgerburo,52.45736,13.57798
Mykonos,52.44434,13.58531
Viet Duc,52.45302,13.57486
Tandoori Mahal,52.4441,13.57957
Nordsee,52.45846,13.57895
Amtsfeld,52.4413,13.58743
Waschhaus Alt-Köpenick,52.4459,13.5795
Mia Mambo Döner,52.44475,13.58639
Isaja,52.45686,13.58085
Hauptmann von Koepenick,52.45919,13.58025
Bistro 2000-Cafe,52.44364,13.58396
Restaurant Sandmann,52.45676,13.58098
Kinzer Krug,52.45473,13.57666
Rodos,52.458248,13.578168
Lehmofen,52.44748,13.57816
Pizza Pasta,52.45846,13.57895
Tinh Co,52.45473,13.57666
Segafredo Espresso-Bar,52.45846,13.57895
Kombüse,52.44732,13.57702
Dehning Heideschlachter,52.458119,13.578409
Peps Kaffee,52.44692,13.57617
El Tinto,52.44692,13.57617
Sapori di Sicilia,52.44756,13.57878
China Bistro Thang Long,52.457882,13.576605
Presto,52.45579,13.5784
Milchkaffee,52.44614,13.57639
Eat Me!,52.458044,13.578523
Bistro Bonjour,52.458552,13.576368
Faltin's Biergarten,52.462,13.57761
Shene Huo,52.44646,13.57803
Center Grill,52.45846,13.57895
Restaurantschiff 'Ars Vivendi',52.44757,13.57687
Die Feinschmecker,52.4569,13.5782
Aao Ji,52.44781,13.57559
Döner Box Köpenick,52.4573,13.57851
Asia Snack,52.45846,13.57895
Mangococktailbar,52.44459,13.58596
Pizza Piccolo,52.44735,13.57632
Deftig,52.45574,13.58075
Mr. Kebap,52.45811,13.57989
Asia-Thai Bistro,52.44129,13.58795
Sonnenkind,52.44588,13.57787
Yammas,52.45717,13.57787
Ventelino Focacceria,52.45425,13.57621
Kebaphaus 49,52.45538,13.57661
Pizzeria Castello,52.45579,13.5784
Mexico City,52.45846,13.57895
Brinki´S Brutzel Bude,52.44757,13.57687
Pizzaplanet,52.44459,13.58596
Mone's Kleiner Treffpunkt,52.54482,13.24615
Asia Snack,52.54301,13.24074
Mila Bistro Asia Cuisine,52.54243,13.2386
Ital Snack,52.54259,13.23921
Costa Rica,52.54169,13.23889
Restaurant Vitello,52.54169,13.23889
Kantine im Finanzamt Spandau,52.53839,13.23737
Mali Raj,52.54187,13.23665
Milano Restaurant Pizza,52.54319,13.23906
BURGER KING,52.53994,13.2486
Lemongras,52.54243,13.2386
Die Ecke,52.54321,13.24039
Metro Deutschland,52.53978,13.24533
Maximilian,52.53769,13.22884
Schlemmerparadies,52.53769,13.22884
Rödi Pizza-Pasta-Döner,52.5399,13.23181
Pier36eins,52.41727,13.58164
Don Giovanni,52.42796,13.5817
Cafe Liebig,52.41528,13.58204
Hafenbaude,52.41859,13.58719
Köpenicker Currywurst Ug (Haftungsbeschränkt),52.42869,13.57885
Wendenschloss,52.4149,13.59053
Seidenmatt,52.41892,13.57945
Pizzeria Dorado,52.42478,13.57476
Pizzeria Cucina,52.42483,13.57513
Restaurant Klabautermann,52.4147,13.58877
Restaurant Ambassador-Berlin-Grünau,52.41823,13.58037
Antalya Grill,52.41766,13.58009
Pahl,52.41823,13.58037
Teterra und Trompke Gb,52.56666,13.19323
Restaurant Kastaniengarten,52.56769,13.19244
Das Berliner Frühstück,52.45551,13.5033
Narli,52.45642,13.50922
Taj Mahal India,52.45655,13.51051
Tandoor House,52.45649,13.51118
KFC,52.46082,13.50299
Il Nuovo Berlin,52.46248,13.48302
Asiagourmet,52.45642,13.50922
Balla Balla,52.45639,13.5115
Spezialcafé,52.45772,13.51146
Funa Sushi,52.4575,13.51079
Original Ketwurst,52.45642,13.50922
Eiskönigin,52.45642,13.50922
Falafel Nr. 1,52.45642,13.50922
Staatsburger,52.46329,13.51368
Feuerwache-Malanders,52.46474,13.51214
Spreeterrasse - Ehemals Spreeerbse,52.46227,13.51199
Bill Yard Fabrik,52.46338,13.50897
Takeaway the Loop,52.46148,13.51746
The Double Inn - Irish & Scottish Pub,52.46227,13.51199
Sonnendeck,52.46217,13.51373
Haniz-Duy,52.46274,13.51379
Pizza Hof,52.46241,13.51474
Iceblockers,52.46787,13.50354
El Buen Gusto,52.46425,13.48854
Asia Haus & Sushi Bar,52.46112,13.48137
Ristorante Eiscafe Alberto,52.46624,13.4897
Cafe Behring,52.46661,13.48975
Café 74,52.46368,13.48447
Asia Wok,52.46463,13.48623
Bistro Narli,52.46395,13.49838
Leckerburger,52.461527,13.517207
Hoa Lan,52.4653,13.48704
Petersen Restaurant und Cafe,52.46425,13.48854
Ristorante Romantica,52.46463,13.51304
Pizzeria Isobella,52.46544,13.48662
Curry-Weide,52.4625,13.51451
Tokyo For You,52.46274,13.51379
Bep Viet,52.46274,13.51379
Döner Billiard,52.46265,13.51368
Pizzeria Dilara,52.46567,13.48749
Stevens Bierpub,52.46217,13.51373
Glücksstern,52.46241,13.51474
Anima E Curore,52.4588,13.51248
Cafe Diadem,52.60926,13.20013
Athos,52.60774,13.19831
Zum Blockhaus,52.60439,13.19756
Die Buhne,52.60948,13.20041
Restaurant Haus Dannenberg,52.6081,13.21187
Trattoria Giardini del Villaggio,52.60736,13.21085
Dorfaue,52.60736,13.21085
Roma Ristorante Pizzeria,52.61306,13.21763
Ristorante Toscanini,52.61498,13.20157
Cafe Rodelhutte,52.45556,13.25051
Capriole,52.4543,13.2493
Messã³Jios,52.45012,13.25507
Gourmet Sud,52.44579,13.24285
Wu's China Restaurant,52.4467,13.24322
Golden Goal,52.44528,13.25276
Restaurant Spalato,52.4409,13.24287
Waldhaus,52.44408,13.25389
Lindner,52.44246,13.24128
Imbiss am Oskar-Helene-Heim,52.44985,13.26965
Ha-Chi,52.45179,13.26989
Goodtime,52.51235,13.39734
Augustiner am Gendarmenmarkt,52.51373,13.39108
Rotisserie Weingrün,52.512729,13.403026
Fischers Fritz,52.51515,13.39085
La Banca Bar,52.51583,13.3941
Braufactum am Hausvogteiplatz,52.51336,13.39611
Borchardt,52.51497,13.39041
Jedermann's,52.51739,13.39015
SUBWAY,52.51586,13.39021
Austernbank,52.51594,13.39161
Restaurant Beletage,52.51199,13.391876
The Coffee Shop,52.513,13.39735
Maredo Steakhouse - Berlin Gendarmenmarkt,52.51286,13.3911
Roter Jaeger,52.51404,13.39586
Erdinger am Gendarmenmarkt,52.51426,13.39358
Chipps,52.51439,13.39755
Cha Cha,52.51172,13.38986
Otito,52.51017,13.39052
Brasserie am Gendarmenmarkt,52.51341,13.39408
Thu My Marie Restaurant,52.51316,13.39443
The Coffee Shop,52.51537,13.39852
Seaside,52.51198,13.38998
Newton Bar,52.51341,13.39113
Lavida Wine Club,52.51316,13.39443
Sagrantino,52.51586,13.39021
The Digital Eatery,52.51681,13.39048
Pasta Monopoly,52.51144,13.39096
Dom Curry,52.51217,13.39282
Ma'Loa Hawaiian Poké Bowl,52.51348,13.39699
Mabuhay Mini,52.51144,13.39096
Nanoosh,52.5123,13.39027
Auf die Hand - Feinstes Fastfood Friedrichstrasse,52.51198,13.38998
Chupenga Burritos & Salads,52.51251,13.39448
Leysieffer,52.51241,13.39046
Lutter und Wegner,52.51341,13.39113
Domcafe im Berliner Dom,52.51899,13.40068
Freundschaft,52.51826,13.39031
Cafeteria Hfm Neuer Marstall,52.51659,13.40345
The Rooftop Terrace,52.51583,13.3941
Julian & Elisa,52.51484,13.39335
Mensa Süd,52.51762,13.39376
Gerdarmerie,52.51594,13.39161
Naveena Path,52.51826,13.39031
Bonjour Vietnam,52.51636,13.38993
Die Maultasche,52.51614,13.39101
Restauration Stadtbahnbögen,52.51497,13.39041
Le Populaire,52.51697,13.39615
Chiaro,52.515828,13.3941
World of TUI,52.5154,13.39276
Kofler & Kompanie Newco,52.51772,13.39704
Vietnam Restaurant,52.51739,13.39015
Little Green Rabbit - unter den Linden,52.51677,13.38987
Foreign Affairs,52.51524,13.3977
Cafe-Restaurant Berlin/Mitte,52.51134,13.3982
Bless Restaurant,52.51245,13.39679
ATRIUM CAFE,52.51473,13.39075
Büro,52.51017,13.39016
Bistro am Gendarmenmarkt,52.51484,13.39335
Ur-Saalfelder,52.51115,13.39518
Saigon Café & Bar,52.51071,13.39994
Random Sushi Restaurant in Berlin,52.51118,13.39129
China City,52.51057,13.39734
Berlin Coffee,52.51202,13.39039
Cafe Konzerthaus am Gendarmenmarkt,52.51388,13.391851
Cadadia,52.51152,13.39144
Löwen-Team,52.51426,13.39358
Sons of Mana X Royals & Rice,52.51238,13.39002
Quchnia,52.51281,13.3936
Little Green Rabbit - Gendarmenmarkt,52.51398,13.3956
Sapa Sushi,52.51152,13.39144
Spätzle Club,52.51055,13.40242
Vietnamese Garkuche,52.510374,13.390133
Bistro Vital,52.51142,13.3972
Spiekermann Erik,52.51258,13.39906
Refugium,52.5143,13.39221
Lafayette Bistro,52.51405,13.38995
L&D GNNH & Conkg KG I'm Restaurant des Icaa in Berlin,52.51313,13.39992
Fontana di Trevi,52.51134,13.3982
Frittenwerk Berlin Friedrichstrasse,52.51282,13.39039
Berlin Capital Club,52.51217,13.39282
Französischer Hof,52.51426,13.39358
Chocolaterie Manon,52.51405,13.38995
Blbg,52.51166,13.3914
Mosaik-Kantine Konzerthaus,52.51322,13.39107
Cafe am Petriplatz,52.51294,13.40318
Malatesta,52.51246,13.39117
Noumi,52.51439,13.39755
Mare E Monti,52.51844,13.3903
Beefbar,52.51245,13.39679
Los Angeles Cold Press,52.51405,13.38995
Quadriga Forum,52.51517,13.39737
Einstein,52.51824,13.40087
The Sushi Club,52.51251,13.39448
Lunchtime,52.5143,13.39725
Mensa Hochschule für Musik Charlottenstraße,52.51373,13.39108
Speisen & Getränke,52.51134,13.3982
Neuhaus,52.51198,13.38998
"Katz Orange, Bergstraße 22, Berlin",52.511316,13.400988
Lemke,52.523252,13.404735
Brauhaus Georgbraeu,52.51656,13.40519
Restaurant Wiesenblick,52.54593,13.49407
Arjun,52.54824,13.50084
Call A Pizza,52.54408,13.49289
Seco Kiez-Kneipe,52.5447,13.49437
K3 Lounge,52.5487,13.50097
Konrad Grill,52.54431,13.49252
Kaffee Strudel,52.54408,13.49289
Asia Bistro Storchenhof,52.54829,13.50347
Fantasia,52.54868,13.50276
Garage,52.54593,13.49407
Kittchen Imbiss,52.54232,13.49932
Nelke Feinkost Restaurant,52.54765,13.50325
Take Off Bierbar,52.54223,13.48933
Pizza Max,52.54296,13.49075
Commerzbank AG Filiale,52.54254,13.48994
Silverado Steakhaus,52.54308,13.49011
La Pica de Deli Mel,52.54204,13.49922
Le Marrakesh,52.54737,13.49995
Trattoria Aversa,52.54385,13.49982
Pietschmanns,52.54372,13.49219
Konrad Imbis,52.54731,13.49931
Döner Treff,52.54829,13.50347
Eiscafe Heidi,52.54372,13.49219
Orankesee Terassen,52.5471,13.48227
Zapfhahn 88,52.53997,13.48501
Lausbub,52.53877,13.49244
Coffee Station,52.53986,13.4848
Die Burgerhelden,52.54177,13.48846
Dasclubhaus,52.54456,13.48598
Bar im Wasserturm,52.54767,13.4887
Firma Veit Kabiersch,52.55177,13.48785
Eleganz Imbiss,52.54855,13.50572
Sushi For You,52.54191,13.48873
Aquarium-Cafe,52.55177,13.48785
Restaurant und Eiscafe Gessert,52.5558,13.5023
Cocomo,52.550861,13.512895
Steakhouse Asino,52.53765,13.47886
Restaurant Aphrodite,52.53812,13.48019
Gourmet Grill,52.55627,13.48704
Restaurant Olympia,52.55379,13.50281
Wellis Sportsbar & Restaurant,52.54115,13.48121
My Keng,52.55887,13.49793
Suppe und Stulle Berlin,52.53839,13.48095
Taverna Elena,52.51497,13.30269
Hoffgarten,52.51672,13.29696
Chenab,52.51312,13.29158
Gasthaus Kater Alex,52.51178,13.30116
Chateau9 - Berlin,52.51114,13.30365
Gimme Gelato,52.51205,13.29411
Danis Pizza,52.51191,13.29424
Sole D'Oro Cucina Italiana,52.51495,13.30497
XL Doener,52.51202,13.29684
2 Friends,52.51545,13.30491
Pizzeria Piccobello,52.51201,13.29752
Cafe sem,52.51649,13.30038
Don Camillo,52.5167,13.29578
Weiß-Blau,52.51307,13.29083
Hängemate,52.51596,13.30448
Galija,52.51878,13.30143
Puttoberlin,52.51672,13.29696
Milchbubies,52.5157,13.30435
Genki-Sushi,52.51457,13.30464
Le Piaf,52.51672,13.29696
Glaube Liebe Hoffnung,52.51767,13.29386
Putto,52.51672,13.29696
Pizzeria Chero,52.51575,13.30451
Eisfabrik Alan 2,52.51737,13.30339
Eis Fedora Cafe,52.51485,13.29441
Die Eselin von a.,52.51709,13.29691
Co Miu,52.51553,13.29152
Goldesel,52.51547,13.29509
Aba Kebap,52.51496,13.29063
12 Oz,52.51133,13.29781
Amoag Sudaniesch Spezialitaeten,52.51458,13.30502
Tembo African Restaurant and Bar,52.51372,13.29087
Tex Mex,52.51068,13.30134
Da Peppino,52.51162,13.29349
Dio's Musik-Café,52.51006,13.30467
Chapeau Brasserie,52.51095,13.29295
Do Long,52.5133,13.30474
Bärliner Tapasserie,52.51118,13.29134
Soffi,52.51163,13.29758
Restaurant Lateo,52.51064,13.29813
Me Restaurant,52.51317,13.29242
Ming Jia,52.51201,13.29752
Wodessa Lounge,52.51042,13.29258
Can Cafe,52.51163,13.29758
Dasomi,52.51317,13.29242
Berlin Bistro Pomelo Tree,52.51015,13.29769
Alles Gut,52.51191,13.29424
Ess Haltestelle,52.51118,13.29134
Bey Simit Haus,52.51129,13.29832
Jikos Burger,52.51191,13.29424
Asude,52.51133,13.29895
Trattoria Fortuna,52.51101,13.29384
Birgit's Pub,52.51202,13.29953
Am Nil Restaurant,52.51051,13.29411
Rocco,52.51055,13.2949
Marmotte,52.51253,13.29394
Hofbrau Munchen,52.51222,13.30486
Gusto Giusto,52.51042,13.29258
Esstaurant Mirko,52.51014,13.2983
Trattoria Toscana,52.51416,13.29739
Pizza Napoli,52.51257,13.30482
Al-Mundo,52.5119,13.29492
Restaurant & Weinbar Glügk,52.51101,13.29384
Frühstück & Co,52.51184,13.30175
Kien-du,52.51455,13.3013
Café Kunst Genuß,52.51219,13.29993
Chennai,52.51312,13.29158
Croissanterie- Bistro und Eis,52.51133,13.29781
Jojo,52.51191,13.29424
Kantine im Finanzamt Charlottenburg,52.51165,13.30365
Dicker Wirt,52.51377,13.29123
Steinofen Pizza Pasta,52.51257,13.30482
Pinoy Philippinische Spezialitaten,52.51484,13.29103
Com Sushi,52.51317,13.29242
Trattoria la Bella Sicilia,52.51307,13.29083
Da Antonio,52.51145,13.30067
Trattoria Nardino,52.51305,13.30438
Van May,52.51218,13.29749
Chu Ky,52.51554,13.29161
Manhattan Burger,52.51304,13.29734
Prema,52.51255,13.29461
La Strada,52.51079,13.2985
Cafe Morgenlicht,52.51581,13.29593
Clara Vere,52.51303,13.30416
Figaro Wine & Food,52.51218,13.29749
Zur Mieze Katzenmusik Cafe,52.51598,13.30485
Falafel,52.51257,13.30482
Castello,52.51163,13.29758
Röstwerk Kaffeerösterei,52.51556,13.29199
Sushi & Vietnam Kitchen,52.5133,13.30474
Thuy Tien Sushi Bar,52.51769,13.29098
Restaurant Kriti,52.51333,13.29081
Laisla Cafe&Restaurant,52.51458,13.30502
Asia-Sushi Time,52.51769,13.29098
Berliner Eismanufaktur,52.51551,13.29116
Salumeria Tommaso,52.51596,13.30448
Dittmanns Drogerie,52.40302,13.58579
Griechische Spezialitäten,52.39568,13.57372
Duo Restaurant,52.45096,13.34087
Mamma Rosa,52.45039,13.34214
Restaurant Zagreb,52.45001,13.34533
Magna Coffee Store,52.45085,13.34179
Chandi Restaurant,52.44785,13.34024
Groschen-Keller,52.46221,13.33897
Ristoro Padre Pio,52.45901,13.34272
Krasselt's Imbiss,52.4507,13.33958
China Restaurant Sichuan,52.45224,13.3339
Ottmar Bonner & Petra Hilse,52.46221,13.33897
Kebap House,52.45083,13.33849
Emona,52.45887,13.33976
Parthenon,52.45145,13.33583
Restaurant Kadena,52.45887,13.33976
Big Drei China Restaurant,52.44766,13.34138
Unser Kebap,52.44714,13.34162
Café Burda’S,52.4493,13.33865
Eiscafe & Bubble Tea Bar Kunterbunt,52.45138,13.33648
Restaurant am Rosengarten,52.448885,13.338594
Buon Café S,52.46276,13.33478
Chopsticks,52.45668,13.33881
Eiscafe Lido,52.46293,13.33875
Canova Berlin,52.463,13.34444
Merci Backshop,52.46276,13.33478
Eis Hennig,52.45098,13.33913
Piadina Mia,52.44722,13.34225
Xochimilco,52.45113,13.33944
Spalato,52.4598,13.33974
Gemüse Kebab Eat&Go,52.46208,13.33875
Restaurant Tiamo,52.44661,13.34342
Elias Gyrosland,52.45145,13.33863
Tonys Pizzeria & Ristorante,52.44722,13.34225
Dalmata,52.44785,13.34024
Zaka Sushi,52.45304,13.33827
Simon's Kneipe,52.44619,13.34452
Mare E Monti,52.46335,13.33878
Snack Baalbeck,52.44714,13.34162
Burger Bar 17,52.45138,13.33648
Good Friends,52.45903,13.33575
Maremonte,52.46335,13.33878
Osteria Maria,52.45324,13.32453
Henrys,52.46415,13.33093
Bab & Kimchi,52.46407,13.33113
Finnegan's Irish Pub,52.45797,13.32925
Call A Pizza,52.46686,13.3425
Call A Pizza,52.4461,13.32911
Don Gelato,52.46369,13.33229
Udagawa,52.46332,13.32992
Mai Phai,52.46316,13.32883
Trattoria Tropea,52.45963,13.36361
Comy,52.461893,13.367418
Pasta Focaccia,52.46369,13.33229
Madonna del Castello,52.45532,13.32493
Kümes Chickenhouse,52.45572,13.32383
Pizza Max Steglitz,52.45197,13.33006
Restaurant le Canard,52.45265,13.33049
Berlinchen,52.46691,13.34394
Feuerbach Spiel Berlin,52.46369,13.33229
Saiko Sushi,52.45128,13.32997
Weinbasis Weinbar & Weinhandel,52.45501,13.32455
Bergamotto,52.46694,13.34302
Golden Tea Garden,52.44002,13.3427
Jing Yang,52.45596,13.32468
Zum Borstel,52.44675,13.32784
Miséria & Nobilta,52.46702,13.33871
Pizzeria la Mama,52.45536,13.32616
