Name,lat,lon,Address
Capital Gourmet,52.43077,13.26537,Mühlenstraße 14 Zehlendorf 14167 Berlin
Shaolin China Restaurant,52.43515,13.26169,Berliner Straße 3 Zehlendorf 14169 Berlin
Aysim,52.43063,13.2592,Teltower Damm 38 Zehlendorf 14167 Berlin
Cafe Rodelhütte,52.4356,13.25872,OnkelTomStraße 1 Zehlendorf 14169 Berlin
Milch und Honig,52.44452,13.26131,SophieCharlotteStraße 29 Zehlendorf 14169 Berlin
Saigon Bbq Art & Sushi Bar,52.43804,13.26187,Clayallee 327 Zehlendorf 14169 Berlin
Ko Phai 33,52.43195,13.25916,Teltower Damm 33 Zehlendorf 14169 Berlin
Sakura,52.43576,13.26122,Clayallee 352 Zehlendorf 14169 Berlin
Cucciolo,52.4337,13.26013,Teltower Damm 13 Zehlendorf 14169 Berlin
Coffeeshop Z,52.43261,13.25949,Teltower Damm 25 Zehlendorf 14169 Berlin
Al Posto,52.43433,13.28681,Weißwasserweg 2A Lichterfelde 12205 Berlin
Shanling,52.43523,13.26131,Berliner Straße 1 Zehlendorf 14169 Berlin
Arkade,52.43485,13.25974,Teltower Damm 2 Zehlendorf 14169 Berlin
Trattoria Toscana Berlin,52.45418,13.27315,Clayallee 146 Dahlem 14195 Berlin
Mediterraneo,52.44786,13.25193,OnkelTomStraße 66 Zehlendorf 14169 Berlin
Cake Artist,52.42846,13.25615,Machnower Straße 25 Zehlendorf 14165 Berlin
Piazza,52.43499,13.25778,MartinBuberStraße 18 Zehlendorf 14163 Berlin
Breadleys,52.44985,13.26965,Clayallee 225 Dahlem 14195 Berlin
Thai Cuisine,52.42968,13.25995,Teltower Damm 49 Zehlendorf 14167 Berlin
Madloba Ethno,52.44279,13.29783,Gardeschützenweg 139 Lichterfelde 12203 Berlin
S1 Burger,52.44327,13.29465,HansSachsStraße 4D Lichterfelde 12205 Berlin
SUBWAY,52.42993,13.25988,Teltower Damm Zehlendorf 14167 Berlin
Marinella,52.4446,13.29171,Unter den Eichen 94 Lichterfelde 12205 Berlin
Restaurant Zeus,52.43261,13.29964,Finckensteinallee 62 Lichterfelde 12205 Berlin
Merida,52.4444,13.29463,Drakestraße 42 Lichterfelde 12205 Berlin
Cafe Kauderwelsch,52.45103,13.28802,Habelschwerdter Allee 45 Dahlem 14195 Berlin
Litehouse,52.44228,13.2955,Baseler Straße 10 Lichterfelde 12205 Berlin
Restaurant Annarella,52.43899,13.30074,Drakestraße 60 Lichterfelde 12205 Berlin
SUBWAY,52.44258,13.29385,HansSachsStraße 4 Lichterfelde 12205 Berlin
Kantine Kolonie Abendruh,52.426318,13.286412,Kleingartenanlage Abendruh Lichterfelde 14167 Berlin
Ristorante Galileo,52.45292,13.28804,OttovonSimsonStraße 26 Dahlem 14195 Berlin
Coffreez,52.44327,13.29465,HansSachsStraße 4D Lichterfelde 12205 Berlin
Tre-Stelle,52.44524,13.29345,Unter den Eichen 96 Lichterfelde 12205 Berlin
Nea Olympia,52.44376,13.28944,Unter den Eichen 88 Lichterfelde 12205 Berlin
Vecchio Mulino,52.44488,13.29497,Drakestraße 36 Lichterfelde 12205 Berlin
House of Mmi,52.451234,13.281803,Löhleinstraße Dahlem 14195 Berlin
Kristall 2 Restaurant,52.44302,13.29701,Drakestraße 33 Lichterfelde 12205 Berlin
Mensa Fu 2,52.45292,13.28804,OttovonSimsonStraße 26 Dahlem 14195 Berlin
Maria & Josef,52.44359,13.29568,HansSachsStraße 5 Lichterfelde 12205 Berlin
Macedonia,52.44336,13.2952,HansSachsStraße 4F Lichterfelde 12205 Berlin
Qwados,52.44562,13.29468,Unter den Eichen 97 Lichterfelde 12203 Berlin
Fatica,52.43413,13.24731,Potsdamer Straße 26 Zehlendorf 14163 Berlin
Vietnams Restaurant,52.45215,13.27077,Clayallee 171 Dahlem 14169 Berlin
Bamboo,52.42864,13.25625,Machnower Straße 23 Zehlendorf 14165 Berlin
The Middle Way,52.42968,13.25995,Teltower Damm 49 Zehlendorf 14167 Berlin
Da Gelo 2,52.43592,13.25701,Potsdamer Straße 6 Zehlendorf 14163 Berlin
Onkel Toms Burger,52.45028,13.25293,Argentinische Allee Zehlendorf 14169 Berlin
Liberty Pizza,52.43577,13.2578,Potsdamer Straße 3 Zehlendorf 14163 Berlin
Walter's Coffey,52.42891,13.25604,Machnower Straße 6 Zehlendorf 14165 Berlin
Mai.88 Vietnamese Kitchen,52.45022,13.2543,Riemeisterstraße Zehlendorf 14169 Berlin
Gartenhaus Cafe,52.43153,13.25781,MartinBuberStraße 1 Zehlendorf 14163 Berlin
Hanoian - Authentic Vietnamese Restaurant,52.4289,13.25945,Teltower Damm 52 Zehlendorf 14167 Berlin
Z88- Gastro,52.44205,13.25132,SvenHedinStraße 85 Zehlendorf 14163 Berlin
Restaurant Dubrovnik,52.43452,13.24962,Potsdamer Straße 33 Zehlendorf 14163 Berlin
La Scuola,52.43592,13.25701,Potsdamer Straße 6 Zehlendorf 14163 Berlin
Trecolori,52.43499,13.25778,MartinBuberStraße 18 Zehlendorf 14163 Berlin
Si,52.43866,13.24953,Fischerhüttenstraße 45 Zehlendorf 14163 Berlin
Nuovo Paladino,52.44111,13.2439,Fischerhüttenstraße 67 Zehlendorf 14163 Berlin
Ado's Cucina,52.42982,13.25991,Teltower Damm 47 Zehlendorf 14167 Berlin
La Mira,52.44524,13.29345,Unter den Eichen 96 Lichterfelde 12205 Berlin
Antipasteria Garbatella,52.43763,13.25735,OnkelTomStraße 21 Zehlendorf 14169 Berlin
Café Tricky,52.4495,13.27557,Garystraße 55 Dahlem 14195 Berlin
Aparthotel Landhaus Lichterfelde mit Remise Anno 1895,52.43899,13.30074,Drakestraße 60 Lichterfelde 12205 Berlin
Da Salvatore,52.44299,13.2973,Gardeschützenweg 142 Lichterfelde 12203 Berlin
Zehlendorfer Hof,52.43412,13.24702,Potsdamer Straße 25 Zehlendorf 14163 Berlin
La Fontana,52.4444,13.29463,Drakestraße 42 Lichterfelde 12205 Berlin
Hirkari Sushi,52.42977,13.2573,Machnower Straße 15 Zehlendorf 14165 Berlin
Eis Azzurra,52.44498,13.29275,Unter den Eichen 94B Lichterfelde 12205 Berlin
Cafe Kauderwelsch,52.45425,13.28842,OttovonSimsonStraße 15 Dahlem 14195 Berlin
Eiscafe Eiskimo,52.44261,13.29508,Curtiusstraße 8 Lichterfelde 12205 Berlin
Asia Fu Loc,52.4289,13.25945,Teltower Damm 52 Zehlendorf 14167 Berlin
Com Bui,52.44843,13.27571,Garystraße 46 Dahlem 14195 Berlin
Shamrock Pub,52.43577,13.2578,Potsdamer Straße 3 Zehlendorf 14163 Berlin
Gelateria Vanilla,52.44369,13.29377,Knesebeckstraße 10 Lichterfelde 12205 Berlin
Kimchi Princess,52.49871,13.42608,Skalitzer Straße 36 Kreuzberg 10999 Berlin
Ankerklause,52.49583,13.42057,Kottbusser Damm 104 Kreuzberg 10967 Berlin
Santa Maria,52.50157,13.41779,Oranienstraße 170 Kreuzberg 10999 Berlin
Defne,52.49513,13.41702,Planufer 92 Kreuzberg 10967 Berlin
Cocolo Ramenbar,52.49606,13.42237,PaulLinckeUfer 39 Kreuzberg 10999 Berlin
3 Schwestern,52.50384,13.42446,Mariannenplatz 2 Kreuzberg 10997 Berlin
Amrit - Kreuzberg,52.49975,13.4244,Oranienstraße 202 Kreuzberg 10999 Berlin
Gorgonzola Club,52.50119,13.41656,Dresdener Straße 121 Kreuzberg 10999 Berlin
Spindler Coffeehouse,52.49626,13.42139,PaulLinckeUfer 43 Kreuzberg 10999 Berlin
So36,52.50035,13.42223,Oranienstraße 190 Kreuzberg 10999 Berlin
Luzia,52.50168,13.41828,Oranienstraße 34 Kreuzberg 10999 Berlin
Chaparro Cocina Mexicana,52.49818,13.42901,Wiener Straße 14A Kreuzberg 10999 Berlin
Maroush,52.50089,13.41882,Adalbertstraße 93 Kreuzberg 10999 Berlin
Adana Grillhaus - Restaurant,52.49951,13.42877,Skalitzer Straße 99 Kreuzberg 10997 Berlin
Chan,52.49626,13.42139,PaulLinckeUfer 43 Kreuzberg 10999 Berlin
Roses Bar - Berlin,52.50052,13.4216,Oranienstraße 187 Kreuzberg 10999 Berlin
Prinzipal Kreuzberg,52.50103,13.41974,Oranienstraße 178 Kreuzberg 10999 Berlin
Burgermeister am Kottbusser Tor,52.49946,13.41854,Kottbusser Tor 136 Kreuzberg 10999 Berlin
Blackbull Grillhouse,52.49858,13.41784,Kottbusser Straße 1 Kreuzberg 10999 Berlin
Der Wurgeengel,52.50108,13.41663,Dresdener Straße 122 Kreuzberg 10999 Berlin
Passion - Asian Kitchen,52.50185,13.41766,Oranienstraße 37 Kreuzberg 10999 Berlin
Iiu Sushi Asia Food,52.5001,13.42405,Oranienstraße Kreuzberg 10997 Berlin
Mon Restaurant,52.50303,13.41514,Oranienplatz 5 Kreuzberg 10999 Berlin
La Raclette,52.49571,13.42741,Lausitzer Straße 34 Kreuzberg 10999 Berlin
La Lucha,52.49617,13.42183,PaulLinckeUfer Kreuzberg 10999 Berlin
Ara Gemuse Kebap,52.49973,13.42699,Manteuffelstraße Kreuzberg 10997 Berlin
Hasir Ocakbasi,52.50087,13.41923,Adalbertstraße 10 Kreuzberg 10999 Berlin
Herzback,52.498997,13.41833,Kottbusser Tor Kreuzberg 10999 Berlin
Morimori Ramen,52.49981,13.4242,Oranienstraße 201 Kreuzberg 10999 Berlin
Musashi,52.49513,13.42106,Kottbusser Damm 102 Neukölln 10967 Berlin
Chocolaterie Art en Chocolat Berlin,52.5024,13.41704,Oranienplatz 15 Kreuzberg 10999 Berlin
Mundvoll,52.50306,13.42086,Waldemarstraße 48 Kreuzberg 10997 Berlin
Ma'Loa Poke Bowl Oranienstrasse,52.50052,13.4216,Oranienstraße 187 Kreuzberg 10999 Berlin
Dresden,52.50157,13.41672,Dresdener Straße 19 Kreuzberg 10999 Berlin
Platz Doch!,52.49831,13.42534,Manteuffelstraße 48 Kreuzberg 10999 Berlin
Tenur,52.49705,13.42588,Reichenberger Straße 147 Kreuzberg 10999 Berlin
Karloff,52.49747,13.42447,Reichenberger Straße 152 Kreuzberg 10999 Berlin
Bulbul Berlin,52.49933,13.42427,Skalitzer Straße 114 Kreuzberg 10999 Berlin
Nano Kaffee Berlin,52.50088,13.41724,Dresdener Straße 14 Kreuzberg 10999 Berlin
Bonanza Coffee Roasters,52.50386,13.42026,Waldemarstraße 37A Kreuzberg 10999 Berlin
Com A,52.50028,13.42245,Oranienstraße 191 Kreuzberg 10999 Berlin
Cedar Shawarma Falafel,52.49947,13.42805,Skalitzer Straße 102 Kreuzberg 10997 Berlin
Zola,52.49606,13.42237,PaulLinckeUfer 39 Kreuzberg 10999 Berlin
Shanti,52.49983,13.42503,Oranienstraße 6 Kreuzberg 10997 Berlin
Zur Kleinen Markthalle,52.503757,13.416169,Legiendamm 32 Kreuzberg 10969 Berlin
Konyali,52.49941,13.41667,Reichenberger Straße 10 Kreuzberg 10999 Berlin
Langano,52.49659,13.41835,Kohlfurter Straße 44 Kreuzberg 10999 Berlin
Tadim Lahmacun,52.4999,13.41762,Adalbertstraße 98 Kreuzberg 10999 Berlin
Imren Grill,52.49856,13.4279,Wiener Straße 10 Kreuzberg 10999 Berlin
Freddy Feys Fish & Fries,52.4996,13.41605,Reichenberger Straße 7 Kreuzberg 10999 Berlin
Moksa,52.49986,13.42401,Oranienstraße 200 Kreuzberg 10999 Berlin
Oez Adana Grillhaus,52.49962,13.4258,Oranienstraße 2A Kreuzberg 10997 Berlin
Mawal,52.50145,13.41909,Oranienstraße 30 Kreuzberg 10999 Berlin
The Burrito Window,52.49976,13.41705,Reichenberger Straße 176 Kreuzberg 10999 Berlin
Wonder Waffel Berlin,52.50173,13.41943,Adalbertstraße 88 Kreuzberg 10997 Berlin
Goldies,52.49983,13.42503,Oranienstraße 6 Kreuzberg 10997 Berlin
Vegan Snackbar 2 by Attila Hildmann,52.50047,13.41893,Adalbertstraße 7 Kreuzberg 10999 Berlin
Soner - Sucuk Doner Berlin,52.49976,13.41705,Reichenberger Straße 176 Kreuzberg 10999 Berlin
Cassonade,52.49991,13.42382,Oranienstraße 199 Kreuzberg 10999 Berlin
Bao Club,52.49948,13.42826,Skalitzer Straße 101 Kreuzberg 10997 Berlin
Pizza Mois,52.49976,13.41705,Reichenberger Straße 176 Kreuzberg 10999 Berlin
Mustafa Demir's Gemuse Kebap,52.50033,13.41884,Adalbertstraße 6 Kreuzberg 10999 Berlin
Bear Burger 2,52.49949,13.42851,Skalitzer Straße 100 Kreuzberg 10997 Berlin
The Visit Coffee Roastery,52.50075,13.41914,Adalbertstraße 9 Kreuzberg 10999 Berlin
Bep Thoc - Asian Street Food,52.49534,13.42031,Kottbusser Damm 1 Kreuzberg 10967 Berlin
Mercosy,52.50059,13.41746,Dresdner Straße 11 Kreuzberg 10999 Berlin
Chez Michel,52.50259,13.42004,Adalbertstraße 83 Kreuzberg 10997 Berlin
Mirchi - Kreuzberg,52.49963,13.42483,Oranienstraße 204 Kreuzberg 10999 Berlin
Cu Ty,52.49898,13.42823,Wiener Straße 69 Kreuzberg 10999 Berlin
Cutie PIE,52.49763,13.42889,Lausitzer Straße 8 Kreuzberg 10999 Berlin
Ottorink,52.50088,13.41679,Dresdener Straße 124 Kreuzberg 10999 Berlin
Sudblock,52.49825,13.41666,Admiralstraße 2 Kreuzberg 10999 Berlin
Hamburger Heaven,52.49535,13.41981,Graefestraße 93 Kreuzberg 10967 Berlin
Trinkteufel,52.50206,13.42021,Naunynstraße 60 Kreuzberg 10997 Berlin
Bateau Ivre,52.50051,13.42256,Oranienstraße 18 Kreuzberg 10999 Berlin
Cevicheria,52.50129,13.41648,Dresdener Straße 120 Kreuzberg 10999 Berlin
Cafe Morgenstern,52.49751,13.41593,Kohlfurter Straße 13 Kreuzberg 10999 Berlin
Schnapphahn,52.50088,13.41724,Dresdener Straße 14 Kreuzberg 10999 Berlin
Falafel in Berlin.De,52.49947,13.42805,Skalitzer Straße 102 Kreuzberg 10997 Berlin
Taka Fish House,52.49994,13.4179,Adalbertstraße 97 Kreuzberg 10999 Berlin
Değirmen Ocakbaşı-Restaurant,52.49543,13.42086,Kottbusser Damm 103A Neukölln 10967 Berlin
Izmir Koeftecisi Konak Grill,52.49941,13.41667,Reichenberger Straße 10 Kreuzberg 10999 Berlin
Bal Köfteci,52.49498,13.42115,Kottbusser Damm 101 Neukölln 10967 Berlin
Safran,52.50145,13.4182,Oranienstraße 172 Kreuzberg 10999 Berlin
Chocolateria Sunde,52.49998,13.42265,Oranienstraße 194 Kreuzberg 10999 Berlin
Rote Laterne,52.50162,13.41848,Oranienstraße 33 Kreuzberg 10999 Berlin
Fuchsbau,52.49567,13.41932,Planufer 96 Kreuzberg 10967 Berlin
Cosmoveda,52.50015,13.41929,Adalbertstraße 6A Kreuzberg 10999 Berlin
Kumpel & Keule Speisewirtschaft,52.499577,13.429401,Skalitzer Straße Kreuzberg 10997 Berlin
Schwestern,52.50384,13.42446,Mariannenplatz Kreuzberg 10997 Berlin
Misir Carsisi,52.4993,13.41946,Skalitzer Straße 134 Kreuzberg 10999 Berlin
Freshdays,52.49945,13.42779,Skalitzer Straße 103 Kreuzberg 10997 Berlin
Pho - Noodlebar (Kreuzberg),52.50075,13.41914,Adalbertstraße 9 Kreuzberg 10999 Berlin
Green Rice,52.50097,13.4193,Adalbertstraße 11 Kreuzberg 10999 Berlin
Angry Chicken,52.49913,13.42722,Oranienstraße Kreuzberg 10999 Berlin
Pattaya II,52.49898,13.42823,Wiener Straße 69 Kreuzberg 10999 Berlin
Ekt Affentanz,52.5007,13.4236,Mariannenstraße 47 Kreuzberg 10997 Berlin
Musachi,52.49513,13.42106,Kottbusser Damm 102 Neukölln 10967 Berlin
Brandenburger,52.5024,13.42031,Adalbertstraße 19 Kreuzberg 10997 Berlin
Hasir Gastronomie Nürnberger Str.,52.5011,13.41949,Oranienstraße 177 Kreuzberg 10999 Berlin
Foodtruck Rhinstrasse,52.53046,13.51621,Rhinstraße 137 Lichtenberg 10315 Berlin
"Mcs Management, Catering Servicegesellschaft",52.5251,13.52681,Allee der Kosmonauten 28 Biesdorf 12681 Berlin
Restaurant Arizona,52.53407,13.51697,Rhinstraße 161 Lichtenberg 10315 Berlin
Tabbouleh Libanesische Spezialitäten Cateringservice,52.52634,13.53298,Marzahner Chaussee 205 Biesdorf 12681 Berlin
Play Off Berlin,52.53726,13.53815,Märkische Allee Marzahn 12681 Berlin
Cafe Restaurant Regina,52.53656,13.54487,Am Schmeding 5 Marzahn 12685 Berlin
Profam-gemeinnützige,52.5282,13.54309,Allee der Kosmonauten 69 Biesdorf 12681 Berlin
Asia & Sushi,52.52393,13.54358,Marchwitzastraße 31 Biesdorf 12681 Berlin
American Bowl,52.5419,13.54172,Märkische Allee 176 Marzahn 12681 Berlin
Lemon Bar Marzahn,52.52393,13.54358,Marchwitzastraße 31 Biesdorf 12681 Berlin
Ristorante BB Paparazzi,52.53605,13.54282,BrunoBaumStraße 71 Marzahn 12685 Berlin
Marzahner Discotheken GmbH & Co,52.5419,13.54172,Märkische Allee 176 Marzahn 12681 Berlin
Allee Bistro,52.535039,13.497049,Landsberger Allee 277 AltHohenschönhausen 13055 Berlin
Thanh Koch,52.52656,13.49834,Herzbergstraße 104 Lichtenberg 10365 Berlin
Strohhut,52.51667,13.52742,Marzahner Chaussee 85 Biesdorf 12681 Berlin
Kochmutze,52.53382,13.503571,Landsberger Allee 320 Lichtenberg 10365 Berlin
Pizza Piraten,52.52931,13.49976,Siegfriedstraße 146 Lichtenberg 10365 Berlin
Long Food,52.53471,13.49595,Landsberger Allee 277 AltHohenschönhausen 13055 Berlin
Bamboo,52.51347,13.51794,Rhinstraße 17 Friedrichsfelde 10315 Berlin
Antica Pizzacheria,52.51667,13.52742,Marzahner Chaussee 85 Biesdorf 12681 Berlin
Hong Phuc - Restaurant,52.53573,13.49746,Genslerstraße 36 AltHohenschönhausen 13055 Berlin
King Wok - le Prom,52.5419,13.54172,Märkische Allee 176 Marzahn 12681 Berlin
Kochmütze,52.517,13.54082,Märkische Spitze 13 Biesdorf 12681 Berlin
Musikcafe,52.53762,13.49607,Neustrelitzer Straße 63 AltHohenschönhausen 13055 Berlin
Polizeikantine Marzahn Dir.6,52.53554,13.5379,Märkische Allee 174 Marzahn 12681 Berlin
Mones Bistro,52.54575,13.51604,Plauener Straße AltHohenschönhausen 13053 Berlin
Akropolis,52.52822,13.5401,HeleneWeigelPlatz 7 Biesdorf 12681 Berlin
Mac's Bistro,52.5134,13.52229,Seddiner Straße 8 Friedrichsfelde 10315 Berlin
Menüpartner,52.54322,13.51571,Plauener Straße 161 AltHohenschönhausen 13053 Berlin
Hard Rock CAFE,52.50318,13.32973,Kurfürstendamm 224 Charlottenburg 10719 Berlin
Marjellchen,52.50319,13.31764,Mommsenstraße 9 Charlottenburg 10629 Berlin
Bier's Kudamm 195,52.5011,13.31829,Kurfürstendamm 195 Charlottenburg 10707 Berlin
Billard International,52.50125,13.32143,Knesebeckstraße 38 Charlottenburg 10719 Berlin
Berliner Kaffeerösterei,52.50139,13.32539,Uhlandstraße 173 Charlottenburg 10719 Berlin
Christopher's,52.50297,13.31632,Mommsenstraße 63 Charlottenburg 10629 Berlin
Sets,52.50255,13.31673,Schlüterstraße 36 Charlottenburg 10629 Berlin
Est.,52.50118,13.3292,Meinekestraße 20 Charlottenburg 10719 Berlin
The Catch,52.5032,13.31993,Bleibtreustraße 41 Charlottenburg 10623 Berlin
Lowkal,52.49605,13.32252,Pfalzburger Straße 72 Wilmersdorf 10719 Berlin
Nata Lisboa   Berlim,52.49873,13.31683,Pariser Straße 24 Wilmersdorf 10707 Berlin
Casa di Maria,52.49673,13.32446,Uhlandstraße 149 Wilmersdorf 10719 Berlin
Black & White,52.50113,13.32534,Uhlandstraße 171 Charlottenburg 10719 Berlin
Cafe Lebensart,52.49761,13.3241,Uhlandstraße 47 Wilmersdorf 10719 Berlin
Haagen-Dazs,52.50254,13.32378,Kurfürstendamm 35 Charlottenburg 10719 Berlin
Marooush,52.50158,13.32151,Knesebeckstraße 38 Charlottenburg 10719 Berlin
Maredo Steakhaus,52.50243,13.32628,Kurfürstendamm 214 Charlottenburg 10719 Berlin
Sushi Em,52.4973,13.32045,Emser Straße 25 Wilmersdorf 10719 Berlin
Adéle's Café Lita,52.50386,13.32549,Uhlandstraße 184 Charlottenburg 10623 Berlin
George's Steakhouse,52.49763,13.32464,Uhlandstraße 153 Wilmersdorf 10719 Berlin
Epoque,52.50395,13.32246,Knesebeckstraße 76 Charlottenburg 10623 Berlin
Seegert's Weinrestaurant,52.49707,13.32041,Emser Straße 24 Wilmersdorf 10719 Berlin
Hummus Room,52.50048,13.32131,Knesebeckstraße 48 Charlottenburg 10719 Berlin
Nah am Wasser,52.50395,13.32246,Knesebeckstraße 76 Charlottenburg 10623 Berlin
Viet Bowl,52.49841,13.32482,Uhlandstraße 156 Wilmersdorf 10719 Berlin
Ristorante da Toni,52.49825,13.31911,Pariser Straße 18A Wilmersdorf 10707 Berlin
Brasserie le Paris,52.50213,13.3247,Kurfürstendamm 211 Charlottenburg 10719 Berlin
Café-Restaurant Wintergarten im Literaturhaus,52.50212,13.32684,Fasanenstraße 23 Charlottenburg 10719 Berlin
Schildkrote,52.50209,13.32549,Kurfürstendamm 212 Charlottenburg 10719 Berlin
Kuchel-Eck,52.49798,13.32232,Ludwigkirchplatz 1 Wilmersdorf 10719 Berlin
Grune Lampe,52.49649,13.32387,Uhlandstraße 51 Wilmersdorf 10719 Berlin
Restaurante Serrano,52.49884,13.32302,Pfalzburger Straße 83 Wilmersdorf 10719 Berlin
Factory,52.49973,13.32264,Lietzenburger Straße 85 Wilmersdorf 10719 Berlin
Pincho Nation,52.50166,13.32927,Meinekestraße 22 Charlottenburg 10719 Berlin
La Caleta,52.50009,13.31516,Wielandstraße 26 Charlottenburg 10707 Berlin
Handoyo's - Sate & Coffee,52.49801,13.32199,Ludwigkirchplatz 2 Wilmersdorf 10719 Berlin
Mine Wine,52.50079,13.32866,Meinekestraße 10 Charlottenburg 10719 Berlin
The Fox Bar,52.50268,13.32227,Knesebeckstraße 67 Charlottenburg 10623 Berlin
Ludwig,52.49763,13.3235,Ludwigkirchstraße 10 Wilmersdorf 10719 Berlin
Trattoria Aurora,52.5032,13.32235,Knesebeckstraße 70 Charlottenburg 10623 Berlin
Namaste,52.49621,13.32742,Pariser Straße 56 Wilmersdorf 10719 Berlin
Inizio Ristorante Bar,52.50382,13.32785,Fasanenstraße 77 Charlottenburg 10623 Berlin
Cafe Sidney Berlin,52.49841,13.31835,Pariser Straße 19 Wilmersdorf 10707 Berlin
Trattoria Pizzeria da Luca,52.50006,13.31947,Bleibtreustraße 30 Charlottenburg 10707 Berlin
Blueberry Coffees,52.50062,13.32523,Uhlandstraße 167 Charlottenburg 10719 Berlin
Calcutta Restaurant Berlin,52.50324,13.3195,Bleibtreustraße 17 Charlottenburg 10623 Berlin
Cassambalis Taverna,52.50351,13.32409,Grolmanstraße 35 Charlottenburg 10623 Berlin
Route 66,52.49783,13.3196,Pariser Straße 44 Wilmersdorf 10707 Berlin
Grace Bar,52.50362,13.32917,Kurfürstendamm 25 Charlottenburg 10719 Berlin
Absetzbar,52.503,13.31575,Mommsenstraße 61 Charlottenburg 10629 Berlin
Sweet2go,52.49805,13.32288,Pfalzburger Straße 79 Wilmersdorf 10719 Berlin
Ristorante-Arlecchino,52.50235,13.32938,Meinekestraße 25 Charlottenburg 10719 Berlin
Call A Pizza,52.4953,13.32786,Hohenzollerndamm 7 Wilmersdorf 10717 Berlin
Kaffeehaus Mila,52.50374,13.32445,Grolmanstraße 40 Charlottenburg 10623 Berlin
"Tommi's Burger Joint, Kudamm",52.50209,13.32549,Kurfürstendamm 212 Charlottenburg 10719 Berlin
I-Ke-Su,52.49855,13.32485,Uhlandstraße 157 Wilmersdorf 10719 Berlin
Pizza Factory,52.49794,13.3191,Pariser Straße 42 Wilmersdorf 10707 Berlin
Friends Cocktailbar,52.49827,13.31751,Pariser Straße 38 Wilmersdorf 10707 Berlin
Diekmann,52.50134,13.32875,Meinekestraße 7 Charlottenburg 10719 Berlin
Rum Trader,52.49848,13.32665,Fasanenstraße 40 Wilmersdorf 10719 Berlin
Miro,52.50025,13.32474,Uhlandstraße 33 Charlottenburg 10719 Berlin
Nixx,52.50395,13.32186,Knesebeckstraße 29 Charlottenburg 10623 Berlin
1900 Cafe Bistro,52.50395,13.32246,Knesebeckstraße 76 Charlottenburg 10623 Berlin
Don Quijote,52.5032,13.31993,Bleibtreustraße 41 Charlottenburg 10623 Berlin
Khon Thai,52.49564,13.32426,Uhlandstraße 144 Wilmersdorf 10719 Berlin
Cyclo,52.49847,13.31904,Sächsische Straße 72 Wilmersdorf 10707 Berlin
Klemke Wein,52.50319,13.31764,Mommsenstraße 9 Charlottenburg 10629 Berlin
Luardi,52.50212,13.32934,Meinekestraße 24 Charlottenburg 10719 Berlin
Wintergarten im Literaturhaus,52.50212,13.32684,Fasanenstraße 23 Charlottenburg 10719 Berlin
Markus Semmler,52.49753,13.31834,Sächsische Straße 7 Wilmersdorf 10707 Berlin
May,52.49983,13.32437,Lietzenburger Straße 77 Wilmersdorf 10719 Berlin
Shan's Kitchen,52.5011,13.31829,Kurfürstendamm 195 Charlottenburg 10707 Berlin
Ojo de Agua,52.49763,13.3235,Ludwigkirchstraße 10 Wilmersdorf 10719 Berlin
